"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0678,0,0,0,0,0,0,0,0,0,0,0,0,0.0566,0,0,0,0,0,0
"X2",0,0.0567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0.0575,0
"X3",0,0,0.0473,0,0,0,0,0,0,0,0,0.052,0,0,0,0,0.054,0,0,0
"X4",0,0,0,0.0561,0,0,0,0,0,0,0,0.0764,0,0,0.102,0,0,0.0546,0,0
"X5",0,0,0,0,0.1821,0,0,0,0,0,0,0,0,0.7352,0,0.2445,0.2793,0,0.2703,0
"X6",0,0,0,0,0,0.0659,0,0,0,0,0,0,0,0,0,0,0,0,0.0631,0
"X7",0,0,0,0,0,0,0.0689,0,0,0,0,0,0,0,0,0,0,0,0,0.0721
"X8",0,0,0,0,0,0,0,0.0768,0,0,0.118,0,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0.0573,0,0,0,0,0,0,0,0,0.0536,0,0
"X10",0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0.052,0,0,0,0
