"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2",0,0.0607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512,0
"X3",0,0,0.0508,0,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0,0,0
"X4",0,0,0,0.0551,0,0,0,0,0,0,0,0.0606,0,0,0.0605,0,0,0,0,0
"X5",0,0,0,0,0.0687,0,0,0,0,0,0,0,0,0,0,0.0581,0,0,0,0
"X6",0,0,0,0,0,0.0568,0,0,0,0,0,0,0,0,0,0,0,0,0.0562,0
"X7",0,0,0,0,0,0,0.0615,0,0,0,0,0,0.0511,0,0,0,0,0,0,0.0596
"X8",0,0,0,0,0,0,0,0.0806,0.0615,0,0.0749,0,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0.0693,0,0,0,0,0,0,0,0,0.0903,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0444,0,0,0,0,0,0.0373,0,0,0,0
