"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.2216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2795,0,0,0,0
"X2",0,0.2911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6519,0
"X3",0,0,-0.0653,0,0,0,0,0,0,0,0,0.6861,0,0,0,0,0.2414,0,0,0
"X4",0,0,0,0.3289,0,0,0,0,0,0,0,0.2367,0,0,0.5465,0,0,0,0,0
"X5",0,0,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0.4652,0,0,0.2495,0
"X6",0,0,0,0,0,0.2307,0,0,0,0,0,0,0,0,0,0,0,0,0.553,0
"X7",0,0,0,0,0,0,0.3863,0,0,0,0,0,0,0.3517,0,0,0,0,0,0.2092
"X8",0,0,0,0,0,0,0,0.0895,0,0,0.3886,0,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0.1124,0,0,0,0,0,0,0,0,0.7647,0,0
"X10",0,0,0,0,0,0,0,0,0,-0.1047,0,0,0,0,0,0.7777,0,0,0,0
