X1	X2	X3	X4	X5	X6
-2.258443	-2.958934	-1.365116	-2.093808	-2.177879	-3.324244
-2.180321	-0.951404	-3.135458	-4.870648	-3.006686	-1.146612
-0.952133	-2.099233	-0.291851	-2.446174	-0.513153	-1.459295
-0.406280	-2.747523	2.565307	-1.001588	-1.834677	-1.781192
-1.445962	-2.168075	1.965817	0.839310	-0.796260	-2.650803
-2.609080	-2.375790	-0.659922	-2.184981	-1.582400	-3.460327
-0.477234	-2.558370	0.081592	0.024840	1.241502	1.258036
1.227275	0.082885	1.271959	3.507971	5.360847	2.805286
2.653946	2.538073	1.230980	4.247613	4.530235	2.109023
1.026580	3.204692	0.630454	3.446065	4.408066	-0.147551
1.553975	1.859742	-0.206016	1.865426	0.108441	-0.049036
-0.578968	-0.704979	-1.341532	-0.977604	-0.844141	-1.705033
-2.439351	-1.451672	-3.938592	-4.348626	-2.524378	-2.657341
-2.654274	-2.261738	-3.021495	-4.426439	-3.674571	1.753942
-2.904037	-2.450579	-2.526942	-5.739045	-4.026919	3.758314
-1.935841	-0.871095	-0.642832	-5.234544	-3.195722	3.792976
-2.088486	-1.109589	1.630036	-1.085136	-1.065781	4.306629
-1.051972	-3.408461	4.964662	-1.234021	-1.070793	2.585773
-0.889300	-2.298212	1.727946	1.667099	0.554540	-1.314991
0.244830	-2.873545	2.442889	2.830024	-0.215981	-1.611064
2.890417	0.790640	0.774292	1.304554	1.732644	-3.533545
3.265162	1.789542	0.076154	3.842689	0.662115	-2.002334
4.933063	1.030159	0.784176	4.525327	2.264933	0.609770
4.053221	-0.554011	-0.647941	2.386669	0.016399	-3.375333
6.523035	0.610433	-1.123998	-0.763586	0.068411	-1.885243
4.472704	2.308187	0.673807	1.894961	-0.918329	-1.613260
3.610330	1.516452	-0.171327	-2.547590	-0.665022	0.376818
3.490211	3.491425	1.950901	-1.334139	1.979133	2.339488
4.012947	4.648005	0.979691	-0.475188	3.059936	4.877954
5.542038	3.123391	2.807943	-1.204436	2.365188	6.053213
4.640184	1.364482	0.426858	1.032216	1.239388	3.927767
3.243485	1.912677	-0.858764	-1.864233	1.178537	1.978116
3.573739	1.270873	-2.311823	-0.686683	-1.474066	-2.613141
3.951648	0.422770	-2.273119	-2.018135	-1.573419	-3.759502
