X1	X2	X3	X4	X5	X6
0.168321	-2.221936	-1.933933	-1.723487	-1.202145	-0.952883
-1.380349	-4.762697	-0.755587	-1.700794	-0.379253	-2.797309
0.452278	-1.554645	0.409474	-1.571848	-1.736944	-2.283830
0.074203	-1.120479	1.266350	-1.144451	-1.250519	-3.538347
0.413625	3.122598	-0.037859	-1.790602	-2.938377	-2.489362
-0.996554	3.689287	0.182846	-0.832701	-1.019719	-0.328877
-0.973234	1.349687	1.297266	0.757451	-0.256646	-2.159294
-1.509414	2.190797	0.354500	1.286955	0.004142	-1.876013
-0.466294	2.098717	-1.443850	0.331510	2.590144	-0.795336
-2.283174	0.002345	0.657413	0.051016	3.880360	0.009035
-1.201752	1.483082	-0.742008	-0.884227	2.418490	-1.057602
0.714771	0.490126	-1.255815	1.201981	3.087633	0.967453
0.923597	-0.070323	0.905292	0.344140	-0.238612	0.054397
0.212925	0.023534	-2.024286	-2.690250	-1.379944	-3.480370
2.061056	-3.210504	0.581851	-1.218590	-2.385264	-0.207051
-0.450809	-1.041236	-0.979098	0.021721	-3.143773	-2.613346
-0.350071	-3.551964	-1.084732	-1.686819	-2.233771	-0.172258
-0.935728	-2.767188	0.399749	-3.105808	-2.672757	1.382613
0.260319	-1.720810	-0.187956	-0.920248	-1.693434	0.874265
-1.248828	-0.700728	-0.981146	1.061161	-0.601100	1.705296
0.748530	0.276655	0.263278	2.820020	0.880743	-0.064494
1.556393	-0.924560	-1.389282	2.666827	1.893196	-0.399408
1.445463	0.388625	1.574972	6.007683	1.447158	-1.840446
0.932439	-0.053289	-1.979359	3.457188	1.411929	0.797190
-0.393378	-1.573103	-0.910074	1.100840	-1.579191	0.603598
-2.377088	-1.524119	-2.105275	-2.163459	-1.183304	1.837978
-1.092991	0.025164	-0.582061	-6.858012	-0.471108	-1.670673
-0.515487	-0.768154	0.838968	-7.164317	1.218096	0.387046
-0.817274	2.953325	4.832613	-1.803976	3.813307	3.118331
2.013546	5.539001	3.325973	1.508212	2.643325	4.160683
0.274675	1.309773	1.772648	-0.053654	1.320551	5.073400
-1.893187	1.775542	0.023739	-0.914174	0.653983	3.786280
0.091759	0.832506	0.268746	-2.098349	4.165822	3.544622
0.060014	1.201166	-1.773532	-1.360479	3.496668	2.560725
-1.354722	0.652320	-1.766694	-2.301965	3.135020	2.652488
-1.525849	0.144869	-0.526940	-1.640107	3.832678	1.210709
-2.880466	-1.142288	-1.300970	-3.097705	2.494942	-1.082212
0.561027	-2.928252	-0.431483	-0.513160	-0.011589	-0.651078
-1.763271	-1.056723	0.049019	-2.129472	-2.852213	-0.874188
0.361141	-2.579701	0.056039	-1.608741	-2.707832	1.319055
-0.653737	-2.023487	-0.483426	-1.754469	-1.598346	0.324851
-1.997105	2.538819	-0.623573	1.117945	-3.104454	2.769498
-1.164363	3.834417	3.762696	-1.975101	-2.947857	-0.122805
-0.956211	5.084007	5.332283	0.962694	-2.331855	-0.906058
-0.329148	3.965187	2.294686	2.030129	-1.368047	0.294336
-1.606176	2.803658	3.415108	1.511304	-1.710335	-1.092923
-1.022793	0.655619	-0.802854	0.925217	-1.161518	-0.540236
-0.527799	-0.185229	-3.004497	-3.779631	-1.438896	-0.257904
-0.782495	-1.845688	-1.066923	-2.383641	0.580031	1.223171
-1.656981	-1.793556	1.157470	-1.243414	2.595762	1.527188
-1.777356	-0.757736	1.216380	0.627450	1.610299	1.949547
-1.198821	-1.549526	1.942110	-0.985250	2.231740	0.920347
-2.212676	-2.870127	-1.465042	-0.309914	0.240285	-2.327614
-1.372221	-2.243040	-2.885476	-1.011143	-2.097864	-2.958837
-2.657855	-3.088163	-2.792890	-1.882637	-2.016409	-1.645623
-2.144879	-3.331399	-1.061284	0.586703	-0.812549	-1.730272
-2.622093	-3.857645	-1.717660	3.556376	-0.534985	-0.012786
