X1	X2	X3	X4	X5	X6
-0.937654	-1.370026	-3.008812	-1.154578	-0.947715	-2.263223
0.005470	-2.333109	-2.892196	0.173445	-0.530880	-0.972576
1.170017	-2.318546	-1.904904	-1.445251	-1.932721	-2.602833
-1.875716	1.924265	-1.425039	-0.933467	-2.017537	-2.951492
-1.703226	3.693323	0.520397	0.511197	-1.088530	-2.345255
-0.848615	1.398028	1.321603	2.494741	0.214099	0.828979
-1.571782	0.234481	-2.361424	2.519063	0.095852	2.321209
-0.893827	-1.325118	-2.338884	0.191864	-0.249274	4.920335
0.142950	-0.896170	-2.224980	-2.342457	0.319422	5.206358
-1.567851	-1.932372	-0.349813	-1.746100	-0.943862	3.640576
-0.994731	-1.371026	-2.109585	-2.122765	-0.210125	4.166290
-0.012989	1.679468	-0.221399	-1.480853	-1.030069	4.006800
4.234775	3.434512	1.713546	-1.932264	-0.472493	2.096204
4.136761	2.251005	-0.482555	-0.125898	-1.279198	-1.447795
2.707168	-0.217252	-0.823601	-2.074755	-0.184484	-3.701100
3.636096	-2.350859	-1.377195	-1.147037	-0.521853	-2.307610
0.651946	-1.690217	-2.103439	-0.851342	-2.299503	-3.346626
-2.089284	-1.913624	-3.754433	-0.651272	1.395363	-1.869547
-0.775893	-2.858080	-1.018181	-2.055026	-1.346553	-2.065373
-1.047081	-2.339485	-3.603084	-0.631305	-0.048253	-1.200105
-1.192049	-1.841640	-0.372843	-2.147909	-0.874937	0.013756
-1.625298	-2.016242	-0.518460	-1.882238	4.325195	0.567312
-0.981526	0.921806	-0.601337	-1.541392	2.994143	2.024561
-0.515636	-1.039393	-0.755976	-2.044672	4.484806	2.791904
-2.695526	0.188760	-1.483777	-1.006178	2.572983	0.012340
-1.874098	-2.706534	1.139456	-1.135609	0.034976	-2.500630
-1.025752	-1.337976	1.984523	0.180034	-0.792517	-2.222408
-1.885688	2.254135	3.213721	0.001350	0.689204	-3.415192
1.103294	3.448000	2.529150	3.018241	-1.602062	-1.573284
-1.574608	2.828819	3.556807	3.215605	-0.607213	-2.984183
-1.102994	4.373791	4.129591	1.213942	-0.579252	-2.102090
-1.073163	1.066917	2.261000	1.593953	-0.251677	-0.742304
-2.123918	2.675198	0.663333	0.325938	0.445411	-0.687226
-2.908657	2.008234	-0.051813	-0.014905	0.008312	-1.012756
-2.868683	1.197224	-1.227538	-1.359774	-2.866775	1.852906
-0.862494	-2.032630	-2.842544	-1.771969	-1.883249	2.450760
-1.283593	0.554572	-3.807834	-3.289892	1.667389	4.105305
-2.702979	0.223529	-2.620508	0.121358	5.000240	0.610342
-0.282554	-0.137858	-3.032768	2.316682	2.541602	2.250971
-1.891418	-1.752388	-0.089416	3.876879	4.181576	1.382791
-0.948671	-2.086961	3.679448	4.827848	1.456562	0.762502
-0.674714	-1.234278	3.751120	7.714791	2.762060	0.861205
-2.011349	1.028763	5.113800	8.352207	1.820270	-0.914902
-1.122975	-1.879139	5.427986	5.163696	1.826491	0.386982
-2.436594	-0.544883	2.798777	3.277658	1.948823	-1.107542
-1.607306	-1.825269	1.131571	0.173893	0.660067	-1.029276
-1.507412	-2.186497	3.216867	-0.724398	-0.421577	-2.212919
0.632487	-0.840466	0.896463	-3.175517	-2.058810	-1.028672
-0.737710	-2.860676	-0.593642	-2.722162	-1.516232	1.524166
