"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.9798,0,0.0025,0.0702,0,-0.0205,-0.0079,0.0127,-0.006,0,0,0,0,0,0.03,0,0,0.0029,-0.007,0.0044
"V2",0,49.4639,36.2841,0,0,10.8342,0,-13.2939,-7.4736,0,0,0,0,0,0,0,0,46.2175,0,0
"V3",0,-0.5541,-0.3657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4392,0,0
"V4",0,0,0,6.7433,-1.7994,0,-3.2089,0,-2.4017,0,0,0,0,0,-5.532,0,0,0,0,0.6667
"V5",0,0,0.1147,0,0.0203,0,0.2424,-0.238,-0.0819,0.0741,0,0,0,1.0729,0,0,0,0,0,0
"V6",0,0,0,0,0,0.0573,0,0,0,0.3385,0,0,0,0,0,0,0,0,0,-0.7086
"V7",0,-0.4271,0,0,0,-0.7864,0.3398,0,0,0,0,0.1583,0,0,0,0.1563,0,0,0,0
"V8",0,0,0.298,0,0,0,0,0.238,0,0,0,-1.2624,0,0,0,0,0,0,0,0
"V9",0,0.7848,0,0,0,0,0,0.3886,0.3008,0,0,0,0,0,0,0,0,0,0,-0.518
"V10",0,0,0,0,0,-1.1973,0,0,0,-0.9037,0,0,0,0,0,0,0,0,0,0
