"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.9804,0,0.0025,0.0739,0,-0.0211,-0.008,0.0127,-0.0063,0,0,0,0,0,0.0326,0,0,0.0031,-0.0069,0.0047
"V2",0,29.6336,21.5261,0,0,6.6533,0,-8.3245,-4.9325,0,0,0,0,0,0,0,0,27.9186,0,0
"V3",0,-0.5729,-0.3626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4159,0,0
"V4",0,0,0,6.8025,-1.8007,0,-3.1577,0,-2.3336,0,0,0,0,0,-5.5643,0,0,0,0,0.628
"V5",0,0,0.1177,0,0.0046,0,0.2561,-0.2483,-0.0741,0.0775,0,0,0,1.0933,0,0,0,0,0,0
"V6",0,0,0,0,0,0.1092,0,0,0,0.3729,0,0,0,0,0,0,0,0,0,-0.693
"V7",0,-0.426,0,0,0,-0.7833,0.3513,0,0,0,0,0.1639,0,0,0,0.1564,0,0,0,0
"V8",0,0,0.2675,0,0,0,0,0.2545,0,0,0,-1.2276,0,0,0,0,0,0,0,0
"V9",0,0.7791,0,0,0,0,0,0.3827,0.2969,0,0,0,0,0,0,0,0,0,0,-0.5182
"V10",0,0,0,0,0,-1.2093,0,0,0,-0.8982,0,0,0,0,0,0,0,0,0,0
