"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.9793,0,0.0022,0.0764,0,-0.0216,-0.0089,0.0137,-0.0072,0,0,0,0,0,0.0316,0,0,0.0031,-0.0074,0.0051
"V2",0,84.6362,61.6773,0,0,19.0729,0,-23.5781,-13.4177,0,0,0,0,0,0,0,0,80.5535,0,0
"V3",0,-0.5466,-0.3538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4349,0,0
"V4",0,0,0,7.1095,-1.8884,0,-3.3112,0,-2.5245,0,0,0,0,0,-5.8562,0,0,0,0,0.6806
"V5",0,0,0.1048,0,0.0134,0,0.2611,-0.2341,-0.0697,0.0784,0,0,0,1.0905,0,0,0,0,0,0
"V6",0,0,0,0,0,0.0536,0,0,0,0.34,0,0,0,0,0,0,0,0,0,-0.7107
"V7",0,-0.4289,0,0,0,-0.7849,0.3488,0,0,0,0,0.1518,0,0,0,0.1654,0,0,0,0
"V8",0,0,0.2781,0,0,0,0,0.2314,0,0,0,-1.2515,0,0,0,0,0,0,0,0
"V9",0,0.788,0,0,0,0,0,0.3817,0.2881,0,0,0,0,0,0,0,0,0,0,-0.5267
"V10",0,0,0,0,0,-1.195,0,0,0,-0.8912,0,0,0,0,0,0,0,0,0,0
