"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.9797,0,0.0029,0.0798,0,-0.0236,-0.009,0.0148,-0.0069,0,0,0,0,0,0.0332,0,0,0.0035,-0.008,0.005
"V2",0,102.6124,75.3571,0,0,21.6346,0,-30.4884,-14.8771,0,0,0,0,0,0,0,0,97.6243,0,0
"V3",0,-0.6026,-0.3876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4053,0,0
"V4",0,0,0,7.3782,-2.0196,0,-3.4278,0,-2.5687,0,0,0,0,0,-5.981,0,0,0,0,0.7197
"V5",0,0,0.1377,0,-0.0021,0,0.2805,-0.2755,-0.0648,0.0759,0,0,0,1.1185,0,0,0,0,0,0
"V6",0,0,0,0,0,0.0694,0,0,0,0.3394,0,0,0,0,0,0,0,0,0,-0.7041
"V7",0,-0.4545,0,0,0,-0.7869,0.3389,0,0,0,0,0.1798,0,0,0,0.1667,0,0,0,0
"V8",0,0,0.2928,0,0,0,0,0.2262,0,0,0,-1.2417,0,0,0,0,0,0,0,0
"V9",0,0.7943,0,0,0,0,0,0.3959,0.2957,0,0,0,0,0,0,0,0,0,0,-0.5285
"V10",0,0,0,0,0,-1.2045,0,0,0,-0.9277,0,0,0,0,0,0,0,0,0,0
