"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.9797,0,0.0025,0.0751,0,-0.023,-0.0086,0.0138,-0.0064,0,0,0,0,0,0.0319,0,0,0.003,-0.0073,0.0047
"V2",0,44.5414,32.7308,0,0,9.4103,0,-12.2924,-6.39,0,0,0,0,0,0,0,0,42.1592,0,0
"V3",0,-0.5024,-0.3336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4591,0,0
"V4",0,0,0,8.1056,-2.153,0,-3.8399,0,-2.9404,0,0,0,0,0,-6.8269,0,0,0,0,0.8083
"V5",0,0,0.1081,0,0.013,0,0.2614,-0.2386,-0.0787,0.0779,0,0,0,1.0942,0,0,0,0,0,0
"V6",0,0,0,0,0,0.0384,0,0,0,0.3161,0,0,0,0,0,0,0,0,0,-0.7215
"V7",0,-0.4173,0,0,0,-0.7957,0.3457,0,0,0,0,0.1611,0,0,0,0.1631,0,0,0,0
"V8",0,0,0.2539,0,0,0,0,0.2489,0,0,0,-1.2582,0,0,0,0,0,0,0,0
"V9",0,0.762,0,0,0,0,0,0.3751,0.3053,0,0,0,0,0,0,0,0,0,0,-0.5264
"V10",0,0,0,0,0,-1.1948,0,0,0,-0.9023,0,0,0,0,0,0,0,0,0,0
