"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.9799,0,0.0028,0.0678,0,-0.0198,-0.0074,0.0117,-0.0058,0,0,0,0,0,0.0292,0,0,0.0031,-0.0068,0.0037
"V2",0,122.4276,89.6014,0,0,27.1618,0,-35.3627,-19.8708,0,0,0,0,0,0,0,0,118.0802,0,0
"V3",0,-0.5775,-0.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4029,0,0
"V4",0,0,0,7.0575,-1.8299,0,-3.2704,0,-2.4954,0,0,0,0,0,-5.831,0,0,0,0,0.6961
"V5",0,0,0.105,0,0.0089,0,0.2482,-0.2343,-0.0695,0.0792,0,0,0,1.0903,0,0,0,0,0,0
"V6",0,0,0,0,0,0.0555,0,0,0,0.3078,0,0,0,0,0,0,0,0,0,-0.7221
"V7",0,-0.4421,0,0,0,-0.7872,0.3411,0,0,0,0,0.175,0,0,0,0.1669,0,0,0,0
"V8",0,0,0.2999,0,0,0,0,0.2,0,0,0,-1.2629,0,0,0,0,0,0,0,0
"V9",0,0.7882,0,0,0,0,0,0.3942,0.3178,0,0,0,0,0,0,0,0,0,0,-0.5186
"V10",0,0,0,0,0,-1.1828,0,0,0,-0.8674,0,0,0,0,0,0,0,0,0,0
