"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0
"X2",0,0.0342,0,0,0,0,0,0,0,0,0,0,0,0.0262,0,0,0,0.0249,0,0
"X3",0,0,0.0346,0,0,0,0,0,0,0,0,0.0333,0,0,0,0,0.0359,0,0,0
"X4",0,0,0,0.0293,0,0,0,0,0,0,0,0,0,0,0.0397,0.0383,0,0,0,0
"X5",0,0,0,0,0.0504,0,0,0,0,0,0,0,0,0.052,0,0,0,0,0,0
"X6",0,0,0,0,0,0.0357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356
"X7",0,0,0,0,0,0,0.0397,0,0,0,0,0,0.045,0,0,0,0,0,0,0.0385
"X8",0,0,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0.0514,0
"X9",0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0.0391,0,0.0346,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0342,0,0.03,0,0,0,0,0,0,0,0
