"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161,0,0,0,0
"X2",0,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0.0258,0,0
"X3",0,0,0.036,0,0,0,0,0,0,0,0,0.0393,0,0,0,0,0,0,0,0
"X4",0,0,0,0.0326,0,0,0,0,0,0,0,0,0,0,0.039,0.0162,0,0,0,0
"X5",0,0,0,0,0.0607,0,0,0,0,0,0,0,0,0.0911,0,0.0193,0,0,0,0
"X6",0,0,0,0,0,0.0344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661
"X7",0,0,0,0,0,0,0.0322,0,0,0,0,0,0.0309,0,0,0,0,0,0,0.0282
"X8",0,0,0,0,0,0,0,0.0335,0,0,0,0,0,0,0,0,0,0,0.042,0
"X9",0,0,0,0,0,0,0,0,0.0303,0,0,0,0,0,0,0.0132,0,0,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0343,0,0.0392,0,0,0,0,0,0,0,0
