"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273,0,0,0,0
"X2",0,0.0323,0,0,0,0,0,0,0,0,0,0,0,0.0375,0,0,0,0.0356,0,0
"X3",0,0,0.0354,0,0,0,0,0,0,0,0,0.0264,0,0,0,0,0,0,0,0
"X4",0,0,0,0.0363,0,0,0,0,0,0,0,0,0,0,0,0.0383,0,0,0,0
"X5",0,0,0,0,0.0303,0,0,0,0,0,0,0,0,0.0339,0,0,0,0,0,0
"X6",0,0,0,0,0,0.0276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264
"X7",0,0,0,0,0,0,0.0312,0,0,0,0,0,0.0314,0,0,0,0,0,0,0.0231
"X8",0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0.0492,0
"X9",0,0,0,0,0,0,0,0,0.0363,0,0,0,0,0,0,0.0345,0,0.0421,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0633,0,0.0382,0,0,0,0.0902,0,0,0,0
