X1	X2	X3	X4	X5	X6	X7	X8
-1.449147	-1.774487	-1.341658	-2.326078	0.344651	-2.010325	1.367170	-2.523141
-1.365747	-3.088030	-1.887683	-1.767422	-0.343022	-1.071958	1.720810	-3.062228
-0.031675	-2.130981	-1.750712	0.494423	-0.327216	0.312880	1.366843	1.208955
0.316667	-1.321843	-1.549244	2.719154	2.336268	-0.159614	0.954175	0.539506
-0.758020	-1.315218	-0.876382	0.748471	0.721631	1.124159	1.576207	4.015923
-1.270737	-1.571907	-3.128426	2.330770	-0.071829	0.276296	-0.568857	-0.484295
-0.187785	-3.346312	-5.534578	-1.244050	-0.188312	-1.611305	2.285087	-2.527050
0.101536	-2.908437	-3.097638	-2.181592	-1.640718	-2.841845	0.638841	-4.637045
0.464426	-2.861282	-1.311709	-3.558356	-3.171548	-2.340827	3.242610	-4.499082
0.299584	-3.525350	-1.261791	-3.803247	-2.197903	-2.801953	0.760896	-2.114262
-1.154190	-0.749144	-1.394385	-1.645664	-2.322683	-1.400923	1.040803	-1.820888
-1.573997	2.955436	0.865008	-1.910512	-1.621288	-1.020241	0.940333	-0.441161
-0.163836	1.620486	3.193986	0.920910	-1.960819	-0.939108	-0.184909	3.001717
0.110691	2.599106	4.834248	2.599497	-2.373278	0.339473	-2.087022	1.725043
-0.651715	1.640892	3.696793	0.932149	-0.932564	-0.770197	0.328599	0.858815
-1.487554	-0.449758	4.027720	0.193063	-0.905279	-0.009323	-0.281544	1.320732
-1.869528	-4.435245	1.144928	0.251338	-0.522723	-2.197205	0.832552	-0.700908
-1.601235	-4.265672	-0.941384	-2.548030	-0.643696	1.101154	0.177390	-1.778008
-0.700577	-1.941141	-3.517218	-3.548241	-0.124900	1.914654	-2.854826	-5.977170
-0.023053	-0.697653	-5.338674	-3.785098	-0.417636	1.616692	-2.490495	-4.787495
-0.528463	-1.216111	-1.021854	-2.676403	1.147996	0.295566	-0.388212	-3.008185
0.275991	1.137982	-2.193659	-3.141658	1.869295	-2.696626	2.109124	-0.705243
-0.219389	-2.614275	-1.874390	-0.310665	-0.741239	-1.581584	-0.070583	-0.038671
0.995696	-2.921584	3.748053	1.835673	0.135791	0.760089	-0.519930	1.046529
0.545446	0.205153	1.896868	2.293656	-1.710114	-0.551209	0.173484	0.472655
1.805560	0.455932	1.704254	0.736981	-1.604456	0.083422	0.537264	-0.390594
6.313840	4.016654	0.504910	0.767046	-2.121735	-2.335222	1.668211	0.700479
6.473085	0.649814	0.491634	-1.476852	-0.963052	-2.074140	-0.692571	-2.299228
5.386494	3.155611	-0.151373	-0.778413	-2.309909	-2.891736	2.171019	-2.324717
4.758769	3.809244	-0.457013	-3.426141	-2.415207	1.258590	5.545185	-4.050190
2.908008	4.283309	1.215612	-1.261537	0.732855	-0.997964	5.604828	-0.356548
4.013212	2.361705	3.148503	1.256997	1.746874	-0.839100	5.912952	1.601505
3.222182	3.413930	2.682257	0.488760	1.185549	-0.503319	2.678559	3.143468
1.299417	3.509581	5.408574	-0.157852	-0.827420	0.845477	-1.589349	0.006938
-2.785983	0.194956	2.621153	-1.312640	-2.415335	-2.757213	-1.727269	0.035615
-1.028017	0.867454	-0.440707	1.514194	-1.783696	-1.274390	1.290101	-0.964705
-1.629386	-2.545928	-3.408606	-0.021551	-1.172605	0.098643	-1.518237	0.114877
-0.251288	-0.037692	-1.497347	3.108022	1.361637	1.700786	-3.721481	2.619259
-2.062525	1.994759	0.516570	4.565911	0.876829	3.772537	-3.000828	5.134239
-0.071895	5.054625	3.559144	2.599614	1.819970	3.182195	-5.060776	2.438714
-0.174199	1.318503	1.290775	4.681330	0.465358	3.964859	-3.094523	2.834583
0.529364	-0.559410	0.025561	2.576357	-0.286307	1.199926	-4.353267	4.883044
-2.261706	-0.704615	-1.188698	3.250893	-1.956626	0.554696	-3.912205	2.389394
-1.285208	-1.145615	-2.492304	1.465535	-0.730302	1.581767	-3.357337	0.834932
1.557857	-2.831611	-1.604158	-0.976617	-1.546934	2.076239	-7.418059	-2.466545
-1.595810	-2.451006	-2.744360	-0.235867	-3.053325	4.831610	-6.753771	-3.469337
-0.028608	-3.725101	-2.487710	-3.537214	-2.679975	3.005178	-8.902370	-4.281548
-0.262838	-3.524200	-0.830911	-1.434962	-0.259086	2.160243	-9.924554	-2.233480
0.067801	-1.281603	-1.285763	-0.673813	-2.858460	4.963003	-5.318221	1.663167
-0.295490	-0.693813	3.834934	2.073433	-2.939896	6.741557	-6.715770	3.282089
0.705189	-1.058432	2.851578	2.912273	-1.187598	4.814404	-7.073399	4.116285
0.065738	-4.501861	2.143968	4.428306	-0.034165	4.867644	-11.624707	3.489053
-0.242142	-3.345204	0.602605	3.626629	-0.626499	5.200073	-13.447892	4.007391
-1.584351	0.551238	-3.730614	3.788642	-1.246902	4.328293	-12.589351	3.088097
-0.562688	3.314763	-0.505688	3.652342	2.905625	4.322601	-1.863984	4.129169
-1.030453	4.275769	2.412981	4.830028	4.765181	4.321097	1.758810	1.959706
-0.994846	6.569454	2.907992	4.909998	5.573265	1.726580	4.049134	1.943505
