X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28
-5.543232	-5.046944	-3.232769	-5.545192	-3.155060	-1.097015	-0.815223	-8.696704	-1.259071	-6.417548	-8.105920	-10.897221	-7.616308	-6.473164	-11.028590	-1.448225	-7.908441	-6.687162	-9.687277	-10.587929	-0.261933	-6.556380	-5.376993	-2.437362	-4.639231	-9.580186	-9.912202	-6.179445
-5.012461	-3.453320	-2.150276	-3.623224	-3.188805	-1.024602	-2.149099	-5.914797	-1.737135	-4.545890	-3.944782	-5.798794	-6.956703	-7.600619	-7.775735	0.892607	-6.922500	-3.951483	-7.895322	-8.571034	-2.167382	-5.113809	-3.404468	-4.455921	-3.118658	-8.475762	-5.400537	-3.568244
-1.828347	-2.612600	-2.343567	-2.798814	-0.981989	-0.976505	0.129493	-1.925812	1.385139	-2.216533	-4.194917	-2.586159	-3.976610	-5.632830	-4.949929	-2.608858	-5.003388	-2.672039	-3.209778	-4.827384	-1.449519	-3.513255	-1.337182	-3.871469	-2.127535	-4.152443	-3.936460	-0.321777
-1.649790	-3.534687	-2.315140	-3.980664	-0.008213	-1.165025	-0.513347	0.068151	-0.124149	-0.782777	-1.152724	-2.361519	-0.515531	-1.154501	-1.362774	-1.660321	-3.202608	-3.198835	-1.902945	-2.705681	-0.360545	-2.303018	-2.529036	-1.801803	-4.458163	-2.225831	-2.542174	-1.667546
0.026309	-1.822479	-1.714795	-2.687476	2.865222	4.223539	-0.308520	0.533289	-1.878299	0.366177	-0.475306	0.654526	-1.268668	-1.562433	1.142129	0.817517	-2.209460	-2.939270	-1.333425	-0.619428	-1.390861	-1.873399	-0.144332	-0.361826	-0.964045	0.809771	-0.964780	-0.998649
-0.685149	0.494720	-3.102032	-1.597050	-0.688886	5.496785	-0.415825	0.720402	-2.910514	-0.135069	-2.394565	0.884174	-1.593121	-1.269728	0.157978	0.533656	0.076053	-0.156446	-0.223721	0.150176	-0.285168	0.864800	0.830228	-1.322537	-2.457279	-0.798439	-0.701280	1.601312
1.953534	-1.236388	-0.504250	-2.853987	3.447565	2.814413	-2.322963	-2.414012	1.188308	0.927485	-1.550101	0.761123	1.612407	-0.701287	0.412872	0.124794	-0.876969	0.988036	0.863766	0.359327	-1.062566	0.337680	-0.355956	-0.258736	-1.076068	0.263439	-0.883176	2.061439
-0.652241	-0.819905	-2.086251	0.069111	2.799472	-0.263177	-0.084634	-0.830155	-1.787936	1.725237	-0.501516	1.264771	-1.520685	-2.239912	0.485810	-1.570770	0.229471	-0.598327	0.725134	-0.107876	-0.895356	1.600638	-0.398986	-0.614724	0.151188	0.928803	0.414631	1.564231
0.560825	-0.885731	-1.535732	1.331944	1.923234	-1.402887	-0.296539	-2.125027	0.161554	0.871389	0.813988	-1.164282	-1.818898	-0.919206	1.027490	-3.054936	-1.183829	-0.401135	0.267981	-0.625833	-2.135139	-0.118826	0.294236	1.557899	-0.761413	-0.021049	2.706037	-0.583812
1.079232	0.488832	3.004705	-2.032090	1.823052	-5.418817	-0.715976	-0.453231	-1.282522	0.421240	-0.152290	0.131961	-0.439634	-0.122670	0.473511	-1.002107	0.341431	0.642510	-0.410295	-0.090747	-0.485416	1.423688	0.248310	0.224234	-0.849970	0.469481	-0.001857	0.623410
