X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28
-4.864126	-3.161878	-4.367768	-3.619147	-0.945946	-2.579623	-2.999510	-7.662974	-1.697709	-7.795410	-8.914822	-6.411375	-5.919570	-7.887590	-9.761276	-0.848052	-7.719741	-3.937888	-8.070638	-7.928783	-0.590528	-3.284957	-2.212348	-2.329320	-2.570534	-7.184706	-6.370093	-4.771783
-2.754640	-2.825289	-1.886397	-4.554537	-0.760993	-1.044129	-0.682071	-6.768472	-2.565332	-4.034300	-6.458909	-8.820477	-3.378011	-5.078825	-2.249593	1.443495	-5.227477	-1.834705	-5.926438	-8.436609	-0.711467	-3.516266	-3.425901	-3.078565	-1.847188	-7.067747	-7.951284	-3.790006
-2.215897	-0.967233	-1.264548	-2.291689	-2.780660	0.003722	1.048268	-3.558237	1.364426	-1.326609	-4.798897	-4.418179	0.353515	-0.754471	0.663862	-1.533504	-4.046600	-1.391741	-1.643302	-5.981210	0.583361	-2.777485	-0.437991	-2.153533	-1.781620	-5.208761	-1.551934	-3.248783
-2.509596	1.017190	0.044680	1.971800	-3.185846	1.724829	3.743408	1.175431	2.163064	1.397463	0.147916	1.820217	0.603310	0.553470	-0.531611	0.586649	-0.614111	2.958304	-0.030630	-1.573987	0.261858	-0.409912	1.941584	0.944078	-3.071729	2.658853	2.409657	2.107887
1.231962	5.298283	2.356187	1.681229	-1.762452	2.495292	5.454850	1.448932	0.863682	2.716316	3.202527	2.153210	1.775673	2.884900	0.926287	-0.767544	1.821992	5.565132	0.175878	1.170658	-0.704876	1.217553	1.336724	2.453869	-2.769013	3.766392	2.308089	4.772904
2.522176	6.545347	3.630174	0.623501	-1.496276	1.268311	3.874893	-0.031936	1.634882	4.719350	0.784437	0.714500	3.746304	3.548619	1.649557	0.056515	1.793809	4.161145	2.472422	2.530124	-1.499738	0.850613	1.375232	1.408744	-0.942373	1.541158	5.135760	4.685670
3.934547	5.077884	1.922142	-0.255885	-0.948617	-0.752313	3.264337	2.129227	1.141263	6.053366	1.082746	2.411485	0.813704	2.439129	-0.661903	-1.055174	3.099940	3.117243	3.086101	1.295408	-0.508929	3.267368	2.285207	4.674504	-1.772707	4.800350	3.113271	4.034984
1.391174	3.201295	3.849091	0.812473	-0.162376	-1.002481	0.642081	2.087920	0.788526	4.788465	1.686953	1.265565	-0.286228	-0.543771	1.546908	-0.037111	2.071787	3.264129	1.719217	1.870810	-0.962945	2.087819	-1.777848	4.159052	3.235686	2.148667	1.629721	1.526349
0.958456	5.003083	4.164823	0.073576	-0.704550	0.609207	-3.247372	0.012343	-1.645928	2.330247	0.783958	0.527039	-3.497591	2.235720	1.024389	-2.108897	0.869751	1.228903	0.603569	-0.527471	-0.915587	0.872468	0.442766	3.574588	3.448606	0.601409	-1.677189	0.531264
-0.762506	4.400748	3.054237	1.215324	0.079559	-1.719548	-2.542625	1.780395	-0.915400	1.496213	1.250260	1.962706	0.689914	0.470304	-0.032860	-1.165831	2.530531	-2.358132	3.412956	0.420361	-1.872854	1.517314	-0.085647	1.344917	4.366655	1.851076	-1.355661	0.191031
