X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28
-3.130024	-3.045523	-3.387231	-7.130025	-2.220375	-1.629130	-2.313736	-7.728987	-1.544555	-3.204916	-8.188844	-9.816780	-5.915051	-7.966233	-9.513981	1.746966	-7.509962	-2.697654	-9.756155	-11.915370	-3.233593	-4.511878	-5.081829	-2.384321	-3.755529	-9.155708	-7.790603	-2.540250
-2.146113	-1.542268	-2.034891	-2.554130	-2.911289	-1.455187	0.569361	-5.946099	-1.964582	-3.719762	-7.602171	-5.119990	-3.293411	-5.239744	-6.936266	-0.572549	-7.425179	-3.569346	-7.906604	-7.034989	-1.457334	-3.242902	-2.667676	-2.283147	-2.851895	-6.867285	-7.816640	-1.652127
-4.065358	-1.827180	-2.245754	-3.451544	-1.022619	-1.497624	-0.054780	-3.620515	-1.911530	-3.483010	-4.087692	-1.256327	-3.964739	-5.282653	-2.822850	0.421923	-4.081321	-2.007244	-3.530832	-2.697011	-1.198262	-4.198284	0.326603	-2.835272	-1.039970	-3.540137	-4.212585	-1.907209
-3.742459	-3.794860	-1.058420	-5.309968	-0.833664	-1.516341	-0.345962	-0.800036	-3.613701	-3.384063	-0.918710	1.098708	-1.575939	-1.118161	-0.758836	-1.505120	-2.622188	-3.738551	-0.931340	-1.819539	-4.002278	-4.682926	-0.781695	-1.507597	-3.681859	-1.524365	-2.927640	-5.109797
-4.431719	-3.348207	-3.632489	-4.370601	2.072175	0.060861	-3.282885	-1.271464	-3.247197	-5.397319	-0.137525	-1.986186	-2.259012	-1.917969	-0.806525	0.783723	-1.603484	-2.903166	-0.211730	-1.190074	-1.895985	-5.670331	-0.053872	-2.118721	-4.152264	-1.940271	1.692394	-4.624694
-3.833339	-1.341621	-1.409460	-1.633946	-1.352703	-0.640419	-0.467052	-0.210498	-1.187019	-2.800281	0.708260	0.165889	-2.764460	-2.331180	1.610182	-1.780350	-4.404608	-3.861790	-0.611005	-0.274818	-2.467786	-5.161400	-1.125730	-1.529947	-4.904187	0.298445	0.273514	-2.603301
-2.571721	-1.490402	-0.601934	1.254797	-0.751798	-1.863381	-2.391863	-1.140141	0.400332	-1.755848	-1.211857	2.218231	-4.477886	-1.127895	-0.751417	-0.766339	0.158535	-3.334525	1.477334	1.129027	-1.609983	-3.380137	-1.148971	1.908027	-3.265232	-1.915221	-1.450782	-3.554819
-0.203967	-0.644551	2.556389	4.207627	0.546390	-0.176727	0.396281	-0.089794	2.374554	1.247478	-0.847378	-0.534661	0.235008	0.898684	1.941675	-0.418045	2.663646	-3.903371	0.481986	-0.885839	-2.224779	2.288557	-0.925997	3.493798	-4.080602	1.181931	-1.414594	-2.430351
-1.072778	1.678332	1.876009	3.088643	0.818160	3.029843	0.054376	-0.617958	3.417645	1.255898	1.978296	1.882413	1.031221	3.341155	-0.629742	-0.030966	3.149422	-0.423430	1.434847	0.657280	-0.778575	3.724779	2.089588	3.022966	-3.009899	1.489898	1.935074	-1.019997
1.442944	2.882849	-0.478674	2.449144	0.154011	3.024929	-1.863477	1.874467	1.650205	2.430309	2.508061	2.159149	0.792250	2.251016	1.342329	-0.184305	2.411761	-0.448801	2.283517	2.339284	-1.320176	3.066126	1.314784	4.973231	-3.213326	2.014180	0.497523	-1.634060
