51	55	17	53	40	15	23	34	60	50
18	58	56	33	47	17	29	50	44	53
43	12	51	54	42	45	60	27	38	18
46	12	24	13	15	48	41	58	50	59
32	29	47	48	19	33	30	38	40	41
24	44	42	18	16	33	53	25	35	20
48	23	35	43	51	54	58	16	17	21
53	23	50	22	60	26	19	21	36	30
28	51	39	36	53	23	44	43	26	34
14	13	36	47	53	16	58	31	11	24
19	49	25	35	18	38	22	39	53	41
33	15	21	53	18	48	34	57	14	29
16	58	11	47	48	50	14	28	21	43
32	55	19	23	17	56	49	35	34	16
53	41	27	35	29	14	21	16	18	20
31	13	54	55	33	56	25	49	26	15
50	30	22	29	15	16	52	54	35	13
22	28	50	11	12	18	39	42	38	29
38	25	46	19	42	57	27	37	43	14
57	49	34	31	60	24	33	32	45	43
43	29	49	36	27	53	58	34	37	35
21	25	33	60	49	19	20	18	54	28
26	56	31	19	52	55	30	15	21	27
40	23	39	44	21	16	24	54	28	31
15	23	49	12	53	43	32	35	20	29
59	37	36	21	33	39	40	28	26	51
12	54	59	48	15	22	25	40	16	53
16	43	34	47	59	51	50	25	40	19
12	47	35	33	52	38	55	59	44	34
20	22	53	12	33	18	54	41	32	30
13	44	60	14	34	15	46	54	41	17
43	36	57	41	47	31	30	46	14	16
19	30	50	48	13	28	34	55	38	36
25	32	11	57	18	15	27	19	31	24
58	56	13	45	23	30	35	51	28	53
26	45	42	36	43	40	18	16	52	54
12	38	53	42	19	27	31	58	17	46
43	29	20	31	33	16	36	58	27	34
23	25	40	60	48	55	43	59	35	15
56	54	50	23	38	12	29	24	17	18
32	15	39	33	43	42	58	12	13	24
37	43	30	49	44	54	34	24	15	36
49	31	15	23	18	57	30	33	54	46
36	57	41	56	22	58	23	39	40	13
23	21	43	50	26	46	40	11	36	56
56	11	33	30	32	45	25	44	57	12
19	46	33	18	26	38	60	42	21	48
24	48	20	60	15	36	41	34	28	37
43	44	41	55	20	42	21	16	36	29
33	43	47	27	41	29	48	46	21	36
40	37	52	23	25	16	58	38	31	59
38	42	37	44	35	55	20	15	53	13
31	32	28	46	39	45	52	54	19	16
45	15	36	35	50	32	28	39	42	55
28	18	39	23	13	44	21	30	58	25
47	30	43	44	31	11	25	29	22	19
52	32	53	29	46	28	56	43	26	19
50	57	26	42	31	48	44	18	47	51
36	54	39	18	20	29	43	46	44	24
37	15	16	17	42	33	19	32	57	13
