"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0093,0.0145,0.0122,0.0127,0,0.0024,0,0,0,0.0028,0,0.0109,0.0095,0.0147,0.0084,0.0025,0.0067,0,0,0.0023
"X2",0,0.0149,0.0111,0,0,0.0031,0.0076,0,0,0,0,0,0.011,0,0,0.003,0.0072,0,0,0.0029
"X3",0,0.0038,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X4",0.0219,0.0366,0.0173,0.0283,0.0135,0.0074,0.0103,0.0351,0.0372,0.0078,0.0597,0,0.012,0,0,0,0.0074,0,0.0081,0
"X5",0.0053,0.0087,0,0.0066,0.0041,0.0016,0.003,0.0068,0.0078,0.0015,0.0099,0,0.0033,0.0064,0,0.001,0.0025,0.0033,0.0038,0.001
"X6",0,0,0,0,0,0.0137,0,0,0,0.0133,0,0,0,0,0,0,0,0,0,0.0137
"X7",0,0.0152,0.0134,0,0,0.006,0.0148,0,0,0,0,0,0,0,0,0.0055,0,0,0,0.0055
"X8",0,0,0.0163,0,0,0.0064,0,0.0207,0.0203,0.0068,0,0,0.0107,0,0,0.0063,0,0,0,0.0061
"X9",0,0,0,0.0144,0.0093,0.0048,0.0094,0,0.0077,0,0.0179,0,0.0114,0.0154,0,0.0036,0.0072,0.0066,0,0.0035
"X10",0,0,0,0,0,0.0136,0,0,0,0.0136,0,0,0,0,0,0,0,0,0,0
