"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0095,0.0145,0.0123,0.0129,0,0.0024,0,0,0,0.0028,0,0.0112,0.0097,0.015,0.0084,0.0024,0.0068,0,0,0.0022
"X2",0,0.0148,0.011,0,0,0.003,0.0075,0,0,0,0,0,0.011,0,0,0.0029,0.007,0,0,0.0028
"X3",0,0.0037,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X4",0.0228,0.0375,0.0177,0.0293,0.014,0.0076,0.0105,0.0361,0.0373,0.0078,0.0617,0,0.0125,0,0,0,0.0077,0,0.0083,0
"X5",0.0053,0.0086,0,0.0065,0.0042,0.0015,0.003,0.0067,0.0074,0.0015,0.0097,0,0.0033,0.0063,0,0.001,0.0024,0.0032,0.0037,0.001
"X6",0,0,0,0,0,0.0136,0,0,0,0.0133,0,0,0,0,0,0,0,0,0,0.0135
"X7",0,0.0155,0.0135,0,0,0.0059,0.0151,0,0,0,0,0,0,0,0,0.0055,0,0,0,0.0055
"X8",0,0,0.0163,0,0,0.0061,0,0.0203,0.0196,0.0066,0,0,0.0106,0,0,0.006,0,0,0,0.0059
"X9",0,0,0,0.0148,0.0096,0.0048,0.0097,0,0.0077,0,0.0185,0,0.0117,0.0156,0,0.0036,0.0072,0.0068,0,0.0035
"X10",0,0,0,0,0,0.0138,0,0,0,0.0138,0,0,0,0,0,0,0,0,0,0
