"file","lhs","op","rhs","beta","se","z","pval","level"
"data1","V1","~","V1lag",0.277585970308895,0.00552962412181177,50.1997901112209,0,"group"
"data1","V2","~","V2lag",-0.0593367903675096,0.0196561315969615,-3.01874201822509,0.0025382657432258,"group"
"data1","V3","~","V3lag",0.385177783371363,0.0134359354093587,28.6677310984294,0,"group"
"data1","V4","~","V4lag",0.345980648498601,0.0125988053802931,27.4613852706845,0,"group"
"data1","V5","~","V5lag",0.584449633912458,0.0198840650995824,29.3928646373588,0,"group"
"data1","V6","~","V6lag",0.762586776744757,0.00820949509836203,92.8908255145811,0,"group"
"data1","V7","~","V7lag",0.980152000404149,0.00143182108842604,684.549213813858,0,"group"
"data1","V8","~","V8lag",0.520510984210313,0.00454907087519345,114.421383726667,0,"group"
"data1","V9","~","V9lag",0.524383550445848,0.010254381481796,51.1375114507644,0,"group"
"data1","V6","~","V7",0.843039561625107,0.0231279306174161,36.4511453951817,0,"group"
"data1","V7","~","V8lag",-0.0850997240897873,0.00145560935558612,-58.4632983864829,0,"group"
"data1","V8","~","V4lag",-0.443724055047642,0.00504744631329008,-87.9106041958888,0,"group"
"data1","V1","~","V2lag",-0.643173239345013,0.00635808248488246,-101.158366673329,0,"group"
"data1","V1","~","V3lag",0.247717072567522,0.00566767065776954,43.7070337225644,0,"group"
"data1","V8","~","V5lag",-0.0629987728233307,0.00451774485823181,-13.9447389793473,0,"group"
"data1","V7","~","V4lag",0.0138621161293204,0.000856887180946053,16.1772943248093,0,"group"
"data1","V6","~","V8lag",-0.0221371798963121,0.0022071347338349,-10.0298271586931,0,"group"
"data1","V4","~","V5lag",0.626508200760505,0.0100472343437521,62.3562842594691,0,"group"
"data1","V4","~","V2lag",-0.219241323279351,0.0180985584975984,-12.1137450426476,0,"group"
"data1","V3","~","V5lag",0.493576308568521,0.011075469667145,44.5648196782751,0,"group"
"data1","V2","~","V3lag",-0.571875360741336,0.0136429154883227,-41.9173864435955,0,"group"
"data1","V2","~","V4lag",0.56342058702973,0.0114980435441387,49.0014309710057,0,"group"
"data1","V5","~","V3lag",-0.2898527252519,0.01748417144763,-16.5780074920959,0,"group"
"data1","V5","~","V4",0.51959357691366,0.022671039912863,22.9188241435213,0,"group"
"data1","V8","~","V3",-0.084987269664192,0.00330090575085093,-25.7466513978121,0,"group"
"data1","V2","~","V1",-0.649820905817894,0.0267041913832103,-24.3340416675734,0,"group"
"data1","V3","~","V2",-0.335809138611736,0.0139377817983862,-24.0934420892295,0,"group"
"data1","V6","~","V9lag",-0.007810484486608,0.000497567043241389,-15.6973509252678,0,"group"
"data1","V1","~","V5",-0.170869560738044,0.00695102395589209,-24.5819266085546,0,"group"
"data1","V1","~","V5lag",0.145514883698971,0.00739721993426827,19.6715637755829,0,"group"
"data1","V8","~","V3lag",0.0275031838464193,0.00420746193851048,6.53676355208003,6.28643803679552e-11,"group"
"data1","V8","~","V4",-0.0916103453659415,0.00476361547674952,-19.2312636931083,0,"group"
"data1","V2","~","V1lag",0.182352483206392,0.0131061004280336,13.9135575992036,0,"group"
"data1","V4","~","V3",0.167825289024732,0.0094190328668873,17.8176773981459,0,"group"
"data1","V5","~","V8",0.551227755023217,0.036096652591574,15.2708829059648,0,"group"
"data1","V8","~","V2",-0.0333222433636352,0.00384867554519645,-8.65810665833467,0,"group"
"data1","V3","~","V1",-0.131933423825039,0.013660664922293,-9.6579064471258,0,"group"
"data1","V4","~","V3lag",-0.141137151798724,0.0141869417684012,-9.94838451463029,0,"group"
"data1","V6","~","V4lag",-0.0156684368720461,0.000731677078063364,-21.4144153777757,0,"group"
"data1","V4","~","V1",0.23057399907842,0.0265980612191756,8.66882729453191,0,"group"
"data1","V5","~","V8lag",-0.277817232287611,0.0262438018754762,-10.5860131701124,0,"group"
"data1","V6","~","V7lag",-0.607816638592246,0.0241915207345002,-25.125193461915,0,"group"
"data1","V8","~","V2lag",-0.0203286910684391,0.00338135103273657,-6.01200256099611,1.83245418838851e-09,"group"
"data1","V5","~","V2lag",-0.0924617862024538,0.0148215222154328,-6.23834616030051,4.42221148588828e-10,"group"
"data1","V5","~","V2",0.116125113744562,0.0170305971084954,6.81861669351772,9.19220255468645e-12,"group"
"data1","V6","~","V9",-0.0022577965042182,0.000478392611205041,-4.71954719060344,2.36370208472891e-06,"group"
