X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91
-2.214932	-2.523234	-0.284674	-0.154318	-5.774656	-1.608290	-0.166542	-2.549169	-3.970521	-5.889179	-5.309790	-6.333241	0.198320	-2.301610	-0.383493	-1.082449	-5.210495	-4.695141	-1.725234	-0.350845	-0.938857	-1.324321	-4.552449	-0.956601	0.587413	-2.119066	-0.071733	-1.228959	-1.951292	-1.763026	-6.608915	-0.474418	-1.671612	-0.775595	-2.288522	0.161423	-0.956791	-5.100202	-2.945914	-7.185562	-0.737427	0.872211	-5.613462	0.116058	-5.102430	-7.329875	-0.628533	-5.131016	-7.234618	-0.952755	-4.944542	-1.253272	-2.144688	-4.741567	-0.106491	-0.414758	-3.312439	-2.069924	0.650356	-5.307587	-5.140139	-5.295887	-4.740951	-5.531832	-2.839805	-5.775311	-1.185151	-0.309434	-1.459701	-1.926034	-2.344410	1.477000	-0.313245	-5.410794	-2.294555	-2.051055	0.468316	-4.637734	-1.320202	-2.419044	-1.163333	-6.765198	-0.861990	-2.347629	-1.466782	-0.158475	-1.826410	-1.634581	-2.144791	-1.295933	-3.455452
-3.841840	-2.526093	-0.163878	0.052206	-3.947689	-2.593338	0.568642	-0.976497	-6.388270	-6.115088	-2.955345	-6.176403	-0.875002	2.039478	-1.727558	-2.332699	-5.797416	-4.765406	-1.643810	0.656245	-1.176800	2.084533	-4.556600	-1.365909	-0.656792	-0.939699	-0.451134	-1.095356	-2.179072	-1.259463	-7.303290	-0.225753	-2.074546	0.453066	-1.838334	-1.521831	-2.440060	-5.505921	-0.485981	-5.058731	-1.001030	-2.052360	-4.802976	0.078596	-5.397860	-4.170501	0.650413	-3.900074	-7.637752	-1.141466	-3.283890	-1.243544	-4.060768	-3.999400	1.302059	-1.668672	-3.040601	-1.203749	0.365624	-4.898922	-5.392510	-5.386843	-5.706372	-5.726238	-2.098741	-5.689404	0.917533	-2.448500	-1.165745	-2.656099	-1.358792	0.294080	-0.684709	-5.413348	-2.086491	-0.779548	-2.602402	-4.754311	0.331011	-1.532924	2.165036	-4.219310	-1.713580	-0.178595	-1.657188	-2.072740	-1.019201	-1.006546	-0.608796	0.866988	-1.989904
-3.257168	-3.010410	-0.694001	-0.051143	-4.483618	0.230050	0.426591	-2.216593	-4.742115	-0.469993	-4.091641	-1.895108	-1.423633	4.580189	-1.087981	-1.525286	-4.593145	-3.826198	-0.837927	-0.456858	-0.171974	2.502435	-1.494739	-0.879345	0.161990	-1.169188	0.972112	-0.421511	-1.503334	-1.482848	-4.603420	-1.677108	-0.918114	-0.931902	-0.117798	-1.698570	-2.241546	-5.101738	-1.551552	-5.767485	-0.317564	-0.550599	-2.846868	-2.355862	-3.897515	-4.488220	-1.293741	-2.729519	-4.825019	-2.104064	-4.449969	-1.211063	-0.530929	-3.893259	-3.299348	-0.195726	-1.822845	-0.018804	-0.526448	-2.483584	-3.373748	-1.424417	-2.423119	-4.642850	-1.311930	-2.056847	-2.198646	0.556375	-2.602493	-1.609143	-0.905184	-0.533606	-0.778297	-4.865991	-0.507471	-0.754753	-0.705391	-3.893691	-0.095244	-2.022658	2.281387	-5.657575	-1.672504	-1.731271	-1.679740	-1.226270	-3.080340	-1.872842	-1.920906	-0.273844	-0.706039
-1.394714	-1.667286	-3.191346	-2.646867	-0.877846	-2.802727	-1.249495	-1.144257	-2.765460	-0.376396	-4.806782	-2.649658	-2.888672	4.935225	-4.111264	-4.560411	-1.956183	-3.954519	-1.413687	-1.359854	-1.786179	3.774985	-0.843467	-0.429709	-0.142642	-0.958933	-0.513095	-1.961822	-1.732180	0.212421	-2.745307	0.112915	0.342782	0.429799	-2.133815	-1.611696	1.137648	-1.475956	-0.580727	-2.552924	-0.716928	0.482794	-3.824441	-1.170118	-2.424296	-3.158232	-0.622792	-5.489451	-2.690021	-0.262554	-1.984280	-2.246030	-1.884974	-2.405546	-0.720111	-0.774820	-2.547775	-0.056190	-1.130559	-2.558973	-2.896956	-1.361309	-0.583093	-1.699269	-0.164871	-2.819641	-0.962291	-1.428109	-1.557647	0.576433	-0.514188	1.178141	-0.663108	-2.228324	-0.646696	-0.967971	1.730947	-2.558376	-0.347669	-1.159944	3.293019	-4.265895	-1.132063	0.458244	-0.159339	-0.825369	-1.536427	-0.738569	-2.102020	-1.161129	2.257244
0.820221	-2.122922	-1.069912	-1.385468	-2.119077	-1.382370	-2.055916	0.457110	-2.258505	-0.429298	-4.082868	-1.312353	-1.793922	3.572984	-3.086610	-2.813874	-2.545532	-0.358670	-0.296192	-3.430542	-1.172313	3.080287	-0.531985	2.047600	-1.314989	-1.128135	0.413644	-0.128691	-1.025710	-1.176154	-3.470952	-0.319484	0.584142	-1.535130	-1.099987	-1.528010	0.159824	-2.284076	1.985396	-1.795752	-0.939323	-0.703180	-0.029095	-1.295771	-3.008804	-3.923041	-0.783842	-4.159173	-0.568859	0.138864	-3.944726	-0.913846	-2.927006	-2.554360	-3.022532	-1.071757	-1.910894	-1.645207	-0.191811	-4.341691	-1.122634	-2.010420	-1.287293	-2.643697	-3.537166	0.836213	-1.785703	0.696947	-0.489808	0.200828	-1.244404	0.116123	-0.758240	-1.887049	0.989633	-0.186804	3.751412	-2.153167	-1.503365	-0.542384	3.967431	-2.540871	-1.325457	-0.540551	-0.279184	-2.731738	-0.640562	-1.413426	-0.710437	-0.552767	2.741146
-0.190064	-3.477920	-2.467701	-1.916647	-0.989012	-0.215980	0.167826	0.811209	0.070649	-1.857501	-2.160201	-4.111496	-0.062183	0.170868	-1.082021	-0.748775	-2.856792	-2.793054	-0.993545	-0.283325	1.079422	4.505943	-2.305096	0.854783	0.680849	-0.421793	0.507830	0.007885	-0.931528	0.265830	-2.921359	-1.336408	-1.927633	-0.617389	-3.465812	-1.594911	-2.330119	-2.578599	2.989518	-0.502768	-1.041350	0.873579	-2.010433	-1.364422	-3.379141	-1.885048	-1.799088	-3.289486	0.958267	-2.875513	-0.340208	0.509686	-0.918029	-2.622203	-0.936309	-0.798238	-1.884903	-1.452455	-1.849302	-3.513540	-2.786285	-0.609451	-1.204423	-2.528836	-2.739916	-0.052687	-2.478383	-1.452757	-0.727475	-1.483460	-2.771030	-0.026962	0.081807	-1.219467	1.175616	-2.302453	0.435204	-2.366567	-0.625331	-0.924977	2.416424	-3.253008	0.154515	-1.774754	1.180123	-1.446680	0.643554	-1.731415	-0.495859	-0.772361	1.247169
1.614032	-1.942181	-2.247014	-2.194005	-0.368555	-1.696058	-0.799268	-2.171259	-0.488399	-1.483507	-0.287485	-2.477288	-1.231058	-3.029222	-1.893899	1.604984	-1.684666	-2.233073	-1.567446	-0.791502	-2.120672	3.664955	-1.010799	-0.694058	-0.316530	0.919594	0.134261	2.826505	-0.029035	1.165374	-1.042128	-0.060857	-1.091245	0.278720	-0.897893	-0.250100	-1.530581	-0.736626	5.331041	-2.035477	-0.915311	1.983272	-3.483455	-0.832571	-1.891906	-3.721855	0.145270	-2.363593	1.100554	-1.447787	-1.910829	-1.488434	-1.420747	-0.602376	-2.166044	-1.511564	-2.869406	-0.048635	1.349066	1.025980	-3.086911	-0.135502	0.125918	-1.413789	-1.374121	-0.948241	-1.740735	0.036680	0.809650	-0.758031	-0.883268	-1.968013	0.812735	-1.166577	2.448253	-2.711818	-1.114979	-3.484476	-0.941569	-0.359922	-0.599303	-1.607006	-0.663747	-0.445665	-1.222518	-2.156397	-2.400078	1.905165	2.573817	-0.375910	-0.221087
-0.890592	-1.662506	1.342048	-2.353545	-1.113410	-2.325206	-1.156499	0.572004	-1.762651	-1.819916	-3.184920	1.380971	-2.603246	-0.584587	-2.605046	2.793003	1.063646	1.284273	-1.116898	-1.396373	-0.553296	4.713927	-1.305897	0.116576	-1.302927	2.057525	-0.028663	4.126869	-0.058933	0.789080	-0.030962	-0.846634	-1.226493	-0.015901	-0.960828	-2.701078	-4.131763	-2.304759	5.217665	-0.000578	1.286895	-0.088200	-0.836962	-1.859919	1.026398	-1.179966	0.439232	-0.943195	2.202801	-2.386362	-0.396990	-1.009808	-2.854862	2.426121	-1.430137	-0.963335	-3.022005	1.707654	1.533594	2.333166	-0.742512	0.065226	-0.199671	0.441442	-3.229182	-1.081851	-0.531858	-2.086944	4.072567	-0.172588	0.495483	-0.559230	-0.044257	-0.928382	0.055944	-0.829702	-0.122536	-0.800097	0.570021	3.245979	-2.481251	-1.504668	-0.640545	-1.847084	0.231392	-0.616792	-1.262759	-0.456387	3.515690	-0.228714	-0.233920
0.318365	0.094403	2.833885	-2.811067	-0.897577	-0.641823	-1.084068	1.077001	-0.752408	-2.152932	0.005991	0.127977	-0.903150	-1.286725	-2.665064	3.657282	-1.757257	-1.291720	-1.430104	-0.739938	0.136951	0.686559	-0.424091	-1.788014	0.836857	3.543701	-0.549242	5.428177	-1.160823	4.966152	-0.196263	-1.267540	-1.212479	0.021446	0.044680	-2.066846	-0.702165	-2.011799	4.983592	0.992927	-0.265534	-2.048637	0.698943	-0.047365	1.789171	1.041618	1.492299	0.965105	-0.103293	-1.087838	-1.471793	-1.153238	-1.801078	3.672987	-0.013787	-1.252654	-0.665603	1.854211	3.153182	1.355018	1.745209	-0.485569	1.216509	1.347157	1.240001	1.563282	-1.485556	-0.232228	2.383774	-2.515232	-1.408277	1.343987	-3.453465	0.428219	-0.507713	1.386695	-3.323169	-1.401731	-3.359063	3.996227	-5.623621	-0.393496	-0.825377	-0.858210	-1.778847	-1.703468	2.012411	-0.640172	5.510062	-0.492475	-1.053128
-0.978297	0.681444	4.675695	-2.336174	-0.564161	0.021089	0.069724	0.476930	-0.771271	1.141744	0.252347	-1.010369	-0.219371	-2.054936	-1.918255	1.124920	1.678923	-0.444753	-1.048365	-1.742999	-0.385430	1.924755	-0.345882	-0.163526	-0.536278	3.941422	-1.669276	4.783731	-1.534208	5.414391	1.634067	-1.491375	-0.431301	-1.228739	-2.041469	-1.449604	-0.640387	1.560151	4.232424	-0.578566	-0.815998	0.239463	1.509860	-0.634011	2.609012	0.356395	2.688971	-0.740695	0.743372	-2.080518	-1.359841	-0.674724	-1.637900	1.526621	-0.478395	-2.953222	-2.992203	3.736835	-0.115670	0.626335	0.770751	0.609414	3.028656	1.367751	1.537925	0.622756	-0.119129	1.670827	2.892572	1.021637	1.747352	1.542538	-0.102191	0.476124	-2.428517	1.224072	-1.761877	2.361819	-1.383221	4.756321	-3.434012	1.320507	-0.728044	-1.207944	0.133665	0.546274	5.398332	0.713211	7.445631	-1.369393	-2.267211
