X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91
-4.479167	-5.059123	-0.629656	-1.654916	-7.038619	0.103140	-2.284602	-1.366364	-5.801201	-4.417921	-5.848993	-7.115380	-1.850436	-2.656497	-1.709724	0.920802	-6.242375	-4.766235	-2.071579	-0.896814	-1.904912	-2.270868	-6.042854	-4.296171	-1.029339	-2.640131	0.218493	0.492570	-1.046706	-1.101109	-7.655357	0.892180	-2.797208	1.108544	-4.045501	-0.470243	-0.667904	-5.841424	-0.541707	-7.756544	-0.542221	-2.142712	-6.601603	-1.191168	-5.593993	-6.962553	-2.867173	-5.168482	-5.841746	-0.578439	-5.915275	0.773416	2.192825	-2.390045	-0.734514	-2.134241	-2.226667	-1.286270	-0.138940	-6.253134	-5.442987	-6.425275	-1.792754	-9.402964	-2.751781	-7.405021	0.549013	-0.295841	-0.746229	-1.787194	-0.946323	-0.538377	-2.014517	-6.621922	0.030023	-2.676466	-2.088282	-2.804225	-1.506248	-0.740095	-0.911794	-5.329284	-0.287785	1.477997	-0.434053	-0.661911	0.172251	-1.407069	-0.283997	-1.297568	-0.850120
-5.214092	-5.502258	-0.782369	1.099967	-6.201444	-1.164444	-0.268676	-0.461958	-6.477442	-5.555468	-4.305656	-6.042222	-2.425462	0.553322	-1.440566	-0.564989	-6.821440	-3.997099	-0.340754	-1.665004	-3.031413	1.040426	-2.858668	-1.104204	-1.588171	-1.432019	-0.755394	-1.533882	-0.763062	-2.271597	-7.394077	-2.099337	-3.359420	1.296393	-2.777137	-1.256012	-1.213457	-5.006879	0.297428	-6.686631	0.577776	-1.653358	-4.242962	-1.464856	-5.914005	-5.333529	-1.410185	-4.333666	-5.464819	-1.605097	-6.025572	0.049310	-0.795379	-4.612730	-0.852500	-1.683946	-1.755552	-2.931581	-0.788903	-3.718754	-3.151227	-5.901879	-4.663603	-5.945259	-2.199018	-5.247434	-1.122918	-2.593111	-0.313049	-0.710358	0.633071	-0.591371	0.449281	-6.253170	-0.621330	-3.420342	-1.007541	-2.242329	1.664492	-1.460693	-2.808274	-3.746983	-0.935926	-0.890344	-0.614113	-2.235326	0.149028	-1.787368	-2.757202	-1.153569	-0.438000
-3.028683	-4.755652	-2.896416	-1.812250	-5.686271	-2.014981	-0.900935	-2.885085	-4.191522	-3.130213	-4.381185	-2.791247	-2.740624	-2.470829	-0.501844	-0.043171	-4.377948	-3.762464	1.462035	0.279685	-1.175377	0.052370	-2.803721	-1.054314	-0.351759	0.911970	0.140758	-1.099124	0.537074	-1.938389	-3.281054	-0.634111	-1.305940	-2.182170	-1.133781	-1.099532	-0.124319	-4.135717	-0.220571	-2.888410	-0.910072	-1.825919	-2.502918	-3.158161	-3.514215	-3.746426	0.374047	-1.816181	-4.842729	-1.727704	-4.089305	0.593392	-0.761750	-4.342879	-0.234159	-3.103830	-2.082962	0.009332	-2.119957	-2.940896	-2.487438	-2.272739	-4.610706	-3.720623	-1.904225	-0.636823	-0.299164	-0.757618	-2.550003	-1.014203	0.429090	1.255494	-2.479719	-4.098915	-0.047340	-1.408628	-0.997783	-0.278961	-1.775024	-0.687154	1.085817	-4.164975	-0.765907	-0.414160	0.612173	-2.009443	-0.065721	-1.111368	-1.041378	-2.927181	-0.340094
-2.077341	-3.298307	-0.800499	-2.806865	-0.858104	-2.239771	-0.100578	-0.605948	-3.665841	-3.283157	-1.572681	-3.505557	-1.366724	0.072252	0.175540	0.278956	-4.127499	-3.576833	-0.833811	1.965551	-0.119603	3.413965	-0.602215	-0.003503	0.497696	2.949434	2.324849	-0.234054	3.392303	-0.947984	-3.011290	-0.494544	-2.600270	-0.913648	-2.752634	-0.757502	-2.703592	-3.347640	0.511601	-4.663383	-1.666264	-0.435196	-1.985472	-1.109383	-1.298924	-3.103045	2.077721	-2.477328	-1.644275	-3.216960	-3.010977	-1.267136	-1.136589	-2.947293	0.125711	-1.506694	0.696404	-0.862729	-1.444804	-1.700159	-3.428421	-1.760856	-3.021165	-1.361860	-0.079001	-1.550090	0.833172	-0.789565	-0.980291	-0.654029	-0.892768	-0.007682	-0.831418	-3.357159	-3.505408	-1.219824	-2.126609	0.109977	-0.258695	-0.064078	4.715880	-1.126663	-0.593527	0.201950	0.261704	-1.692661	-0.773799	-0.807171	-2.486025	-0.917904	1.210496
-1.923868	-1.960724	-3.748617	-1.638078	-2.132344	-1.587814	-1.169705	0.216556	-2.398000	-1.162601	0.054354	-0.376253	-1.226660	-0.898737	-0.761512	0.427192	-0.775597	-3.271305	0.650307	0.805393	-1.364792	3.743309	-1.214850	1.168929	0.745093	4.059075	2.790982	-1.701673	3.929126	0.431220	-0.226587	-0.336935	-0.294112	-0.762539	0.276602	-0.531920	-1.299077	-0.218450	-1.736458	-3.400652	-0.431701	-2.513091	-1.850126	-3.928623	-0.623833	1.637111	3.321236	-0.606711	0.762839	1.219035	-1.389390	1.223527	0.886307	-1.424873	0.765310	-2.198937	1.402543	-2.703163	-1.061444	0.906955	0.956424	-3.771933	-0.408982	-1.770471	-0.071447	-1.391936	-0.443409	2.031249	-3.266916	-0.644936	-1.077005	-0.629999	-0.041217	0.198999	-1.367232	-0.109530	-0.742819	0.459883	-1.952923	-1.255067	0.805314	-0.120147	-2.481387	-1.181215	0.547182	-1.321084	-2.177505	-1.562680	1.203560	-0.675139	2.532471
-1.149264	-0.589505	-0.313170	-1.573689	1.729306	2.752988	-0.003216	4.069425	-1.378503	0.424652	2.240721	-0.659535	-2.075633	-0.296096	-2.060603	-2.759164	-1.019042	-0.152782	-0.024412	-1.320190	-2.873244	1.997404	-1.680329	1.822981	-1.557867	5.220592	6.523855	-1.013182	3.719144	0.180026	0.112251	2.684815	-1.602868	-0.707546	2.305526	3.540314	-1.581376	-0.192548	-0.795244	-2.421520	-1.186180	1.348495	0.739118	-1.411784	0.825156	0.201640	3.321392	-2.102331	0.546915	-1.627922	-2.141546	0.344081	0.683637	0.784077	-0.816963	0.604142	3.554054	0.901329	-1.679376	0.034645	1.691695	0.048827	-0.432057	-0.025359	0.164939	1.034535	0.117893	1.166121	-2.031978	0.609276	-1.542320	1.107845	0.091185	2.676257	-1.696813	-1.386745	2.358686	-1.081945	-0.952308	0.051778	-0.765080	0.380670	-1.527185	-1.133052	-2.939194	-1.821411	-0.736740	-1.810195	-0.267624	-0.767088	1.316729
-0.248431	-1.275951	-0.845157	-1.516299	-0.717054	3.652636	-1.346109	1.358161	-0.262849	1.351002	1.032818	2.057194	-2.600743	2.649775	-1.167432	-1.322412	-2.288437	-1.779866	-1.251967	-0.463499	-3.753458	1.209248	-1.359854	1.816653	-1.178585	3.756985	1.877871	0.546719	1.385460	1.613234	0.392424	5.230504	-1.258039	-1.364367	2.958536	5.325603	-0.841989	-1.996136	-1.250556	1.195113	1.831299	0.106759	0.435559	-1.768966	-1.376659	0.027940	2.316089	0.961710	0.749550	0.513070	1.068755	0.456526	4.778002	-0.659043	-1.377206	-1.535758	2.264535	-1.040950	-1.777501	1.249110	-1.082209	-1.188376	-1.425093	-1.491326	1.964657	-1.919378	-1.668325	-0.520748	-2.620778	-0.014190	-2.459917	-3.616351	-2.228813	1.022714	-0.155850	-1.198469	0.323407	-0.546007	0.413751	-1.416145	0.478196	0.725289	1.050377	-1.551262	-1.278024	0.483656	-2.156005	-1.650920	3.342425	-1.640653	-1.373231
-2.748669	-2.267666	1.227220	-0.928206	-0.358229	5.918429	3.463416	1.550963	1.656360	-2.010253	4.044944	2.806235	0.717810	-1.438425	-1.478902	-0.024352	-0.138083	1.327044	-1.789359	-3.195034	-1.123535	1.232743	0.570475	2.170144	0.789838	0.370055	3.115030	1.957629	-0.662427	3.212446	-0.080371	4.514932	-0.836229	-0.019503	0.122030	5.008147	-0.444617	-0.670915	-0.680794	0.356943	-0.360965	-0.335100	-1.810405	0.075928	0.208721	-0.618690	0.138026	-0.515690	1.782544	-2.300091	-1.340490	-0.452236	5.556104	0.174164	-1.750220	1.644566	1.548986	-2.491101	-2.490420	0.581649	-1.919288	1.142454	-1.093889	-0.428475	3.348307	-2.376976	0.176739	-0.776160	-1.357119	1.272465	-1.345895	-0.436886	-0.729311	0.540468	-0.337442	-1.573402	1.122042	-0.956305	-0.722048	-1.161638	0.490744	0.442207	-1.358999	0.015656	-0.410906	-0.397885	0.482699	-1.321056	5.663008	-1.654034	-1.264408
-3.164481	-0.784650	2.635362	-0.955612	-0.046619	4.036665	4.939458	2.165731	-0.254077	-0.973715	1.945898	1.072785	1.544027	-0.819096	-1.377011	-0.209984	-0.259982	-1.159755	-0.212888	-0.905298	-2.739675	-1.942712	-0.928145	0.255653	-1.891097	-4.302998	1.262732	2.619348	-3.324114	5.362964	-2.200837	0.739698	-1.098137	-0.314654	0.189908	2.511248	-0.541863	-1.737587	-1.291555	-0.237930	-0.888670	-0.891785	-1.987276	-0.469302	-0.963905	-1.050954	-1.335398	0.789566	0.749996	0.092595	0.641218	-0.378406	4.437143	-2.730803	0.445597	2.208812	-1.789796	-0.524622	-1.711832	-0.930839	-0.751343	-1.868184	-1.345449	-2.193606	3.461191	-2.150263	0.001683	-2.147216	-1.900001	0.791942	-1.191956	-1.314460	-2.031312	-1.435381	2.012211	-2.720243	-0.795808	-3.578442	-0.048205	-2.444602	0.078661	-1.576576	-0.042013	-0.303297	-2.427742	-2.491434	-0.689228	-1.185506	3.948824	-0.124934	-1.569304
-0.604767	1.148795	3.070969	-2.775315	-3.429027	3.416645	4.400220	-0.160835	0.307537	-1.969686	-1.717121	1.389144	3.884108	-0.781338	-2.276561	-1.636709	-0.598536	0.337036	0.481845	-2.857891	-1.015978	-3.027517	-2.766115	-0.795720	-0.797391	-5.902175	-0.136021	2.316776	-2.829200	5.519590	-1.985576	-0.109598	-1.187667	-1.128920	-1.247734	-0.513393	-1.643427	-0.777554	0.585262	-1.577908	-2.089616	-2.160696	-3.061856	-2.430058	-2.478739	-1.239352	-0.452583	1.419176	-1.311496	2.040827	-1.570523	0.036419	2.454019	-1.205747	0.564543	1.621583	-0.827512	-2.855513	-0.518238	-0.474956	-1.744076	-0.587093	-1.391573	-0.524524	0.860008	-1.208540	0.649007	-2.374316	-0.913125	-2.021959	-0.694701	-3.572573	-0.773114	-1.132534	1.925809	-2.311493	-1.856743	-1.068017	-1.886120	-0.922338	1.402348	-1.895862	0.142735	-0.981521	-0.037530	-0.710193	-1.497486	-1.785171	6.274576	-1.719354	-0.873319
