X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91
-2.911877	-3.341596	-1.661913	-2.862872	-5.052226	-1.067088	-1.596401	-2.334991	-4.694343	-6.966509	-3.451635	-5.566206	0.621927	-2.512939	-4.006592	1.318237	-6.764750	-6.035368	0.446350	-0.270327	0.104705	-1.895796	-4.272190	0.249145	-1.357487	-1.980725	-2.670897	-1.255487	-0.727064	-1.161838	-7.966961	-1.639672	-0.913176	-2.002563	-1.572203	-0.414843	-2.548285	-7.756609	-2.330783	-6.426792	-1.869859	-3.494817	-7.113559	-0.008983	-5.705714	-4.629967	0.739074	-4.026358	-5.231235	-0.314149	-4.231841	-0.431854	-0.582324	-2.406219	-1.105926	-0.671211	1.774498	-0.229472	-3.361500	-7.086103	-5.587110	-4.291101	-5.457617	-5.753190	-2.364961	-7.031522	1.248402	-2.113049	-1.055224	-4.747037	-1.840992	-2.231438	-0.043330	-5.220121	-1.501068	-1.505147	-1.010745	-5.839958	-0.550651	-3.047953	1.919681	-7.370432	0.773552	-0.951453	-3.004259	-0.392379	-1.092268	-0.750880	1.179676	-0.493644	0.989355
-4.641623	-3.977025	-3.418613	-1.275450	-4.900106	-2.374920	-0.248626	-4.324214	-3.001392	-5.913491	-4.409553	-6.554537	1.349694	-1.233380	-1.310081	-1.427656	-5.832184	-5.291958	0.237025	-2.111647	-1.270743	-1.153849	-5.330353	0.278454	-0.707693	-1.042501	-2.629485	-1.167969	-0.283169	-1.217107	-5.050766	-1.222910	0.387171	-0.260023	-1.852532	-1.864580	0.798268	-6.173319	-0.679386	-5.448257	-0.486329	-1.135610	-3.940351	0.714233	-6.466149	-5.438428	-0.518503	-3.913563	-7.298294	-2.363428	-6.204616	-0.359225	-1.617181	-3.506155	-2.215800	-2.747644	-1.964504	-1.010050	-0.800826	-6.072258	-6.786528	-6.094138	-3.751157	-5.574722	-0.804735	-5.620957	-1.764212	-1.425621	-0.329978	-3.096095	-1.433199	-2.416450	-3.437649	-6.760577	-0.636335	-2.237683	-2.850632	-4.247933	-0.325400	-1.878805	3.621437	-5.660372	0.957832	-2.444324	-2.330083	-0.603033	-3.242140	1.288997	-2.646890	1.054987	0.688387
-1.354962	-2.604136	-2.192255	-0.827285	-3.797486	0.397321	-1.393412	-1.801615	-3.315563	-1.598478	-4.256831	-4.971487	-1.403500	-2.059602	-2.941861	0.404009	-2.560819	-3.006181	-0.664849	0.112343	-0.331135	1.567789	-4.284740	0.452446	1.234872	-1.807639	-2.091496	-0.846461	-4.421220	-1.163144	-4.005928	0.286120	1.450548	-0.697577	-1.416944	-1.356824	2.183885	-2.334513	-1.618490	-5.287272	-1.135207	-0.643223	-3.819757	-0.532718	-3.245635	-4.970703	-1.154368	-3.113848	-4.077201	-1.519344	-1.760378	-2.647846	0.280264	-2.554310	1.260002	-1.983622	-0.492673	-1.830827	-1.396062	-2.908700	-3.491775	-5.251244	-2.942849	-2.901094	-0.989143	-2.483792	-0.595818	0.772952	0.234602	-3.010238	-1.997864	-0.986041	-3.203330	-3.521043	-0.553112	-2.530269	-0.675778	-2.653331	0.373515	0.308800	2.807953	-3.380957	-1.795356	-0.580320	-1.801884	2.059537	1.119165	-0.202460	-0.119752	-1.519000	-1.164411
-3.162497	-1.915630	2.124561	-3.143877	-3.371066	0.772234	-1.162460	-1.810493	-2.815658	0.283230	-2.909770	-2.737755	0.753246	-0.632307	-0.944734	-0.246670	-2.569055	-2.047937	4.900229	1.969745	-0.138873	0.977417	-1.993549	2.813022	4.258208	0.295261	-3.107828	-1.842564	-3.005116	-1.041648	-0.015447	-1.766682	0.565552	-1.170328	-0.738739	-1.354378	3.206868	-0.673690	-0.807093	-1.354637	-0.403994	1.066244	0.031322	-3.000636	-2.743272	-1.909094	-1.782822	-2.684415	-1.046156	1.880906	-2.181029	-2.226317	-1.364692	0.075416	1.653478	-3.513647	-0.747210	0.535298	-2.132408	-3.317130	-2.656453	-2.729319	-3.495094	-1.107705	-1.298388	-0.013728	-0.046018	2.419171	-0.106583	-1.428365	-1.761487	-3.267608	-2.775773	-2.649919	-0.449399	-0.618203	-0.274784	-1.405754	-0.187806	-1.990438	3.517229	-0.095987	-0.776011	-2.007841	-0.231263	2.613433	3.788350	1.383249	1.698391	-0.418103	-4.209540
-1.632927	-0.223806	2.070435	-0.864126	0.412652	1.310520	-3.119771	-2.145849	0.838025	2.777932	0.242631	-0.343244	-0.602769	3.141709	-1.122203	-0.501291	-1.060695	-1.460228	2.735162	3.965458	-2.262355	-0.133165	-2.334184	2.891883	4.077117	-0.487302	-3.418981	-1.543079	-0.810358	-0.781821	1.329075	-1.831417	0.264684	-1.069877	-1.384417	-2.113842	2.806919	2.088947	-2.628997	1.266946	-1.223390	2.208290	1.622087	-1.191320	-0.614161	0.102096	-0.095864	-0.658365	-0.399261	0.611021	-0.534568	-2.513039	-0.371847	-1.957977	-1.276472	-1.245021	0.116786	0.102725	-1.456566	-1.774049	-1.587762	-1.035964	0.482609	-0.192755	-0.734670	0.223134	-0.590114	0.897936	0.870966	4.957925	0.102427	-1.464952	-1.125276	-1.262406	-2.143395	-0.060186	-0.660148	-2.796503	0.039436	-0.974821	1.773867	0.034935	-2.629034	-0.684489	0.478379	5.251555	3.969814	-0.603176	4.599341	2.127078	1.022100
0.061345	2.904034	4.413968	-1.905332	0.447066	-0.166721	-1.202544	-0.772781	1.007684	2.374029	-0.705731	0.718044	-0.416442	3.252243	-1.446869	1.991646	-0.014238	-0.856152	0.362450	5.019184	-1.989385	1.320544	2.096156	1.117629	2.116899	0.556171	-1.944153	-1.592607	-0.584347	-1.992363	1.581837	0.990514	-0.578557	-2.631126	-0.733978	-2.442221	2.502643	2.415798	-2.249704	1.866677	3.116203	4.375916	-0.281864	0.743329	0.743097	0.882368	0.202405	0.345000	-0.462216	3.420303	0.253504	-3.029814	-1.340903	-0.426590	-1.539049	-2.417445	0.431815	0.161954	-0.842137	-0.240359	-1.146104	-0.788979	-0.916741	0.940956	-1.462892	1.224095	-0.113207	-1.455952	0.114852	3.670632	-1.121021	-0.609772	-0.897037	-0.085503	-0.941700	1.996882	-0.611671	-1.021778	0.555340	-2.951550	-0.271833	-0.193191	0.063575	0.367237	-0.011461	0.413603	3.404461	-0.412635	3.941199	-1.203059	-0.774092
1.453119	0.557091	6.155959	-0.839095	0.281476	-0.161188	-0.965580	-2.094191	0.653719	2.072719	-2.227155	0.054007	0.602726	0.504398	-2.567134	3.158240	-0.181086	0.902389	1.000595	5.151923	-1.204161	3.948243	-1.390931	-0.393739	0.216856	2.099678	-0.424244	-2.984549	-1.148685	-0.485773	-1.740763	-1.822690	-1.541273	-0.442677	0.361776	-0.319816	2.904240	1.115763	0.710488	2.890556	2.223085	2.220219	1.464668	-1.480188	0.466202	-3.509183	-0.233115	0.773980	-0.125223	3.075854	0.959886	-3.242441	1.077241	-0.314622	-0.245454	-2.077623	0.092777	-1.394715	-0.177521	-0.247160	0.054420	1.496336	1.938857	1.077128	-0.639054	1.818153	-1.294798	-0.980393	-2.858726	4.082957	0.138765	0.392431	2.838443	1.720689	-0.914212	4.853903	-0.351352	-2.852082	-0.922996	-1.353227	-1.587470	-0.088566	-0.082383	-0.976164	-1.423982	-1.072023	1.419691	-3.475729	4.886666	0.013487	-0.989718
-1.216606	-1.082437	5.141408	0.136985	0.946881	-1.533282	1.124220	0.891123	-1.520871	-0.788597	1.317456	-1.418157	0.450037	0.635774	-2.541500	3.270992	-2.068641	0.989995	-1.222201	3.013975	-3.337486	4.383332	1.158455	-1.054021	0.101289	0.101319	-1.911352	-4.044006	-0.762872	0.301748	-0.430024	-1.699031	-1.335062	-0.783432	-0.455553	-0.407929	1.588515	0.266739	1.787275	1.919782	4.175355	-0.559799	0.829983	-1.538270	0.783752	-0.096856	-0.225626	-1.316928	-0.034381	3.893174	-0.427622	-2.285223	0.348183	0.531226	1.479813	-0.743556	0.253773	-2.285481	-0.246920	0.694647	0.679709	0.971881	0.605202	0.700660	-0.867357	1.013208	-0.935389	-0.423186	-0.879367	4.675700	-1.791815	3.202759	2.112667	1.888571	-3.600333	2.263776	-1.129092	-1.086415	-0.980272	-1.091053	-1.655643	-1.835292	-1.348209	-1.490693	-0.127987	-1.958823	-1.013493	-1.985357	2.226243	-0.714084	-0.715579
-1.030932	2.027452	4.145116	2.492008	2.672578	-0.679503	-0.145644	2.667259	0.543714	-1.092920	0.157502	-0.031749	-1.627310	-2.291729	-2.917269	-0.176498	-0.865203	-0.363334	-0.719439	3.426243	-1.120160	3.549313	0.741912	-2.081418	-1.129101	-0.906307	-0.774277	0.187620	-3.191808	-1.321001	-0.783349	-1.594709	-0.823927	-1.679792	-1.141667	-0.596662	-2.951932	0.288527	-0.366241	-0.274446	2.619511	0.649861	-0.192520	-2.943218	-0.048854	1.315347	-3.896727	0.307076	0.632307	4.115966	-0.422221	-2.502560	2.800025	0.116154	2.609550	-0.378847	-0.002997	-2.843744	0.735565	0.662460	1.012162	0.790555	1.681494	2.972854	2.617495	0.224260	-1.398983	-1.730632	0.860229	3.849863	0.505135	3.559612	5.487536	0.784242	-1.496260	3.993503	-1.109390	-2.099378	0.144411	-1.491628	-1.771750	-0.542170	-0.375303	-2.334549	-0.999276	-2.301596	1.932310	-2.950019	-4.799568	1.107828	-1.682277
1.856241	1.240056	-1.282318	2.787574	1.589569	2.004451	-1.866073	4.081719	-0.415327	-0.896749	1.241383	-1.351171	0.007087	0.546990	-1.475943	0.428670	2.577127	0.844102	-4.197115	2.693125	-0.893984	4.008784	0.197839	-1.832327	-0.800314	-1.188902	-1.671317	2.688728	-0.274595	-0.509620	-1.594337	-2.943225	-0.890966	-2.374459	3.444734	-1.382218	-2.003996	2.204126	-0.349862	-1.228428	1.458354	-0.567402	-0.174941	-0.811532	0.017484	1.150723	1.028881	-1.933511	0.714441	1.053329	0.119389	-2.149854	2.998564	1.903162	-0.077343	-1.354297	-0.427533	-1.198303	-1.034567	-0.532321	1.452178	0.850158	3.977834	2.367807	3.532703	0.990207	-2.588879	-2.944629	1.644564	4.532745	-2.395985	4.982190	4.899750	0.791102	-3.012394	2.243082	-0.304345	-0.326173	-0.529348	-1.823555	-2.311192	-0.993700	-0.542464	0.019167	-3.049651	-2.586442	1.416003	-2.472416	-3.048667	3.383722	-1.355013
