X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91
-4.521072	-5.490940	-1.621841	-2.276869	-2.513310	-0.674227	-2.306697	-1.098223	-5.939700	-5.069727	-3.520136	-7.141321	-0.154787	0.888602	-1.826570	0.047704	-6.716165	-5.693281	-2.621258	-2.311085	-1.601195	-0.117699	-4.583014	-0.069810	-1.359283	-0.570108	-2.134532	-1.753268	-0.253072	-0.811376	-6.155898	-1.586757	-1.074958	-0.678656	-0.577054	0.550781	-2.180886	-6.672068	-0.795407	-4.512378	-1.469028	-1.968622	-7.246267	-3.551716	-5.307361	-4.828669	-0.578481	-3.848769	-6.514750	-2.157174	-7.460432	0.335595	0.932511	-4.806890	-1.935227	-1.464219	0.240966	-1.595462	-2.740885	-5.471435	-6.823157	-6.717912	-2.825175	-5.900884	0.169934	-6.152720	-2.768596	-1.649685	-2.150090	-1.207734	-0.060498	-0.142044	0.379924	-6.927490	1.469098	0.074566	-3.274224	-6.238389	-0.474331	0.808996	-0.727095	-5.743361	-0.262688	-2.043261	0.950672	0.404116	-0.283642	-0.939762	-3.615686	-1.249464	-1.693801
-4.735978	-5.307047	-3.122078	-2.626632	-5.113734	0.189421	-1.382557	-1.769294	-4.933009	-5.558355	-5.292847	-4.909371	-2.771708	-0.709166	-0.329344	-1.832964	-6.843985	-5.618169	-1.393131	-0.686980	-1.254627	-0.162922	-4.153283	-0.873236	-2.551021	-2.747823	-1.730402	-0.686010	-0.167418	2.329032	-4.436342	-1.302321	0.075802	-0.665206	-2.200358	0.876574	-0.581801	-6.841381	-1.576898	-3.328841	-1.582033	-0.668710	-5.796790	-2.172033	-5.559359	-3.315304	0.648166	-4.028881	-5.645938	-0.578491	-4.265092	0.413770	2.507931	-3.559073	-1.582612	1.418422	-1.074443	-2.105324	-0.269084	-5.647357	-4.483449	-5.554211	-2.242401	-2.309657	-1.049544	-4.890357	0.099869	-1.398068	-1.992180	0.621411	-0.741843	-0.311543	-2.965970	-3.720366	-1.641698	-0.846294	-2.273469	-3.614941	-2.021376	0.109923	-0.543636	-4.150946	-1.827925	-1.473723	-0.627299	1.892477	0.049242	-2.772123	-2.676807	-1.203821	-0.569805
-4.037048	-4.077816	-0.984002	-1.396079	-3.157910	4.242943	-0.294190	-2.277038	-2.334199	-3.338062	-3.247956	-1.510370	-2.978672	-1.539872	-0.667394	-0.343367	-2.150367	-3.429741	-2.329736	-1.190622	-1.104814	-0.756064	-3.793691	-1.178536	-1.162793	-1.707416	-1.717273	-2.361431	-1.130006	3.237408	-4.363430	-1.821688	-1.372663	0.877613	0.265176	1.406383	-0.636973	-3.038008	-0.076503	-1.918636	-1.394824	-1.726988	-4.615421	-1.271886	-2.942694	-3.595055	-2.081541	-0.206530	-3.938284	0.994321	-3.125180	-0.573151	2.377852	-2.657568	1.077390	2.739843	-0.322203	-2.738879	-3.655849	-3.076844	-1.806253	-4.278648	-2.612023	2.209704	-0.875696	-5.992175	1.977101	-1.840690	-1.600877	1.004499	-0.147682	-0.566062	-0.181929	-3.792731	-1.131300	1.051147	-0.248137	-0.022007	-0.069183	0.108107	0.444069	-3.783385	-0.257554	-1.997417	-0.005938	0.326793	1.428556	-1.606284	-0.943853	2.549869	-2.547570
-2.632384	-2.592449	-3.663613	-1.843311	-2.854939	4.131240	1.364101	0.511743	0.859030	-2.901851	-0.298362	-1.709119	-0.818178	-0.129817	-1.586922	4.113599	-1.584812	-1.305899	-0.678176	-0.573411	-0.674954	-0.490023	-1.980940	0.006689	-1.415900	-0.218388	-0.309345	-0.252834	-0.980334	4.339654	-0.066563	-1.811758	-0.651255	-1.556001	2.459847	1.232606	0.076997	-2.468851	-1.492523	-1.356665	-2.819303	-0.469557	3.445337	-2.554677	-4.358670	-1.710626	-1.524900	2.531684	-1.117987	2.341161	-3.440396	-1.910170	1.167676	-1.157077	-0.360918	5.714145	0.473685	0.829075	-1.546682	-2.860800	-1.093668	-2.356524	-3.142140	2.749099	0.005380	-2.982775	5.633302	-0.561853	-2.648084	-0.478568	-0.681414	0.161500	-0.436556	-1.138387	-1.686610	-1.047609	-0.381931	-1.694487	-0.594152	-2.041950	2.744820	-0.994079	0.954631	-2.222544	2.006554	-0.363234	1.307303	-0.597644	-2.932525	-0.476295	0.129803
0.230513	-2.762649	-1.356813	-1.074631	-0.881922	4.934411	1.014417	1.186950	1.858076	-0.690023	1.190933	-0.225821	-0.591626	-0.924898	-3.536030	2.695833	0.494878	-0.715745	-1.347854	-0.723749	-0.918050	1.469302	-0.549531	2.071040	-2.607046	-1.348839	-0.814418	-0.237018	-2.009504	2.595472	-1.503245	1.315168	-0.088574	-0.380946	2.155357	-0.198958	-0.668994	-0.149412	-0.737959	1.159372	-0.585369	0.251582	0.626785	-1.672408	-2.450187	-1.071816	-0.036914	0.713458	-0.828149	3.969629	-2.316542	-0.622788	0.295706	-0.884402	1.240864	5.532027	-0.122680	0.828238	-0.758186	-0.219724	0.063704	-1.828141	0.123046	0.485630	0.089983	-0.205859	5.126972	-2.117858	-2.069600	-0.696190	-0.015240	0.182543	-0.619450	-1.593135	-0.416627	-1.304564	-2.247453	-1.073981	-1.760982	-2.021248	2.095919	0.687271	2.872530	-2.824604	-0.880920	2.534095	-0.132418	-1.517106	-1.479525	0.317989	-2.105889
-0.048258	-1.844019	-0.692202	-3.509040	-1.515361	4.602857	0.009456	2.219982	2.371040	0.312821	0.624128	-0.500777	-1.157116	-1.402615	-3.159319	4.387638	1.323602	1.670119	-2.764471	-1.212937	-0.521500	0.415811	-1.109166	1.207415	0.572767	1.126031	0.750607	-0.595886	-2.526616	0.031664	0.365925	0.026093	-0.701222	0.020378	-0.993796	-0.278909	-1.380046	1.746108	-0.355310	1.318574	-1.582825	1.626428	1.603122	-1.658279	0.885754	0.194774	1.634419	0.734694	-1.233072	3.132423	-1.137219	0.210092	1.808843	-0.222444	3.876437	1.949591	-1.299399	1.756311	-2.839064	-2.040018	1.372161	-1.175801	-2.033663	1.641696	-1.741785	-2.133729	2.016515	-2.112307	-2.533826	-1.298965	-0.314759	-2.050032	-2.529315	-1.302676	-2.407854	-2.987018	-1.859805	-0.993590	-1.442876	-2.272587	0.753865	0.417563	3.377049	-2.463597	1.309440	1.906481	-0.866306	-2.341771	-1.091656	2.263821	-0.601448
-1.727099	-0.823160	1.145619	-1.470939	-0.120155	4.022980	-1.016683	3.791938	3.284821	-1.025020	-0.683576	-1.121889	-3.145948	-2.640167	-3.009691	3.399914	0.215857	-0.314808	-2.378729	-0.793774	0.220195	-1.236993	-0.290244	-0.619984	0.801537	2.640121	0.016129	-0.208338	-0.631970	1.799132	0.415744	1.190214	-0.941299	-0.967829	-0.178109	-2.206748	-0.051961	2.312709	2.701522	0.927340	-2.252771	1.746382	2.868246	-1.273792	0.233049	0.262241	-0.459502	0.086090	0.692445	2.214444	0.531273	0.631869	1.226790	-0.850305	4.168004	2.235438	-0.354472	0.516195	0.598582	-0.130783	0.057404	1.725595	0.359032	2.294597	1.549276	2.145015	0.118531	-1.392501	-3.183961	1.778809	-0.845871	-0.580923	0.415148	1.637287	0.703709	-1.022871	-1.975288	0.498786	-2.096831	-1.693065	-1.763441	0.131896	5.933188	-1.387525	4.347334	0.175124	1.931542	-2.415638	0.270681	1.686901	-2.746775
-0.147310	0.299624	-0.415451	1.847271	-1.851608	-1.115022	-0.636303	4.826518	2.020019	-1.428548	-0.644081	0.440741	0.193978	-1.823453	-2.251046	-0.251638	1.155843	-0.048129	-3.049331	-0.117361	-0.856066	-1.894011	1.746533	-0.784360	-0.357438	1.259933	1.244449	0.043924	-0.164768	2.741879	-1.235389	0.193134	-1.997007	-0.635666	-0.355083	-1.361876	0.012759	3.048488	2.602037	1.533670	-0.379808	-0.733458	1.123956	-1.462049	-1.016902	-0.518116	-0.451878	-0.784655	1.298101	-1.165710	-3.061268	0.306641	2.038448	-0.533187	4.109365	0.589168	-0.514400	-0.916809	0.190649	-0.154921	1.614832	1.116345	0.944930	0.968735	2.322567	0.013670	-2.521378	-0.789942	-0.312507	1.758632	0.655624	0.711371	-1.313461	1.926755	-0.303739	-2.410824	-1.828803	1.559549	-2.291550	-0.703982	-2.193598	1.054069	3.134451	-0.300988	2.946063	1.355526	-0.464876	-1.618010	0.122984	0.152629	-0.706273
-0.339993	3.105530	-1.742413	3.201387	1.560281	-0.451747	-0.568003	0.757221	3.174834	-1.054064	0.654313	1.118811	1.112162	0.317629	-1.306386	-1.161516	1.128358	0.817555	-2.122978	1.292200	-0.470682	-0.606440	2.474963	-1.083910	0.639739	2.502165	-1.420834	-1.470902	0.339692	2.800807	0.034823	-0.811149	-2.246146	-0.554432	-0.512917	-0.430394	-0.670586	2.043745	2.735035	0.170363	-1.750939	-1.993192	1.651353	-3.960649	0.858898	-1.034597	-1.923708	-2.318541	1.402493	-3.086139	0.806456	-1.633392	0.918720	-1.067292	2.577722	0.286182	-1.084785	-0.140301	0.312634	1.423267	-0.124158	2.891648	-1.062169	4.118209	3.406188	1.075235	-0.007209	1.782967	0.555437	5.114305	-0.157874	1.401249	-0.661245	0.656425	-0.810599	-2.462877	-2.838854	-0.246204	-1.502432	0.181163	-3.410807	2.147681	2.015342	1.225313	6.350628	-0.594615	2.689843	1.116312	-1.065749	-3.021394	-2.033744
-0.555649	0.619756	-0.969767	2.999908	1.906610	-2.045496	3.003615	2.465147	2.327665	0.015332	-0.547194	0.222120	4.726504	1.927378	-0.741613	0.128880	0.505300	0.682442	-2.170974	1.139409	-1.270854	-0.001879	1.954247	-0.067837	0.490966	-1.970583	-1.136721	-0.013415	1.125408	2.798417	-0.521719	-0.962933	-0.785917	-2.877428	-0.304212	1.013698	-1.116597	1.896178	0.591015	1.834917	-0.201863	-1.672320	1.720935	-1.563296	1.498049	-0.854504	-2.118094	-1.418468	0.369722	-1.956943	1.494145	-2.579533	-0.727292	-0.768221	2.689476	0.301081	-1.776927	0.491121	2.921434	0.860780	-0.184064	0.776201	2.924436	1.358919	0.468740	-0.103593	-0.854062	1.373226	2.716071	6.268231	1.185735	-0.745586	-1.345006	1.129295	-0.299872	-0.610430	-2.877340	2.475429	-0.119077	-2.386030	-0.157266	0.356930	-0.553838	4.683779	4.736429	0.019503	0.964900	2.249329	-0.020521	-1.879867	-1.327488
