X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91
-3.883367	-6.125918	-1.724757	-0.656643	-4.454042	-4.612640	-1.492440	-3.126028	-5.572976	-7.916053	-5.211336	-7.841713	-1.766580	-2.707258	1.099392	-2.750747	-4.918273	-6.450398	0.081642	-1.807947	-0.762922	-1.659165	-5.299576	-0.215456	-2.968396	-0.289471	-1.287030	-1.518130	-2.660825	0.545400	-6.726056	0.369695	-3.193349	-2.014990	-0.636636	-0.589636	-1.991023	-7.140554	-0.999258	-6.147852	-1.862310	0.850248	-9.867577	-0.755100	-7.029043	-6.837475	-0.950927	-5.025343	-5.879067	-2.746130	-6.717128	-2.023208	-1.970143	-2.929284	-1.829291	0.159215	-1.389209	-2.562928	-0.788961	-6.220799	-7.077525	-4.616017	-3.562931	-7.050421	-2.194806	-5.157613	-2.473820	-0.441634	-0.518313	-1.196393	-1.144098	-0.559678	-3.349682	-3.905979	-1.759190	-0.486387	-0.103627	-4.094614	0.871385	1.028587	-2.938389	-4.941889	-1.126900	-2.010664	-1.220297	-0.924416	-0.372643	-1.278037	-2.627457	0.702189	0.103988
-3.259178	-6.319634	-2.353050	-2.071117	-5.079119	-3.032982	-0.742278	-1.562249	-5.741872	-5.278309	-4.839777	-6.741210	-2.701989	-0.250059	-2.551103	-2.049611	-5.304088	-6.875758	-1.900085	0.061125	-0.735518	-1.089955	-5.414547	-2.012679	0.147351	-0.897817	-1.394806	-0.115448	-3.118974	-0.213433	-5.701186	1.149736	-0.449187	-1.187284	-0.744513	-0.585481	-1.422015	-6.913287	-2.213136	-5.710652	-2.564471	-0.873138	-4.349243	0.493518	-5.351847	-5.005040	-2.712889	-2.940499	-6.255203	-2.749272	-6.877216	-3.216069	-0.692876	-5.314885	-0.653317	-2.183383	-2.085868	-1.042084	1.212855	-6.079200	-6.798968	-5.505358	-2.376047	-5.630850	0.421608	-6.429335	-2.035573	-3.650340	1.078927	-2.791759	-2.338929	-0.124379	-2.419377	-4.562607	0.979494	-1.989571	0.274999	-4.745370	0.059734	-0.051928	-2.543712	-4.387899	0.135228	-2.277168	-2.058054	-0.052092	-2.473950	0.280436	-1.154169	-0.254784	-1.847472
-2.347676	-5.862028	0.352747	-0.969445	-7.136957	-1.749929	0.351149	-1.044726	-3.711663	-5.063831	-5.764421	-6.192865	-0.893058	-0.839061	-0.665081	0.034735	-4.632506	-3.008122	-0.955994	-0.628339	1.306329	-2.045645	-2.002510	0.828044	-1.377534	-2.862052	-1.718765	-0.861726	-3.427937	0.291436	-4.610194	-2.388381	-0.028346	-0.901864	-0.583786	-1.301502	-1.174752	-4.061307	-2.776604	-2.872911	-0.214372	0.427463	-3.553176	-0.908054	-1.874493	-6.051651	-3.242433	-4.446589	-4.693201	-1.495814	-3.780743	-1.403609	0.121692	-2.691396	-1.777399	-0.543906	-0.066264	-1.922087	2.900591	-3.615940	-4.493815	-3.634584	-2.010867	-2.986265	-1.713721	-3.931358	-1.194344	-1.286269	2.311460	-0.684950	-2.168887	-1.988282	-1.359491	-2.358062	-0.920573	-1.976488	0.743916	-4.232679	0.460390	3.244754	-2.154991	-0.686032	0.824936	-2.034654	2.164347	-0.938950	-0.273410	-0.222926	-2.344936	-0.861791	-2.049125
-1.891661	-3.253500	0.154133	-2.082427	-1.789454	1.938216	1.447441	-0.594457	-2.685050	-1.569121	-2.618369	-5.546578	-2.514788	-2.075464	-0.603244	-0.610909	-4.580628	-0.146289	-1.302685	-1.050638	-0.161081	-2.095136	-0.364965	-1.342585	-2.481549	-1.246278	-0.276106	-0.395264	-1.121716	0.768905	-2.211380	-0.914355	-2.104526	-1.042729	-0.922152	-0.396099	-1.225933	-2.391415	-1.772163	-2.030729	-0.024213	-1.479948	-2.610378	-1.647317	-0.843483	-3.011211	-1.397157	-3.936714	-4.175762	-2.568957	-1.304108	1.057871	-0.980839	-1.096019	-2.078636	-3.039353	-2.276197	-1.987538	0.666049	-1.803819	-2.594169	-2.220596	-3.043092	-0.845566	-1.020892	-2.935782	-4.176732	1.270077	1.941887	-1.314068	-2.030673	0.599512	-2.312524	-3.540344	-1.147492	-0.728441	3.044325	-2.881643	1.449956	4.387431	-0.591828	-0.199587	1.900525	-1.910824	3.030110	-0.466992	-2.550024	-0.927521	-1.727557	-0.216633	-2.473873
-0.863236	-2.587151	2.489010	-1.141462	-0.113712	0.992753	1.587198	-1.431843	-0.277131	-0.301080	-2.071222	-2.875852	-0.885678	-2.018468	-0.553389	-2.984145	-2.606854	1.382842	0.103142	0.092126	-0.738749	-0.856528	2.768487	-3.865868	-1.381893	-0.337893	1.186473	-0.239963	-2.095610	-1.208826	-1.622247	-1.825588	-0.392330	-2.304179	0.685788	-0.878171	-0.986959	-0.981912	-0.309914	-0.527705	-2.236191	1.266628	-2.982550	-1.900172	1.450585	-4.313820	-2.030162	-0.423273	-1.388788	-1.868302	-0.084115	-0.626127	-0.993369	-2.209355	0.319771	-2.021626	-0.864667	-0.733835	-0.472670	0.032262	-0.356929	-0.386094	-3.025622	-1.220054	-1.067807	0.355393	-0.467239	0.775399	4.195010	-1.837813	2.872312	-0.122598	-2.430776	-1.325752	-1.596062	-2.013329	0.728127	-3.571563	3.018033	3.185706	-2.536021	2.603936	4.717595	-0.451179	1.409833	-2.060819	-4.511992	-0.262650	-0.615334	0.145990	-2.055218
-1.231099	-1.172682	2.850276	-0.554051	0.581871	2.774480	4.570921	2.428916	-1.062909	2.298090	-1.002682	0.001813	-0.306228	-1.426870	1.913783	-1.594872	0.696515	1.389370	-0.581014	-1.584046	-1.183574	-1.502121	2.287049	-0.409404	0.087635	0.117799	-1.056025	-3.239823	-1.883023	-0.238155	-0.556895	-1.250781	-0.268758	-1.098415	-2.218364	-0.932719	0.138271	-0.256399	-1.805857	0.364859	-3.155108	-0.063107	-1.325195	-2.590820	0.197909	-1.317779	0.327252	-3.726467	-1.600680	-0.705050	-0.057463	1.426695	1.394204	-2.127905	-0.250775	-0.094725	1.674727	-0.611278	-2.602565	-0.636799	0.216303	-1.213579	-1.940959	0.663168	-1.194967	-0.310035	-0.004664	0.792295	1.046432	-2.241187	3.977070	-1.893412	-0.878648	0.415813	1.064914	3.162146	0.640321	-2.020543	2.792626	3.928278	-2.182972	0.370336	1.960948	-1.929119	1.310217	-1.731231	1.596283	-0.754413	0.291135	-1.498423	-0.753062
0.594448	-0.834195	1.253333	1.213506	0.134495	2.887497	3.830510	4.262721	-0.609684	1.143688	0.493451	1.851813	-1.571938	-1.434170	-0.720126	-0.987690	2.242578	2.523696	-1.925552	-1.034056	-0.610058	-1.070017	1.933420	0.967107	3.296037	-0.932102	0.327403	0.067357	-1.919455	0.235216	-1.739024	-2.506436	-0.181911	-0.054338	-3.457806	-0.313142	-0.945843	0.456625	-0.340494	0.845764	-1.216162	-1.537552	1.443986	-0.001863	1.638291	-0.026389	-1.298215	0.297004	0.002861	0.951499	3.223446	5.490939	1.061079	-0.204269	0.969223	-0.715351	2.864786	-1.212367	-0.709936	-0.217703	-0.246874	-1.064651	-1.410005	-1.512199	-0.450970	0.735835	-1.602209	-1.564536	2.588953	-0.475790	1.310998	-1.266531	-2.073040	-1.105750	-1.042562	0.592182	-0.273491	-3.491982	2.114036	0.608248	-3.433780	2.056613	-0.398515	-1.944046	-0.354336	0.143169	-2.792899	-1.700811	1.532247	-1.993674	-2.796408
0.715804	-1.076390	1.706880	-0.606590	1.586060	3.185001	5.863664	2.278871	-1.633856	1.343913	0.655675	1.957249	0.333192	-1.904667	0.202182	-1.749201	1.649036	1.534819	-1.721674	0.212896	-0.230401	0.513786	2.690502	0.801766	6.186014	-1.408197	-0.671743	1.096776	-1.005808	-0.059111	1.945563	-1.281953	-0.322991	1.273653	-0.606139	0.759959	1.013997	1.266858	-0.883224	2.040610	-0.189452	0.019892	0.193491	-1.508701	1.368230	-0.476551	-1.043462	0.302241	-0.892667	4.027543	0.316310	2.889205	0.998158	0.612153	-2.003432	0.924597	3.628609	-3.679200	5.067820	-0.694950	1.576740	-0.348311	1.083141	-1.412757	-0.711919	0.096902	-2.129073	-1.681594	3.410674	-0.929425	0.542196	-1.621854	-0.613753	1.914159	1.513907	3.071980	-2.003608	-1.733184	3.714467	-2.125084	-1.661045	0.295368	0.539506	-1.216960	-2.881825	-0.992020	-2.017541	-0.004542	3.047004	-2.250663	-1.525656
1.009368	-0.799869	1.164117	-2.365040	0.243266	3.829192	2.643184	-0.186333	1.570875	3.578564	1.401390	2.652217	-0.256638	0.376240	0.527610	-1.526804	2.196687	2.527740	-0.032879	-2.966392	-0.941303	3.987885	0.907994	0.367671	2.191168	-0.038087	2.445542	0.249335	-1.775583	-1.457138	0.697366	-1.906235	-0.696099	-0.513542	0.445338	-0.805216	3.220692	1.844899	-1.822149	-0.242904	1.723121	-0.292972	0.274218	-4.099537	0.621627	1.527834	2.591410	0.017044	1.114334	4.630584	1.243229	3.220094	0.284740	-0.041242	-3.799042	3.096617	3.970997	-1.202578	1.804803	1.335758	1.773542	0.071240	0.516976	0.896293	-0.708213	3.166366	-0.933057	-0.909781	4.990799	0.487209	0.417065	-1.899783	0.574014	0.145741	-0.115878	4.317539	-2.104931	-1.664651	-1.344179	-2.900516	2.108533	1.007499	-1.931788	-0.128563	-1.292851	-0.344297	-3.768743	-1.496606	3.265705	1.613209	1.298790
-0.020060	2.197267	0.109144	2.379456	0.231415	3.714268	2.250571	-1.317391	1.540907	3.077438	2.647494	2.865417	-2.093827	2.683552	2.422557	-0.456799	1.274831	1.439858	-1.611568	-1.492819	0.579535	4.487682	0.740098	-2.980376	3.504498	-1.313273	3.372958	-2.432867	-1.087181	-1.685763	1.381085	-0.768182	-2.158137	-1.913124	-0.167072	0.397633	4.726943	1.452448	-1.687270	1.089922	3.135558	0.943355	1.096964	-0.528771	0.369780	-0.662335	2.089901	1.780312	0.725363	3.218519	1.893501	0.377706	-0.869175	1.474446	0.526995	3.558209	4.765851	-0.090700	3.265114	2.329521	0.916433	1.506103	1.098299	1.413750	-2.491853	1.532726	0.253238	0.087501	3.833929	-3.195890	-1.151396	-2.416617	-1.101340	1.892494	-0.879718	0.387656	-2.510358	0.973417	1.599502	-1.907850	4.460052	1.015909	-3.904795	-0.508255	1.561188	-1.256066	-0.503607	-0.359805	1.811349	-1.295359	-0.683071
