X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28
-4.889218	-2.481398	-4.327635	-7.615876	-1.649533	-0.459958	-2.464507	-6.489978	-1.706592	-6.649687	-7.494309	-9.453548	-6.761225	-7.653528	-9.638289	-0.643758	-7.818381	-6.534347	-8.302062	-7.793078	-1.543536	-5.243514	-6.694588	-4.253689	-3.730729	-5.644813	-7.550738	-6.219404
-5.761608	-4.002384	-3.563042	-4.374397	-2.742985	-2.494334	-3.557698	-4.880988	-2.976521	-5.245117	-8.658129	-8.914762	-6.286180	-7.724626	-10.813160	0.231773	-8.521099	-4.654808	-7.397310	-9.378047	-1.888849	-5.851079	-4.086829	-4.611263	-4.049721	-8.347874	-7.692938	-6.467064
-3.842880	-1.966642	-3.101324	-6.956964	-1.382626	-1.037243	-0.912243	-3.290018	-1.916636	-6.136671	-6.321908	-2.185696	-4.313257	-7.500293	-7.638486	0.399781	-7.456083	-6.011499	-7.518494	-5.763285	-1.997393	-6.719030	-4.539823	-4.640293	-2.952280	-7.747377	-6.774480	-4.735137
-3.883634	-3.325372	-3.382983	-4.750979	-2.251759	-2.543686	0.967059	-1.950171	-1.965940	-3.282751	-5.084248	-1.721650	-3.077458	-5.634930	-4.124670	-1.585833	-5.821137	-1.422319	-2.936016	-2.389893	-1.281071	-4.363470	-4.383372	-2.663980	-4.479908	-6.699324	-5.005367	-4.712225
0.301630	-2.768176	-3.004020	-3.113945	-1.750686	0.868537	0.982909	-0.447246	-1.103035	-0.634757	-1.803052	0.467874	-0.889982	0.796661	0.002086	-0.452968	-4.617864	2.099232	-0.611879	-0.086474	-1.673382	-4.896901	-1.818577	-2.326926	-4.068808	-3.029518	-0.751201	0.142869
3.240110	-1.413454	-4.276938	-1.036466	0.074392	0.202923	2.155004	-0.457644	-0.585424	0.588710	-2.042522	1.836873	1.332469	0.314076	-1.577521	-1.097324	-1.033567	2.500654	0.370717	1.361572	-1.071227	-0.774024	1.183060	1.086669	-2.493281	-1.766560	1.484416	3.046244
3.663107	-2.317306	-2.706538	0.679058	-2.232527	0.282172	3.260545	0.020234	0.341691	1.686649	-0.173860	1.555647	-0.066905	-0.075387	-1.014594	-0.052202	-1.078047	2.954147	0.478070	2.020943	-0.112607	-0.659444	0.814637	0.364603	-4.874632	-1.938755	-0.587917	1.210899
4.005420	0.066965	-1.253822	1.695622	-2.295645	-1.593816	1.697033	-0.838913	-0.723593	2.587158	-0.480370	0.585794	1.963896	0.432171	0.857665	-1.636699	-2.620509	3.737712	-1.723923	0.362537	-1.279722	-1.636461	-0.174848	3.018976	-4.630661	-0.823803	1.396198	1.524630
3.135049	0.337859	-1.569492	-0.819375	-1.581264	-1.758442	0.817566	-1.435886	-2.017679	2.569637	-0.879054	0.240712	1.862371	-2.753854	1.123153	0.207983	-1.034955	3.509748	0.986439	1.089854	-1.678672	-0.031578	-1.200595	2.293887	-2.430073	-0.775607	0.555957	3.419937
2.917993	-0.032024	0.599550	0.236364	-2.970986	-2.704008	1.761944	0.483515	-3.316168	3.972285	-0.365915	-0.251600	2.155920	0.305237	0.695969	0.515647	-0.774188	2.177556	0.787752	0.569093	-2.105360	2.866601	0.183993	2.195535	0.119530	2.044130	-0.115240	2.569318
2.904452	-4.564085	-1.411498	0.412136	-2.813513	-2.036313	-1.933433	0.151089	0.327335	1.302301	0.339945	1.078957	0.561241	1.773041	1.989009	-1.080009	0.101690	2.187736	1.528316	-0.712750	-0.584384	-1.832324	-2.202286	1.444418	0.679346	0.427307	-1.221495	-1.023329
0.090525	-1.380626	-1.648137	-2.322762	-3.119446	0.133540	-0.612565	1.734735	-3.515972	1.587883	1.003024	1.574081	0.169236	0.096655	0.611171	-0.694282	1.559375	0.640287	1.992929	1.700227	1.674954	1.240343	2.761268	0.650935	0.369172	2.536021	0.080289	-0.331207
0.227012	0.649554	-0.981570	-0.336331	-1.150688	4.688652	-1.158853	1.240053	-2.697492	0.029531	0.198318	2.582871	1.982502	1.779877	0.124852	1.685626	0.873465	1.298112	1.275789	2.815720	2.298153	-0.484599	2.780253	1.678686	1.787906	1.232070	2.765510	0.775984
0.598612	0.399753	-2.878197	0.615125	-0.928540	3.947622	-0.420697	0.218042	-1.935527	0.320544	2.221626	0.599324	-0.284359	2.338806	-0.031649	1.481117	2.312556	-0.285492	0.762994	-0.026671	2.976012	1.535546	1.322567	1.005469	1.444144	-0.237149	1.343567	1.666141
-0.354174	-0.134730	0.675379	-0.072697	-0.217704	1.005648	-1.092796	0.329402	-2.295980	1.658422	1.302545	1.415241	0.528751	2.730938	1.987864	1.513392	-0.578053	0.846377	0.817744	1.081453	5.678132	-0.801624	2.799708	1.467284	-0.769315	-0.854138	1.510158	0.857462
1.397653	0.537406	-1.372244	0.965202	-1.987782	0.151731	-0.123452	1.100331	-1.656755	3.448562	2.596572	0.527019	1.541431	-1.177929	0.498889	1.529850	2.503433	3.240319	1.521037	0.589090	3.749811	-0.737810	-0.592125	2.108830	1.659825	-0.304098	0.496581	2.270546
3.184892	1.089558	1.857234	2.458518	-2.005476	-1.425730	-1.294764	1.243329	-2.633354	5.647164	0.142304	0.757756	1.363982	0.148104	0.472124	2.245893	4.320113	1.692133	-0.751230	-0.602361	3.488148	-0.864716	-1.139433	0.514004	2.050862	-0.141532	1.372034	1.030591
