X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28
-3.114067	-3.202612	-3.208066	-5.091571	0.061430	-2.284986	-1.504713	-6.014707	-0.958004	-5.394157	-7.600589	-10.660667	-9.384476	-8.306722	-9.313007	-2.059893	-7.941142	-3.971290	-8.572236	-9.731445	-0.419717	-4.595940	-2.471716	-3.976059	-2.530641	-8.070433	-6.327376	-5.575021
-3.664763	-2.219556	-4.276037	-2.508675	0.279362	-2.781268	-0.457616	-5.643701	-0.632804	-5.449166	-7.467271	-6.034628	-7.780054	-5.669067	-8.921417	0.581936	-7.947011	-3.332571	-8.159355	-8.924524	-3.484805	-3.996502	-4.790063	-3.642158	-1.583264	-6.538262	-7.789733	-6.170943
-2.454690	-1.699475	-2.927006	-2.351795	3.299359	-0.410158	-2.557384	-2.102209	-0.617774	-5.857080	-6.401461	-5.099971	-0.504315	-6.745467	-2.867432	-0.781846	-7.624881	-5.203693	-4.571138	-6.456308	-2.333235	-4.224838	-4.169434	-3.738402	-1.489765	-5.320351	-4.292348	-5.568454
-5.139447	-2.349068	-3.640275	-3.762633	1.776022	-0.740257	-0.655315	-2.643031	-0.263114	-4.697500	-5.698358	-1.912300	-1.104660	-4.055924	-2.938254	-0.845038	-3.940553	-3.798559	-3.122885	-2.995699	-0.702908	-3.621350	-5.448329	-2.832493	-2.718942	-4.109201	-4.208824	-6.806257
-0.965937	0.639563	-2.367145	-2.101891	1.557150	1.196235	-0.645308	-0.729367	2.274980	-1.506330	0.210834	-1.681716	-0.373690	-1.205338	-0.919484	-0.296041	0.211371	-4.611071	-1.713499	-2.392299	-3.054421	-4.429038	-4.453750	-4.549332	-1.138294	-2.671916	-2.197761	-4.497355
-2.443461	2.277119	-0.020419	-1.037972	-0.583453	3.149818	4.026139	1.200481	4.029107	-0.027070	0.464915	-0.493920	1.550493	2.528888	0.678575	-1.016855	1.574990	-3.457531	0.938018	-0.600011	-1.517874	-2.461905	-2.231597	-1.967021	-0.318420	-1.125798	0.874738	-2.939450
-0.221720	4.629398	0.010201	0.332324	-0.663888	4.098192	5.395428	2.711814	0.172770	0.987177	1.731382	2.038885	-0.086811	4.259653	3.144823	-0.983079	1.701503	-1.506142	1.002464	2.701163	-1.131466	-2.570953	-3.237972	1.160140	-0.714119	-1.283249	0.362373	-2.025445
-1.740916	1.657102	1.681114	-0.316006	1.041147	4.174056	3.607758	0.603731	0.493070	1.909908	2.290134	3.523597	-0.085704	3.162856	1.892256	-0.997414	2.984707	-0.088607	1.403738	1.255421	2.110504	0.025417	0.361825	0.033849	2.901510	0.721928	1.089141	-0.598044
-1.452650	0.111430	0.530018	2.626236	2.076553	1.649110	1.057832	0.184031	-0.363392	-0.092077	3.155269	-0.283986	-0.202188	2.073196	0.186875	-1.404760	0.931903	0.780274	0.246938	-1.310338	2.859637	1.395401	2.606293	-0.432095	3.427269	2.260131	1.097742	2.108251
0.345976	-0.705519	-2.298090	0.548249	2.542932	0.416254	0.733650	-1.349487	-1.657314	-2.662681	-0.744014	-0.449065	-0.811463	2.157571	0.833076	-0.638117	2.067688	1.235197	1.029661	-2.515218	3.247935	0.756198	2.166530	3.307807	3.456357	-1.130642	-1.040427	2.094838
-1.303239	-2.969045	-1.703510	-2.345868	1.995183	-0.267212	-0.820285	-3.765623	-2.932294	-3.549807	0.549882	-2.617043	-2.445031	-0.031821	-0.898242	-1.592484	-0.306339	1.831461	0.273707	-1.414120	3.278197	1.124707	2.397237	2.423254	1.542978	-1.809194	-1.219166	1.519913
-2.333996	-3.634548	-1.742445	-0.876719	0.719810	-2.307189	0.675926	-0.278877	-0.391832	-1.879855	-3.227644	-1.912320	1.193006	-3.742579	0.442120	-1.582762	-1.310679	-0.021238	-2.025727	-0.583247	2.495827	0.431625	-0.085288	-1.345756	2.504731	-1.843828	-0.931677	0.740074
-1.487998	-0.030029	-0.493997	-3.222904	0.739411	-4.872678	-1.866913	1.270549	1.345175	1.693872	-2.109393	-4.235700	3.010448	-3.580907	-1.206040	-1.136251	-2.127734	-0.748601	0.436556	1.688000	0.917123	0.901450	0.980254	-1.700224	-0.233282	-1.872345	-1.093362	0.046317
1.317056	4.978512	3.488332	-2.114126	-2.412311	-3.101678	-0.744304	0.397755	0.421828	1.918572	-2.231668	0.379516	0.949193	-1.023505	-0.391224	-0.997751	-0.309304	-0.763630	-0.608243	-1.801782	1.367988	-0.248319	-2.023938	-0.528251	-2.352360	-1.793147	0.138777	-0.728259
1.487962	3.353176	1.979442	-0.659385	-1.987755	-2.343389	-1.212043	-0.104059	0.249728	3.064943	-1.283670	-0.154774	1.160639	-0.239975	0.739366	-1.325262	1.018808	1.431772	-0.254428	0.380505	1.164523	-1.584785	0.297836	-0.637538	-1.107803	-1.172138	0.188140	0.949242
