X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28
-6.025254	-2.176582	-3.011226	-4.438752	0.631689	-2.234041	-2.348719	-8.126738	-3.661232	-4.758955	-6.554256	-10.889306	-5.393849	-9.332214	-9.583386	-0.960828	-9.903176	-3.887850	-8.159022	-10.156500	-0.623794	-3.734078	-3.877866	-3.941359	-1.419947	-8.040263	-6.834180	-6.511099
-4.295157	-2.517763	-3.681317	-3.488649	-1.480731	-0.607909	-1.089136	-5.700962	-3.432169	-3.963136	-5.631530	-8.314264	-7.067933	-8.412368	-5.992451	-0.876445	-5.765357	-5.552678	-8.186409	-6.065407	-4.372381	-3.349254	-3.434069	-1.791419	-3.706135	-5.020335	-5.888336	-4.606069
-3.056065	-3.350471	-3.567943	-3.188889	-1.176417	-0.746745	-2.376632	-2.470465	-1.492827	0.135362	-3.054486	-3.262659	-1.038893	-5.361568	-2.321388	1.431179	-6.158130	-2.030195	-2.547976	-2.300324	-1.892298	-2.095614	-0.653978	-2.694701	-1.309794	-3.151653	-4.206975	-1.618129
-0.858278	-4.703005	-3.544102	-0.949272	0.283033	0.271550	-1.840310	-0.425649	-2.612807	2.298741	0.021775	-0.093992	-0.062628	-1.614714	-1.359499	1.428644	1.812406	0.676603	1.640677	1.250949	1.184455	-0.296756	0.845806	2.086898	-1.358022	0.788283	0.044103	0.546723
-0.123797	-1.892563	-2.111193	0.607205	-0.123583	-1.160323	-0.073670	1.497687	-0.205810	-0.743598	0.716755	0.219337	3.568462	1.388493	0.992316	3.523650	1.062350	1.079515	2.512448	4.118311	1.789477	2.304421	3.053587	2.375179	3.596983	1.396073	2.105397	2.678987
0.390578	-2.175543	-3.826715	3.361642	-1.021765	1.129035	1.124486	1.791441	-1.435036	1.661248	2.909152	2.023026	2.844678	1.326551	1.704857	2.128698	1.242502	0.645242	2.337737	2.613663	3.707770	3.488819	3.738465	-0.396956	4.096721	3.037717	2.711307	-0.605535
0.324747	-1.443145	-2.745267	3.557940	0.223187	1.146123	1.277356	2.320613	-0.240586	2.407879	3.589768	3.259775	1.636319	-0.404040	1.561322	0.929288	2.120661	1.350886	0.463144	1.980003	2.934833	1.411039	3.477541	1.479394	2.282294	0.922013	3.191732	2.429757
-0.121791	-0.070866	-0.978848	3.051401	-1.337626	0.394242	0.360140	1.565501	0.580439	1.705298	0.503001	2.487884	-0.108714	1.869918	-0.014288	2.650519	1.338329	1.854648	1.927966	1.127932	5.407667	3.355582	0.787516	1.328331	3.755704	3.488961	1.835073	-0.088535
0.847363	1.997694	1.731044	2.053627	-3.143807	-0.178309	-0.346664	-1.618593	1.546040	1.235707	2.097652	0.045251	0.245879	2.610524	-0.252076	-1.831007	-0.315397	1.134029	-0.545295	1.180250	2.367273	3.372450	0.463891	-0.415743	3.772654	1.941161	-0.132372	3.042589
-0.746689	2.442937	2.248409	1.397318	0.377546	-2.376330	-1.429257	-0.263073	3.234914	2.399406	2.297221	-1.107124	-0.662701	0.982278	1.817859	-0.599590	1.607585	1.371629	1.846759	-0.822445	-2.253849	1.642045	2.392069	-0.057127	-0.047457	1.914012	0.236698	-0.988468
-0.702450	2.264165	2.837048	0.862676	-0.884467	-1.803022	-3.305242	1.091463	3.772763	-0.578501	-0.027891	0.594558	2.030246	1.952777	0.582015	0.194170	2.422674	-1.257249	-0.110773	2.272749	-3.777499	1.992067	3.814049	1.231181	0.095674	-0.515685	1.422283	-0.764307
1.249281	4.548978	5.332363	1.779001	0.690952	-0.302186	0.631882	1.467613	4.778484	1.582885	3.178913	0.568297	2.679720	3.189022	1.790293	0.038874	0.913469	0.417096	2.604110	-0.941370	-0.455776	2.307518	0.256333	1.530682	0.304648	0.857768	3.049581	0.280975
-0.642397	3.224979	5.192055	3.979997	0.425103	-1.153520	1.707813	-2.394623	3.206277	2.324668	2.104836	0.406392	0.130121	1.767811	1.470590	-0.691879	1.387571	1.979363	2.194305	1.601599	3.665520	1.546400	0.864522	2.065679	0.826867	-2.669930	4.646993	3.644177
-1.495083	3.070368	2.634325	1.711862	0.216286	1.370573	2.604548	0.745754	3.802443	4.360149	2.398376	1.839241	0.809251	0.861542	1.139107	-0.045488	3.282379	0.710656	2.341013	0.091355	5.363391	3.410914	0.852817	1.696373	0.423332	-0.261977	3.396319	2.734202
1.214421	0.869747	2.186973	1.389200	-0.966298	0.251194	3.954086	0.331942	1.350379	1.573529	2.019734	0.945045	0.404108	-0.118784	0.347043	0.899148	1.179993	2.148474	0.408732	1.655098	3.824735	0.019361	0.139920	1.162066	0.551545	1.696624	2.179057	3.030151
1.208216	0.410817	0.945802	-2.126389	-1.732852	-0.203858	-0.446073	0.661442	-0.051015	-0.475189	0.114810	1.657903	-0.685806	0.021630	-1.349904	-0.402571	1.274913	1.275118	-1.137337	0.862727	5.590155	0.124142	-1.826869	-0.734342	0.692408	-2.640427	-2.884693	2.255224
-1.259900	0.457579	0.324011	-3.244804	0.408626	-1.382283	-2.409232	1.013153	-3.338838	-4.676605	-2.614297	-0.350087	-0.392492	-1.340516	-2.332433	0.408554	-1.635762	-0.705509	-1.864397	-2.925357	1.865851	-3.912040	-1.472748	-1.116847	1.637322	-4.667330	-4.490430	-0.916877
