"file","lhs","op","rhs","beta","beta.std","se","z","pval","level"
"concat_BOLD3TRfilt_01","X1","~","X1lag",0.221817866376402,0.222133269472178,0.0217615870233443,10.20758592808,0,"group"
"concat_BOLD3TRfilt_01","X2","~","X2lag",0.162127003384598,0.162022172152573,0.0197351482966774,8.20982795350218,2.22044604925031e-16,"group"
"concat_BOLD3TRfilt_01","X3","~","X3lag",0.10182054522967,0.101732492745703,0.0174858472519123,5.81799047424356,5.95592952734592e-09,"group"
"concat_BOLD3TRfilt_01","X4","~","X4lag",0.0819096347305906,0.0821442719857119,0.0171608870204418,4.7867148060507,1.69533473992622e-06,"group"
"concat_BOLD3TRfilt_01","X5","~","X5lag",0.192642716896728,0.192054177552888,0.0202447841327436,9.4866004148823,0,"group"
"concat_BOLD3TRfilt_01","X6","~","X6lag",0.149885756804934,0.150084383492704,0.0191358405815249,7.84310377447472,4.44089209850063e-15,"group"
"concat_BOLD3TRfilt_01","X7","~","X7lag",0.106621986267863,0.106944871048643,0.0202855972262141,5.27196068501466,1.34973995313814e-07,"group"
"concat_BOLD3TRfilt_01","X8","~","X8lag",0.137391159183123,0.137667753455369,0.0205951025760763,6.68448981726785,2.31730190591861e-11,"group"
"concat_BOLD3TRfilt_01","X9","~","X9lag",0.0736830238185774,0.0742937840262467,0.0161758792810259,4.59287453470256,4.37181924084484e-06,"group"
"concat_BOLD3TRfilt_01","X10","~","X10lag",0.102272986553271,0.102463661962841,0.0154596419264685,6.62781599018883,3.40689698674623e-11,"group"
"concat_BOLD3TRfilt_01","X10","~","X6",0.657699246465048,0.655346649920222,0.0138528987925242,47.3075462208591,0,"group"
"concat_BOLD3TRfilt_01","X3","~","X2",0.582291932352985,0.607324417050954,0.0181291492114712,33.4998851830659,0,"group"
"concat_BOLD3TRfilt_01","X9","~","X8",0.622989553774787,0.598438227390093,0.0154255356103253,38.7952964816029,0,"group"
"concat_BOLD3TRfilt_01","X4","~","X5",0.502618579517822,0.489757070787821,0.017401169719817,28.1450660313985,0,"group"
"concat_BOLD3TRfilt_01","X6","~","X9",0.34498980792568,0.390204727753255,0.0212587039683133,18.3550572196154,0,"group"
"concat_BOLD3TRfilt_01","X2","~","X9",0.106339174131848,0.119135209625063,0.0310299438488805,3.8393627202571,0.000123354078580329,"group"
"concat_BOLD3TRfilt_01","X5","~","X6",0.419138219560781,0.422076019715382,0.0201314735627111,20.9659773985536,0,"group"
"concat_BOLD3TRfilt_01","X7","~","X4",0.339916088808478,0.355276520523634,0.0218301805167973,16.2745571549564,0,"group"
"concat_BOLD3TRfilt_01","X1","~","X8",0.273205054388995,0.334065044171927,0.021239582585163,15.7284185238786,0,"group"
"concat_BOLD3TRfilt_01","X4","~","X2",0.249238388332883,0.246905029523487,0.0193350113480628,12.7698414590393,0,"group"
"concat_BOLD3TRfilt_01","X7","~","X3",0.271043200879725,0.269071894651317,0.022194613616142,12.1232970893272,0,"group"
"concat_BOLD3TRfilt_01","X10","~","X7",0.210533839604228,0.204548017226707,0.016460111309457,12.426891494299,0,"group"
"concat_BOLD3TRfilt_01","X8","~","X2",0.478152089480354,0.444304430943387,0.0240122167888318,18.5032658521572,0,"group"
"concat_BOLD3TRfilt_01","X2","~","X5",0.201352974825195,0.198054732470264,0.023487236463191,8.43244086125898,0,"group"
"concat_BOLD3TRfilt_01","X9","~","X4",0.229226545360832,0.206539469222879,0.017987486335016,11.4823975610651,0,"group"
"concat_BOLD3TRfilt_01","X6","~","X7",0.122497051273545,0.119441502592381,0.0215838203122178,5.53384437345273,3.13286969699789e-08,"group"
"concat_BOLD3TRfilt_01","X4","~","X1",0.163628514759295,0.14266488795177,0.0174535792905829,8.1739616600444,2.22044604925031e-16,"group"
