X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67
-0.056547	-2.500120	0.156374	-1.054236	-2.531356	-2.444051	-1.121343	0.870348	-3.380939	-0.228940	-1.456831	-0.110603	-1.800419	-2.035529	-1.808479	-1.492316	-0.187451	-2.865442	-0.663453	0.261642	-2.271440	-0.770464	-1.471823	-0.854842	-1.556131	-0.935959	-0.342869	-2.007691	-2.479678	-1.814634	-2.481233	-1.277138	-1.300859	-2.543272	-1.286357	-0.782231	-2.041725	-2.259790	-0.834743	-2.383918	-3.013028	-1.826512	-2.214230	-0.727118	-2.116399	-1.765316	-0.451645	-1.164904	-0.949317	-3.267417	-1.870550	-0.219255	-2.837374	-3.281460	-2.740511	0.035007	-1.051954	-1.982221	-1.211112	0.426681	-2.580827	-0.582352	-0.529579	-4.512584	-2.900663	-1.899932	-0.376830
-0.811097	-1.172256	-1.197468	0.740570	-1.303090	0.339957	-2.115235	-2.830943	-2.250743	1.893810	0.560830	1.799494	-1.231763	-2.003284	-1.936393	-2.613797	1.213958	-2.960639	-0.412041	-0.573105	-1.384109	-0.629117	-0.777240	-0.631769	-0.747488	-0.958788	-0.806402	0.270138	-1.989327	1.056731	-0.530598	-3.008364	-1.912721	-1.706715	-0.244249	-2.285827	-2.418028	-0.085919	-3.530598	-0.263373	-3.948950	-2.684957	1.822108	-1.290696	-1.111689	-1.958450	-2.395030	0.502683	0.549641	-2.042243	-2.617204	-1.424078	-2.030786	-2.180007	-2.675341	-2.282501	-0.533557	-4.164024	-0.582743	-0.960459	-0.233405	-1.939662	-1.049865	-1.824139	-1.946691	-0.816779	1.575513
-0.297121	-1.491484	-0.766453	0.450268	0.676520	-1.846502	-1.671526	0.967183	0.117237	-0.232840	-0.966583	-1.097320	-2.206071	-2.495686	-1.833655	-2.094623	2.457617	-2.300028	-0.512261	-2.172202	-1.898522	-0.028077	-1.827287	-3.071993	-1.629640	0.772941	-0.371277	0.505584	-0.419387	1.021213	-2.017848	-2.819422	-1.261683	-0.862232	2.320135	-1.617121	0.187944	4.584934	-3.306484	1.138139	-3.561966	-1.907929	2.038797	-1.587547	-0.120817	-2.631245	-1.053200	-0.665571	0.710087	-2.692030	-1.111459	-0.474263	-0.217071	-2.001592	-4.373884	-1.956558	-1.415863	-2.546496	-0.783394	-0.420234	-1.652363	-3.065385	-1.470924	-3.169229	-2.619294	-2.039524	3.199501
-0.443919	-1.888505	0.708120	-0.092643	0.309575	-1.955929	-1.658617	-1.104473	2.315901	0.273112	0.275732	0.403057	0.067454	0.043965	-0.536065	-0.231795	3.167728	-1.392611	-0.872713	0.313950	-2.796679	-0.843244	-2.127366	-1.486113	-0.931789	0.410527	-1.812995	0.468250	1.733944	1.747813	-2.020182	-0.508114	-0.648647	-3.449324	2.569397	-0.134412	0.281190	4.937972	-0.546505	-0.776586	-0.900478	-1.937529	0.001935	-1.427471	-1.165982	0.401999	0.006144	0.328134	2.613920	-3.199578	-1.210313	-2.660512	1.852869	-0.605414	-3.031841	-0.491465	-0.017472	-1.125940	1.716636	-0.250141	-0.347003	-0.117324	-1.891455	-0.587955	-4.573874	-1.463268	1.751338
-0.470793	-2.780321	-1.390346	-1.569460	-0.204127	-0.780523	-1.181207	-1.325312	2.701950	1.294764	-0.468927	2.902924	-1.083988	-3.087432	0.024377	0.836786	2.168293	-0.194285	-2.522400	-1.268648	-1.679583	0.044478	0.097123	-0.408929	-1.662636	0.206769	0.056243	-0.661764	-1.034433	1.192631	-1.886103	1.106859	-1.367613	-0.477689	4.592039	2.857100	-1.208390	4.649594	-2.868865	-1.350248	-1.927386	-1.387858	2.382521	0.136732	-1.028084	1.563382	-0.763997	-0.253601	0.091740	-1.770890	1.129535	-0.309024	1.176233	0.991524	-1.535412	0.891777	1.761615	-0.710557	4.472646	0.299119	-1.592024	3.045323	0.059741	-2.368921	-4.070033	-1.446510	3.988827
-0.249840	-2.049131	0.202950	0.220715	0.671614	-2.006386	-1.770298	-0.344034	1.263983	0.322817	-2.533658	3.567681	-1.795300	-2.144480	-2.763231	4.168222	0.909213	3.410049	-2.268721	-1.616299	-1.401134	-0.024309	-0.388822	-2.085942	-1.167884	1.808967	1.726936	0.871145	-0.696319	0.954765	0.639290	-2.171502	-1.592082	-0.243529	3.916462	4.204914	-0.700995	4.540700	-0.617367	-1.030149	0.163608	-0.489217	-0.479344	-1.034342	0.240077	1.022705	-2.772423	-1.324676	-0.254554	-1.605166	0.656885	1.528201	1.246520	1.120024	-1.664897	-2.317334	0.994999	-1.015347	4.210737	-0.058552	-1.287828	3.371255	3.436464	0.611774	-2.967273	0.245751	4.010573
-1.092262	-0.750138	-0.945291	-0.281016	-3.370002	-0.814618	-0.336089	-0.997139	-0.553898	-2.012331	0.623740	3.522427	-1.926183	-1.552880	-2.645089	3.489812	0.919690	2.915992	-0.855479	-0.266102	-4.273634	1.926192	-1.428600	-1.704252	-1.261835	1.232420	-1.590318	2.438877	-1.230413	1.801816	-0.514304	-0.470398	-1.268154	-1.085444	2.635168	3.739631	-0.711427	3.409892	-1.636715	-1.106091	2.061004	0.095193	-1.421864	-0.348291	1.851302	-0.719231	-1.532632	-0.512392	-0.632463	-0.753910	-1.055962	2.796461	-1.207571	-0.685717	-1.338398	-0.769598	1.085079	-1.490813	4.900611	-1.172855	-0.676015	2.988172	5.929613	0.811827	-1.437896	-0.911587	-0.168121
-1.388157	0.575159	-1.635568	1.835847	-3.653775	-2.318219	-1.728581	-1.561028	-4.568493	-1.283278	1.127667	0.396663	-0.521038	-1.480533	-3.027198	1.614655	-0.639974	5.052844	-2.451175	-1.621160	-1.332483	-1.002720	-0.310714	-0.911757	-2.049293	-0.218272	0.418083	-0.789165	1.650586	-0.556417	-1.262687	0.657170	-2.031531	-0.205633	3.277259	1.130150	-0.141885	2.266768	-2.537312	0.050323	1.944802	-1.703628	-1.217838	0.745582	0.829892	-0.191226	-1.430226	2.069453	-1.859286	-0.894621	1.040995	0.908956	-0.649141	0.063402	-0.983414	-1.497216	0.003956	-0.498355	4.265167	-1.150488	0.901614	3.934573	0.676187	1.549037	2.637796	-0.697223	-2.457451
-1.215526	-1.669641	0.809921	-0.729795	-1.304705	-1.631991	-1.933674	-2.155401	-5.828301	-0.945927	1.267123	-2.215912	-3.006168	-1.325140	-2.360757	2.292851	-1.243879	2.719306	-2.094711	-1.004971	-1.760483	0.721554	0.567337	0.175741	0.727242	-0.763010	-0.052865	2.813020	1.815078	0.922466	-0.928358	1.074601	-1.193312	0.318102	1.261335	-0.112027	-2.482070	-1.892669	-1.359962	-2.249507	3.297101	-1.010782	-2.429767	-0.767924	-0.458254	0.188920	-2.203002	2.013258	0.140076	0.789098	-1.262743	-0.506613	-2.059493	-2.160821	-1.890546	-3.394690	-1.110271	1.934124	3.626106	1.011950	-0.211541	4.317960	2.095886	-0.685199	1.619802	-0.367155	-3.100912
0.811831	1.726560	-0.365523	0.187757	0.936106	-0.311734	-1.128368	-0.452759	-4.628822	-1.574976	-2.618091	-2.446198	1.093428	-2.486103	-1.906268	4.393802	-1.741122	-0.817021	-2.206588	-0.846737	-0.566535	0.104713	-0.255749	0.430243	-0.303933	0.043305	1.718339	1.932933	1.216164	-0.606235	-2.165019	3.279995	-1.134899	2.789662	-1.828201	-3.014203	-1.033781	-2.560021	-2.788770	-0.883283	3.489299	-1.722570	-2.121053	-1.597609	-1.196234	-2.265391	-0.451361	2.779724	-2.052379	-1.379254	-0.982575	-1.827048	-2.637726	0.518714	-0.801494	-1.072121	-0.812301	3.862223	0.691129	0.287658	1.090318	1.140630	-0.232591	-1.560882	2.325019	-0.707485	0.120498
