"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-0.2032,-0.071,-0.2246,0.1131,0,0.1097,0,0,0,-0.0992,0,0.2763,-0.2326,1.0325,0.3703,-0.0136,0.1418,0,0,-0.0388
"V2",0,0.0692,-0.6975,0,0,-0.0192,0.05,0,0,0,0,0,0.356,0,0,0.0539,-0.3099,0,0,-0.0338
"V3",0,1.0348,-0.7724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-0.535,1.7699,0.2038,-1.1342,0.4047,0.2008,0.2088,1.5455,-1.7879,-0.2168,-2.2143,0,0.1771,0,0,0,-0.1131,0,-0.0999,0
"V5",0.1247,-0.2938,0,-0.204,-0.6152,0.0255,-0.3205,0.1737,0.2315,-0.0356,0.5967,0,0.0256,-0.0321,0,0.0121,-0.0225,0.0312,-0.096,0.0105
"V6",0,0,0,0,0,0.2663,0,0,0,-0.2892,0,0,0,0,0,0,0,0,0,0
"V7",0,0.8521,0.2123,0,0,-0.0689,0.1617,0,0,0,0,0,0,0,0,0.172,0,0,0,-0.0977
"V8",0,0,1.0991,0,0,-0.1569,0,0.4624,-0.5539,-0.1574,0,0,-0.4168,0,0,0.057,0,0,0,-0.0306
"V9",0,0,0,0.3088,-0.035,-0.1169,-0.0644,0,0.0868,0,0.3501,0,0.1883,0.2893,0,-0.0841,0.2889,0.7046,0,-0.0942
"V10",0,0,0,0,0,0.2247,0,0,0,0.1812,0,0,0,0,0,0.199,0,0,0,0
