"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-0.2156,-0.0818,-0.2193,0.1069,0,0.1108,0,0,0,-0.0965,0,0.2678,-0.2037,1.0221,0.3593,-0.0168,0.1379,0,0,-0.0385
"V2",0,0.0618,-0.6864,0,0,-0.02,0.0406,0,0,0,0,0,0.362,0,0,0.0508,-0.3132,0,0,-0.0293
"V3",0,1.0373,-0.7729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-0.4768,1.6863,0.2385,-1.1219,0.3697,0.1865,0.1884,1.4851,-1.7189,-0.2024,-2.0938,0,0.1897,0,0,0,-0.1237,0,-0.0805,0
"V5",0.1463,-0.3063,0,-0.2178,-0.6302,0.025,-0.3231,0.1632,0.2444,-0.0363,0.6076,0,0.0269,-0.0338,0,0.0111,-0.0235,0.0287,-0.0931,0.0118
"V6",0,0,0,0,0,0.3043,0,0,0,-0.3074,0,0,0,0,0,0,0,0,0,0
"V7",0,0.8477,0.2213,0,0,-0.0729,0.1518,0,0,0,0,0,0,0,0,0.158,0,0,0,-0.0885
"V8",0,0,1.1112,0,0,-0.1369,0,0.4725,-0.5618,-0.1662,0,0,-0.4213,0,0,0.0433,0,0,0,-0.0271
"V9",0,0,0,0.3201,-0.0513,-0.1159,-0.0782,0,0.0974,0,0.3575,0,0.1942,0.2963,0,-0.0738,0.2779,0.7143,0,-0.1036
"V10",0,0,0,0,0,0.2,0,0,0,0.1981,0,0,0,0,0,0.1896,0,0,0,0
