"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-0.2119,-0.0852,-0.2117,0.1258,0,0.1071,0,0,0,-0.0921,0,0.2764,-0.2158,1.0437,0.3897,-0.0124,0.1464,0,0,-0.0406
"V2",0,0.0968,-0.7091,0,0,-0.023,0.0553,0,0,0,0,0,0.3492,0,0,0.0501,-0.319,0,0,-0.027
"V3",0,1.0405,-0.7769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-0.505,1.7741,0.1857,-1.0983,0.3832,0.1754,0.2105,1.4942,-1.7182,-0.1974,-2.1281,0,0.1595,0,0,0,-0.1069,0,-0.103,0
"V5",0.1394,-0.3169,0,-0.2018,-0.6265,0.0202,-0.3226,0.1525,0.2537,-0.0327,0.6234,0,0.0238,-0.022,0,0.0125,-0.0238,0.0295,-0.0934,0.0099
"V6",0,0,0,0,0,0.3127,0,0,0,-0.2971,0,0,0,0,0,0,0,0,0,0
"V7",0,0.8809,0.1992,0,0,-0.0679,0.173,0,0,0,0,0,0,0,0,0.1448,0,0,0,-0.0861
"V8",0,0,1.1283,0,0,-0.129,0,0.4799,-0.5551,-0.1579,0,0,-0.415,0,0,0.0421,0,0,0,-0.0365
"V9",0,0,0,0.331,-0.0572,-0.1175,-0.0833,0,0.0922,0,0.3731,0,0.1745,0.308,0,-0.0775,0.2903,0.7004,0,-0.0978
"V10",0,0,0,0,0,0.1939,0,0,0,0.2022,0,0,0,0,0,0.2183,0,0,0,0
