"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0,0,0,0,0,0,0,0,0,0,0.6656,0,0,0,0,0,0,0,0,0
"V2",0,0,0,0,0,0,0,0,0,0,0,0.0269,0,0,0,0,0,0,0,0
"V3",0,0,0,0,0,0,0,0,0,0,0,0,0.0287,0,0,0,0,0,0,0
"V4",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7129,0,0,0,0,0,0
"V5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303,0,0,0,0,0
"V6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218,0,0,0,0
"V7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1285,0,0,0
"V8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831,0,0
"V9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313,0
"V10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156
