"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-0.198,-0.0781,-0.2133,0.0984,0,0.1073,0,0,0,-0.0926,0,0.2547,-0.1996,1.0174,0.3792,-0.0143,0.1313,0,0,-0.0404
"V2",0,0.1063,-0.7146,0,0,-0.0207,0.0554,0,0,0,0,0,0.3363,0,0,0.0489,-0.3187,0,0,-0.0254
"V3",0,1.0379,-0.7688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-0.4853,1.6937,0.2121,-1.0615,0.3957,0.1762,0.202,1.4563,-1.6877,-0.1932,-2.0353,0,0.1665,0,0,0,-0.1098,0,-0.0977,0
"V5",0.1351,-0.2927,0,-0.2102,-0.6241,0.0238,-0.3273,0.1755,0.2304,-0.0361,0.6055,0,0.0227,-0.0403,0,0.0103,-0.0173,0.034,-0.1031,0.0114
"V6",0,0,0,0,0,0.2969,0,0,0,-0.3077,0,0,0,0,0,0,0,0,0,0
"V7",0,0.8447,0.2329,0,0,-0.0659,0.1538,0,0,0,0,0,0,0,0,0.1534,0,0,0,-0.0854
"V8",0,0,1.1257,0,0,-0.1436,0,0.4993,-0.5943,-0.1665,0,0,-0.4363,0,0,0.0553,0,0,0,-0.0349
"V9",0,0,0,0.336,-0.0453,-0.1143,-0.0806,0,0.1044,0,0.3792,0,0.1744,0.2998,0,-0.076,0.2909,0.7002,0,-0.0945
"V10",0,0,0,0,0,0.2182,0,0,0,0.1628,0,0,0,0,0,0.1651,0,0,0,0
