"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-0.2282,-0.061,-0.2395,0.1302,0,0.1295,0,0,0,-0.1103,0,0.2609,-0.2177,1.0309,0.3658,-0.0143,0.1408,0,0,-0.0401
"V2",0,0.1173,-0.7144,0,0,-0.0286,0.0739,0,0,0,0,0,0.3421,0,0,0.0612,-0.3337,0,0,-0.0307
"V3",0,1.0257,-0.7651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-0.4739,1.6392,0.2258,-1.0856,0.3752,0.2027,0.1972,1.4816,-1.7392,-0.2269,-2.0591,0,0.1846,0,0,0,-0.1033,0,-0.0994,0
"V5",0.1514,-0.3082,0,-0.2108,-0.6341,0.0241,-0.326,0.1608,0.252,-0.0374,0.623,0,0.023,-0.0299,0,0.0127,-0.0229,0.0309,-0.0954,0.0117
"V6",0,0,0,0,0,0.3148,0,0,0,-0.2969,0,0,0,0,0,0,0,0,0,0
"V7",0,0.8485,0.1971,0,0,-0.0755,0.1764,0,0,0,0,0,0,0,0,0.1854,0,0,0,-0.096
"V8",0,0,1.0941,0,0,-0.1538,0,0.4933,-0.5883,-0.1768,0,0,-0.4145,0,0,0.0596,0,0,0,-0.0388
"V9",0,0,0,0.3145,-0.0333,-0.1177,-0.066,0,0.0873,0,0.3537,0,0.1743,0.2828,0,-0.0937,0.2895,0.6966,0,-0.107
"V10",0,0,0,0,0,0.2222,0,0,0,0.1952,0,0,0,0,0,0.1797,0,0,0,0
