"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-0.1933,-0.0661,-0.2298,0.1052,0,0.1117,0,0,0,-0.0951,0,0.2694,-0.2213,1.0196,0.3817,-0.0127,0.1388,0,0,-0.0383
"V2",0,0.1205,-0.7271,0,0,-0.0236,0.0613,0,0,0,0,0,0.3247,0,0,0.0564,-0.3208,0,0,-0.0301
"V3",0,1.0345,-0.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-0.51,1.7498,0.2072,-1.1082,0.3911,0.1974,0.2124,1.5476,-1.784,-0.2245,-2.1574,0,0.1775,0,0,0,-0.1125,0,-0.1035,0
"V5",0.1379,-0.3158,0,-0.2074,-0.6246,0.0241,-0.3253,0.166,0.2454,-0.0358,0.6036,0,0.0279,-0.0215,0,0.0127,-0.0187,0.0342,-0.0977,0.0112
"V6",0,0,0,0,0,0.283,0,0,0,-0.3083,0,0,0,0,0,0,0,0,0,0
"V7",0,0.8703,0.1981,0,0,-0.0703,0.1826,0,0,0,0,0,0,0,0,0.1643,0,0,0,-0.0994
"V8",0,0,1.1035,0,0,-0.1499,0,0.4655,-0.5612,-0.1462,0,0,-0.4224,0,0,0.0617,0,0,0,-0.0391
"V9",0,0,0,0.3169,-0.0477,-0.1119,-0.0746,0,0.0935,0,0.3735,0,0.2058,0.2758,0,-0.0827,0.2805,0.7324,0,-0.0985
"V10",0,0,0,0,0,0.2127,0,0,0,0.1735,0,0,0,0,0,0.1766,0,0,0,0
