"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-0.1962,-0.0668,-0.2174,0.0844,0,0.1109,0,0,0,-0.0921,0,0.2655,-0.2087,0.9993,0.3681,-0.0123,0.141,0,0,-0.0409
"V2",0,0.1084,-0.7166,0,0,-0.0225,0.0467,0,0,0,0,0,0.3241,0,0,0.0521,-0.3215,0,0,-0.0309
"V3",0,1.0353,-0.7771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-0.491,1.6791,0.2218,-1.0946,0.3904,0.1815,0.1933,1.4942,-1.7275,-0.2097,-2.1081,0,0.1815,0,0,0,-0.1016,0,-0.0977,0
"V5",0.143,-0.3018,0,-0.2108,-0.6299,0.0213,-0.322,0.1668,0.2425,-0.0323,0.6174,0,0.0232,-0.0328,0,0.0113,-0.0197,0.0335,-0.0976,0.0102
"V6",0,0,0,0,0,0.3024,0,0,0,-0.2823,0,0,0,0,0,0,0,0,0,0
"V7",0,0.8824,0.1882,0,0,-0.0747,0.1885,0,0,0,0,0,0,0,0,0.1602,0,0,0,-0.0968
"V8",0,0,1.1255,0,0,-0.1475,0,0.5008,-0.5801,-0.1802,0,0,-0.408,0,0,0.0485,0,0,0,-0.0306
"V9",0,0,0,0.3208,-0.0442,-0.1162,-0.0796,0,0.083,0,0.3777,0,0.1684,0.2732,0,-0.0809,0.3006,0.7044,0,-0.1013
"V10",0,0,0,0,0,0.1947,0,0,0,0.206,0,0,0,0,0,0.1715,0,0,0,0
