"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-0.2073,-0.084,-0.1977,0.1104,0,0.1143,0,0,0,-0.0985,0,0.2922,-0.2122,1.0229,0.3791,-0.0154,0.1521,0,0,-0.0417
"V2",0,0.1036,-0.7015,0,0,-0.0234,0.0557,0,0,0,0,0,0.3473,0,0,0.0559,-0.3321,0,0,-0.0305
"V3",0,1.0354,-0.7772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-0.4894,1.6851,0.2194,-1.0783,0.3957,0.1821,0.2153,1.5011,-1.7396,-0.199,-2.0712,0,0.1729,0,0,0,-0.1084,0,-0.0927,0
"V5",0.1453,-0.299,0,-0.2144,-0.6313,0.0243,-0.3247,0.1626,0.244,-0.0358,0.613,0,0.0176,-0.0316,0,0.0103,-0.0218,0.0289,-0.0982,0.01
"V6",0,0,0,0,0,0.3109,0,0,0,-0.3064,0,0,0,0,0,0,0,0,0,0
"V7",0,0.8557,0.2123,0,0,-0.0647,0.1603,0,0,0,0,0,0,0,0,0.164,0,0,0,-0.0958
"V8",0,0,1.1188,0,0,-0.1438,0,0.4968,-0.5783,-0.1653,0,0,-0.4094,0,0,0.0491,0,0,0,-0.0279
"V9",0,0,0,0.3005,-0.0549,-0.1105,-0.071,0,0.091,0,0.35,0,0.197,0.2903,0,-0.0843,0.2857,0.7129,0,-0.0993
"V10",0,0,0,0,0,0.2029,0,0,0,0.1708,0,0,0,0,0,0.1905,0,0,0,0
