"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-0.22,-0.1013,-0.2211,0.1348,0,0.1181,0,0,0,-0.1035,0,0.2727,-0.2074,1.0458,0.3675,-0.0173,0.1475,0,0,-0.0414
"V2",0,0.1158,-0.7063,0,0,-0.0263,0.0719,0,0,0,0,0,0.3551,0,0,0.0555,-0.3407,0,0,-0.0322
"V3",0,1.0331,-0.7691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-0.5192,1.7489,0.1932,-1.1228,0.3917,0.2029,0.2181,1.5285,-1.7726,-0.224,-2.1965,0,0.1822,0,0,0,-0.1042,0,-0.1014,0
"V5",0.1415,-0.3104,0,-0.2022,-0.6279,0.0225,-0.327,0.156,0.2529,-0.0353,0.6278,0,0.0282,-0.0301,0,0.0112,-0.0182,0.0385,-0.1006,0.0119
"V6",0,0,0,0,0,0.2834,0,0,0,-0.3008,0,0,0,0,0,0,0,0,0,0
"V7",0,0.8394,0.2197,0,0,-0.0719,0.1455,0,0,0,0,0,0,0,0,0.1755,0,0,0,-0.094
"V8",0,0,1.1013,0,0,-0.1468,0,0.4843,-0.5761,-0.1759,0,0,-0.4226,0,0,0.0506,0,0,0,-0.0249
"V9",0,0,0,0.312,-0.0349,-0.1191,-0.0709,0,0.0918,0,0.3605,0,0.1891,0.29,0,-0.0829,0.2857,0.7133,0,-0.1012
"V10",0,0,0,0,0,0.2155,0,0,0,0.1786,0,0,0,0,0,0.1778,0,0,0,0
