"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-0.2103,-0.0848,-0.218,0.115,0,0.1151,0,0,0,-0.0972,0,0.2665,-0.2069,1.0263,0.3693,-0.0197,0.1419,0,0,-0.0356
"V2",0,0.0976,-0.7142,0,0,-0.0207,0.0556,0,0,0,0,0,0.3386,0,0,0.0475,-0.3144,0,0,-0.0273
"V3",0,1.0348,-0.7737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-0.4758,1.6918,0.2169,-1.1274,0.3768,0.1809,0.2102,1.4606,-1.7004,-0.2019,-2.1178,0,0.1852,0,0,0,-0.1096,0,-0.0929,0
"V5",0.1449,-0.3038,0,-0.2201,-0.6224,0.0251,-0.3236,0.1648,0.2355,-0.0357,0.6096,0,0.0273,-0.0459,0,0.0122,-0.0203,0.0309,-0.0919,0.0121
"V6",0,0,0,0,0,0.3039,0,0,0,-0.3233,0,0,0,0,0,0,0,0,0,0
"V7",0,0.8781,0.197,0,0,-0.0635,0.1843,0,0,0,0,0,0,0,0,0.1556,0,0,0,-0.092
"V8",0,0,1.1121,0,0,-0.1325,0,0.4755,-0.5651,-0.1738,0,0,-0.4288,0,0,0.0552,0,0,0,-0.0303
"V9",0,0,0,0.3132,-0.0582,-0.1156,-0.0768,0,0.1059,0,0.3575,0,0.1731,0.3284,0,-0.0811,0.2985,0.6928,0,-0.1007
"V10",0,0,0,0,0,0.2023,0,0,0,0.1685,0,0,0,0,0,0.1978,0,0,0,0
