"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-0.1986,-0.0982,-0.2012,0.1207,0,0.1112,0,0,0,-0.1002,0,0.2868,-0.2279,1.0555,0.3928,-0.0188,0.153,0,0,-0.0405
"V2",0,0.0952,-0.7035,0,0,-0.0225,0.0511,0,0,0,0,0,0.3444,0,0,0.0531,-0.3283,0,0,-0.0266
"V3",0,1.0339,-0.7703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-0.5524,1.7941,0.2149,-1.129,0.4206,0.1935,0.2367,1.5995,-1.8561,-0.2287,-2.2629,0,0.1771,0,0,0,-0.106,0,-0.1104,0
"V5",0.1372,-0.3028,0,-0.2076,-0.6232,0.023,-0.3197,0.1671,0.2401,-0.0367,0.6107,0,0.0281,-0.0325,0,0.0106,-0.0209,0.0328,-0.0961,0.0098
"V6",0,0,0,0,0,0.3134,0,0,0,-0.3161,0,0,0,0,0,0,0,0,0,0
"V7",0,0.8716,0.1933,0,0,-0.0648,0.1729,0,0,0,0,0,0,0,0,0.1681,0,0,0,-0.1012
"V8",0,0,1.1011,0,0,-0.1434,0,0.4657,-0.5561,-0.1686,0,0,-0.4143,0,0,0.0521,0,0,0,-0.0282
"V9",0,0,0,0.3334,-0.0472,-0.1176,-0.0735,0,0.0963,0,0.3882,0,0.182,0.2887,0,-0.0798,0.2904,0.7096,0,-0.0922
"V10",0,0,0,0,0,0.2021,0,0,0,0.2127,0,0,0,0,0,0.1845,0,0,0,0
