"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-0.1955,-0.0787,-0.2111,0.093,0,0.115,0,0,0,-0.0954,0,0.2701,-0.211,1.0142,0.3777,-0.0153,0.1443,0,0,-0.0389
"V2",0,0.0953,-0.6978,0,0,-0.0256,0.0515,0,0,0,0,0,0.3462,0,0,0.058,-0.334,0,0,-0.0271
"V3",0,1.0312,-0.7651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-0.4836,1.7385,0.2016,-1.1416,0.3819,0.1875,0.2159,1.5087,-1.7488,-0.2112,-2.1537,0,0.1704,0,0,0,-0.1163,0,-0.0914,0
"V5",0.1403,-0.306,0,-0.2082,-0.6301,0.024,-0.3346,0.1627,0.244,-0.036,0.6122,0,0.0221,-0.0307,0,0.0113,-0.0191,0.0316,-0.0981,0.0108
"V6",0,0,0,0,0,0.2931,0,0,0,-0.3067,0,0,0,0,0,0,0,0,0,0
"V7",0,0.8631,0.2032,0,0,-0.0775,0.1718,0,0,0,0,0,0,0,0,0.1702,0,0,0,-0.0861
"V8",0,0,1.1044,0,0,-0.1446,0,0.4758,-0.5739,-0.1742,0,0,-0.4248,0,0,0.0506,0,0,0,-0.0231
"V9",0,0,0,0.3118,-0.0488,-0.1195,-0.0684,0,0.0995,0,0.3647,0,0.2061,0.2811,0,-0.0828,0.295,0.7095,0,-0.0978
"V10",0,0,0,0,0,0.1938,0,0,0,0.1927,0,0,0,0,0,0.1956,0,0,0,0
