"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-0.201,-0.0801,-0.2058,0.1177,0,0.1133,0,0,0,-0.0935,0,0.2801,-0.207,1.0293,0.3857,-0.0107,0.1388,0,0,-0.0429
"V2",0,0.119,-0.7197,0,0,-0.0255,0.0668,0,0,0,0,0,0.3393,0,0,0.0512,-0.3284,0,0,-0.0319
"V3",0,1.0334,-0.7672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-0.4648,1.6868,0.2132,-1.0887,0.3767,0.1825,0.2014,1.476,-1.7125,-0.203,-2.044,0,0.17,0,0,0,-0.1242,0,-0.088,0
"V5",0.1388,-0.292,0,-0.2123,-0.6282,0.022,-0.3183,0.1807,0.231,-0.0377,0.6008,0,0.0253,-0.0329,0,0.013,-0.0191,0.0331,-0.1021,0.011
"V6",0,0,0,0,0,0.3019,0,0,0,-0.2868,0,0,0,0,0,0,0,0,0,0
"V7",0,0.8546,0.2093,0,0,-0.0802,0.1621,0,0,0,0,0,0,0,0,0.1645,0,0,0,-0.0953
"V8",0,0,1.1171,0,0,-0.1487,0,0.4862,-0.5934,-0.1725,0,0,-0.4149,0,0,0.0514,0,0,0,-0.0246
"V9",0,0,0,0.2862,-0.0658,-0.1025,-0.0948,0,0.1008,0,0.3197,0,0.1714,0.316,0,-0.0805,0.2861,0.6997,0,-0.1019
"V10",0,0,0,0,0,0.1895,0,0,0,0.1767,0,0,0,0,0,0.1931,0,0,0,0
