"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-0.2052,-0.0667,-0.2279,0.109,0,0.1222,0,0,0,-0.1087,0,0.2654,-0.2174,1.0203,0.3711,-0.0156,0.138,0,0,-0.039
"V2",0,0.1192,-0.7148,0,0,-0.0223,0.0591,0,0,0,0,0,0.3318,0,0,0.06,-0.3331,0,0,-0.0402
"V3",0,1.0323,-0.7649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-0.507,1.7365,0.1984,-1.1066,0.3953,0.1954,0.2074,1.5318,-1.7772,-0.2232,-2.1442,0,0.1626,0,0,0,-0.1081,0,-0.0986,0
"V5",0.1398,-0.2906,0,-0.2239,-0.6291,0.0269,-0.3318,0.1737,0.2357,-0.0398,0.5899,0,0.0241,-0.0345,0,0.012,-0.0234,0.0369,-0.103,0.0117
"V6",0,0,0,0,0,0.2947,0,0,0,-0.311,0,0,0,0,0,0,0,0,0,0
"V7",0,0.8385,0.2212,0,0,-0.0768,0.1542,0,0,0,0,0,0,0,0,0.166,0,0,0,-0.1066
"V8",0,0,1.0988,0,0,-0.1515,0,0.482,-0.5827,-0.1808,0,0,-0.4217,0,0,0.0502,0,0,0,-0.0365
"V9",0,0,0,0.2989,-0.0481,-0.1131,-0.082,0,0.1029,0,0.3409,0,0.1953,0.2823,0,-0.0891,0.29,0.7073,0,-0.0998
"V10",0,0,0,0,0,0.2159,0,0,0,0.1922,0,0,0,0,0,0.1884,0,0,0,0
