"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-0.2173,-0.0819,-0.2054,0.1215,0,0.1209,0,0,0,-0.0974,0,0.2896,-0.2118,1.0274,0.3711,-0.0162,0.15,0,0,-0.0394
"V2",0,0.1056,-0.7137,0,0,-0.0272,0.0523,0,0,0,0,0,0.3302,0,0,0.047,-0.3221,0,0,-0.0312
"V3",0,1.0338,-0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-0.4801,1.7283,0.1954,-1.1188,0.385,0.1915,0.2084,1.5117,-1.7464,-0.2074,-2.1269,0,0.166,0,0,0,-0.1128,0,-0.0902,0
"V5",0.1444,-0.315,0,-0.214,-0.6325,0.0251,-0.3318,0.1615,0.2483,-0.0354,0.6078,0,0.0293,-0.028,0,0.011,-0.0201,0.03,-0.0947,0.0108
"V6",0,0,0,0,0,0.3103,0,0,0,-0.2915,0,0,0,0,0,0,0,0,0,0
"V7",0,0.849,0.2164,0,0,-0.0727,0.1612,0,0,0,0,0,0,0,0,0.1619,0,0,0,-0.1032
"V8",0,0,1.1118,0,0,-0.1426,0,0.4742,-0.555,-0.1565,0,0,-0.4078,0,0,0.0469,0,0,0,-0.0371
"V9",0,0,0,0.3025,-0.0529,-0.1137,-0.076,0,0.1031,0,0.3454,0,0.1906,0.3091,0,-0.0782,0.2841,0.7048,0,-0.0997
"V10",0,0,0,0,0,0.197,0,0,0,0.205,0,0,0,0,0,0.1879,0,0,0,0
