"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-0.2074,-0.0866,-0.2266,0.1179,0,0.1277,0,0,0,-0.1127,0,0.2765,-0.2143,1.0228,0.3618,-0.0227,0.1482,0,0,-0.0397
"V2",0,0.1242,-0.7144,0,0,-0.0216,0.062,0,0,0,0,0,0.3325,0,0,0.0622,-0.3389,0,0,-0.0369
"V3",0,1.0289,-0.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-0.4582,1.685,0.2183,-1.1318,0.3783,0.2032,0.2145,1.5196,-1.737,-0.2131,-2.1117,0,0.1752,0,0,0,-0.1168,0,-0.0882,0
"V5",0.1412,-0.2982,0,-0.2121,-0.6304,0.0271,-0.3278,0.1617,0.2461,-0.0365,0.6055,0,0.0294,-0.0365,0,0.0144,-0.0257,0.0316,-0.0923,0.0126
"V6",0,0,0,0,0,0.3077,0,0,0,-0.3197,0,0,0,0,0,0,0,0,0,0
"V7",0,0.8648,0.1902,0,0,-0.0735,0.1781,0,0,0,0,0,0,0,0,0.1789,0,0,0,-0.0994
"V8",0,0,1.0693,0,0,-0.164,0,0.4552,-0.5484,-0.1712,0,0,-0.4235,0,0,0.0539,0,0,0,-0.0208
"V9",0,0,0,0.3029,-0.0579,-0.1186,-0.0851,0,0.097,0,0.3554,0,0.1954,0.2922,0,-0.0874,0.2867,0.7221,0,-0.1023
"V10",0,0,0,0,0,0.2332,0,0,0,0.1547,0,0,0,0,0,0.1857,0,0,0,0
