"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-0.2119,-0.064,-0.2414,0.1046,0,0.1147,0,0,0,-0.0952,0,0.2652,-0.2073,0.9985,0.3523,-0.0099,0.142,0,0,-0.0395
"V2",0,0.0866,-0.7,0,0,-0.0206,0.0538,0,0,0,0,0,0.3545,0,0,0.052,-0.3189,0,0,-0.0273
"V3",0,1.0393,-0.7729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-0.4845,1.6914,0.2188,-1.0713,0.3797,0.1764,0.2182,1.4635,-1.6964,-0.1936,-2.0479,0,0.1926,0,0,0,-0.1189,0,-0.0874,0
"V5",0.1349,-0.2833,0,-0.2202,-0.6226,0.0248,-0.322,0.1729,0.2284,-0.0353,0.6011,0,0.0222,-0.0495,0,0.01,-0.0254,0.0304,-0.093,0.0121
"V6",0,0,0,0,0,0.3206,0,0,0,-0.3008,0,0,0,0,0,0,0,0,0,0
"V7",0,0.8394,0.2289,0,0,-0.0638,0.1508,0,0,0,0,0,0,0,0,0.1648,0,0,0,-0.0906
"V8",0,0,1.097,0,0,-0.1465,0,0.4642,-0.5595,-0.1534,0,0,-0.437,0,0,0.0652,0,0,0,-0.0359
"V9",0,0,0,0.3196,-0.0464,-0.1108,-0.0809,0,0.1023,0,0.3641,0,0.2239,0.2702,0,-0.0783,0.2812,0.7247,0,-0.0958
"V10",0,0,0,0,0,0.2124,0,0,0,0.1845,0,0,0,0,0,0.163,0,0,0,0
