"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0,0,0,0,0,0,0,0,0,0,0.7135,0,0,0,0,0,0,0,0,0
"V2",0,0,0,0,0,0,0,0,0,0,0,0.0267,0,0,0,0,0,0,0,0
"V3",0,0,0,0,0,0,0,0,0,0,0,0,0.0297,0,0,0,0,0,0,0
"V4",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7983,0,0,0,0,0,0
"V5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319,0,0,0,0,0
"V6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215,0,0,0,0
"V7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1273,0,0,0
"V8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852,0,0
"V9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304,0
"V10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153
