"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-0.1851,-0.0884,-0.2062,0.0973,0,0.1175,0,0,0,-0.0959,0,0.2837,-0.2182,1.0174,0.3791,-0.0168,0.1507,0,0,-0.036
"V2",0,0.0892,-0.7136,0,0,-0.0245,0.0559,0,0,0,0,0,0.3431,0,0,0.0525,-0.3102,0,0,-0.0303
"V3",0,1.033,-0.7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-0.4666,1.6551,0.2107,-1.0857,0.3783,0.186,0.2081,1.4836,-1.7265,-0.2038,-2.0466,0,0.1764,0,0,0,-0.1134,0,-0.0901,0
"V5",0.136,-0.2905,0,-0.2151,-0.626,0.0264,-0.3214,0.1797,0.2324,-0.0372,0.5887,0,0.0307,-0.0352,0,0.0115,-0.0231,0.0332,-0.0965,0.0114
"V6",0,0,0,0,0,0.2716,0,0,0,-0.2659,0,0,0,0,0,0,0,0,0,0
"V7",0,0.8542,0.1976,0,0,-0.0836,0.1593,0,0,0,0,0,0,0,0,0.1696,0,0,0,-0.0967
"V8",0,0,1.0939,0,0,-0.1419,0,0.4796,-0.5781,-0.1641,0,0,-0.4157,0,0,0.0549,0,0,0,-0.0429
"V9",0,0,0,0.3153,-0.0595,-0.1151,-0.0821,0,0.0946,0,0.37,0,0.1841,0.2861,0,-0.0765,0.2873,0.7168,0,-0.0987
"V10",0,0,0,0,0,0.1933,0,0,0,0.1872,0,0,0,0,0,0.1963,0,0,0,0
