"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-0.2206,-0.0857,-0.2252,0.1225,0,0.1127,0,0,0,-0.0956,0,0.2757,-0.2079,1.0255,0.3571,-0.0153,0.14,0,0,-0.038
"V2",0,0.1287,-0.7259,0,0,-0.0211,0.0641,0,0,0,0,0,0.3289,0,0,0.05,-0.3351,0,0,-0.0298
"V3",0,1.0343,-0.7669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-0.459,1.6957,0.2288,-1.1246,0.3681,0.1792,0.2001,1.4839,-1.6945,-0.1946,-2.0948,0,0.1803,0,0,0,-0.1058,0,-0.0972,0
"V5",0.1439,-0.2951,0,-0.2154,-0.628,0.0229,-0.3221,0.1758,0.2276,-0.0353,0.6044,0,0.0226,-0.0356,0,0.0106,-0.0205,0.0311,-0.0965,0.0109
"V6",0,0,0,0,0,0.292,0,0,0,-0.3087,0,0,0,0,0,0,0,0,0,0
"V7",0,0.877,0.1929,0,0,-0.0703,0.1753,0,0,0,0,0,0,0,0,0.1608,0,0,0,-0.0856
"V8",0,0,1.1278,0,0,-0.1398,0,0.4877,-0.583,-0.1799,0,0,-0.4328,0,0,0.044,0,0,0,-0.0203
"V9",0,0,0,0.3151,-0.0678,-0.1101,-0.0796,0,0.1069,0,0.3536,0,0.187,0.3363,0,-0.0751,0.2832,0.7069,0,-0.0971
"V10",0,0,0,0,0,0.2249,0,0,0,0.1695,0,0,0,0,0,0.1663,0,0,0,0
