"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-0.1999,-0.0687,-0.222,0.1045,0,0.1058,0,0,0,-0.0902,0,0.2703,-0.2082,1.0013,0.3783,-0.0143,0.1435,0,0,-0.0351
"V2",0,0.0908,-0.7049,0,0,-0.022,0.0578,0,0,0,0,0,0.3525,0,0,0.0519,-0.3195,0,0,-0.0249
"V3",0,1.0393,-0.7719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-0.4558,1.6951,0.207,-1.1326,0.3643,0.1803,0.1936,1.4429,-1.6633,-0.1918,-2.0839,0,0.1616,0,0,0,-0.1078,0,-0.0888,0
"V5",0.1453,-0.3053,0,-0.2164,-0.6317,0.0208,-0.3229,0.1655,0.2346,-0.0336,0.6096,0,0.0275,-0.0304,0,0.0112,-0.0164,0.0348,-0.1006,0.0096
"V6",0,0,0,0,0,0.2815,0,0,0,-0.3019,0,0,0,0,0,0,0,0,0,0
"V7",0,0.881,0.2017,0,0,-0.065,0.1848,0,0,0,0,0,0,0,0,0.1575,0,0,0,-0.0853
"V8",0,0,1.106,0,0,-0.1396,0,0.4572,-0.5423,-0.149,0,0,-0.4322,0,0,0.0571,0,0,0,-0.0225
"V9",0,0,0,0.3173,-0.0425,-0.1094,-0.063,0,0.0875,0,0.3726,0,0.2074,0.2815,0,-0.0847,0.3013,0.7142,0,-0.0912
"V10",0,0,0,0,0,0.2158,0,0,0,0.1741,0,0,0,0,0,0.2014,0,0,0,0
