"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-0.2033,-0.0863,-0.2064,0.1081,0,0.1131,0,0,0,-0.0927,0,0.2865,-0.2169,1.0272,0.3709,-0.0133,0.1473,0,0,-0.0357
"V2",0,0.093,-0.701,0,0,-0.0265,0.0511,0,0,0,0,0,0.3458,0,0,0.0543,-0.3256,0,0,-0.0265
"V3",0,1.0368,-0.7747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-0.4754,1.7136,0.1812,-1.1029,0.3713,0.1813,0.1957,1.4506,-1.682,-0.191,-2.0895,0,0.1693,0,0,0,-0.1113,0,-0.0824,0
"V5",0.133,-0.2928,0,-0.2152,-0.6218,0.0242,-0.3268,0.1789,0.2245,-0.0381,0.5936,0,0.0241,-0.0394,0,0.0116,-0.0214,0.0315,-0.0947,0.0118
"V6",0,0,0,0,0,0.3069,0,0,0,-0.2967,0,0,0,0,0,0,0,0,0,0
"V7",0,0.8405,0.2273,0,0,-0.0693,0.1449,0,0,0,0,0,0,0,0,0.1638,0,0,0,-0.0907
"V8",0,0,1.1189,0,0,-0.1394,0,0.4783,-0.5764,-0.165,0,0,-0.4223,0,0,0.0564,0,0,0,-0.0303
"V9",0,0,0,0.2961,-0.0593,-0.1031,-0.1013,0,0.1022,0,0.349,0,0.1885,0.2942,0,-0.0815,0.2897,0.7169,0,-0.0957
"V10",0,0,0,0,0,0.1975,0,0,0,0.1972,0,0,0,0,0,0.165,0,0,0,0
