29	23	27	2	24	6	3	30	32	38
16	43	42	29	50	59	27	41	35	56
8	52	33	7	55	47	4	15	22	32
56	25	42	60	59	35	49	47	8	11
38	46	15	22	20	26	10	40	6	59
5	47	50	26	34	20	41	32	53	44
28	53	29	36	32	40	30	42	24	47
6	59	43	32	8	47	40	23	15	17
35	41	51	13	29	24	57	59	42	20
20	29	17	10	23	16	14	35	50	57
55	34	12	41	37	19	29	2	53	57
7	41	45	46	40	53	17	55	29	34
57	14	60	10	53	56	58	3	59	28
47	36	19	25	48	35	15	28	60	9
50	11	6	2	1	54	48	3	35	60
14	5	21	42	34	25	50	1	27	8
31	34	38	12	20	19	59	32	36	9
40	46	23	58	39	14	52	8	27	3
19	60	56	12	28	25	45	1	42	58
3	31	26	29	37	28	41	51	42	23
6	56	22	44	46	45	33	18	39	25
31	29	25	11	16	49	48	26	32	37
9	35	12	4	57	52	29	8	34	30
19	40	24	13	14	22	2	60	29	52
5	35	28	38	45	11	52	29	48	33
10	4	1	12	30	9	59	56	52	55
10	60	5	41	25	29	33	47	7	15
4	9	60	11	44	50	28	45	12	22
23	42	55	13	43	29	59	47	57	48
2	34	52	10	24	18	31	44	21	32
58	49	48	55	11	37	40	44	36	17
3	8	17	48	51	25	54	2	45	27
59	52	10	21	4	25	24	18	48	26
43	40	49	15	44	23	4	47	51	6
31	45	7	2	25	8	53	50	49	51
42	60	22	4	25	30	55	59	32	49
38	52	8	47	55	13	50	36	60	35
48	32	44	29	51	7	47	10	40	24
37	22	24	42	54	49	33	52	56	40
54	14	6	48	24	40	51	16	17	29
34	38	35	10	24	21	5	13	52	47
48	8	32	4	38	46	50	59	16	40
30	33	51	57	2	20	29	40	58	36
17	57	53	27	42	31	54	21	46	52
24	43	53	52	5	2	31	1	11	55
48	12	56	44	46	24	17	37	45	52
54	50	29	28	4	26	33	6	18	14
35	26	25	4	15	14	39	60	7	52
5	44	33	48	6	15	3	35	55	37
8	31	3	6	27	40	33	11	54	36
19	48	11	14	34	59	45	32	1	49
48	24	51	39	14	10	47	18	17	21
46	10	40	37	60	21	7	56	38	30
45	60	33	46	38	30	56	51	58	42
12	45	13	24	59	22	3	11	54	33
16	25	10	51	20	12	43	2	3	28
57	36	35	37	52	13	48	3	43	2
25	36	12	46	58	10	34	50	35	11
55	23	3	13	51	48	32	30	1	7
13	49	23	19	15	17	24	11	30	34
