58	5	52	33	11	13	39	32	31	50
35	6	10	59	9	37	60	20	56	53
48	24	44	17	36	49	12	26	6	7
4	5	37	24	36	48	42	52	41	55
45	15	42	40	44	58	18	28	41	30
58	11	53	43	17	35	25	7	29	50
27	35	7	12	10	3	15	13	19	58
60	31	23	15	21	22	51	27	32	1
36	46	39	31	47	53	17	43	15	1
6	20	18	2	10	25	42	37	38	24
56	59	55	27	51	22	33	30	44	15
40	36	39	18	19	11	6	16	56	28
60	2	42	52	49	7	57	24	46	45
22	38	51	2	5	21	9	57	41	17
50	11	40	60	43	13	20	54	14	18
6	27	59	2	36	4	10	37	29	1
18	23	9	5	26	21	45	29	43	24
1	60	10	21	41	9	16	35	15	17
10	23	52	51	59	38	14	57	33	11
7	34	16	5	9	3	37	42	53	14
54	36	1	20	30	35	25	43	8	50
51	21	36	18	5	29	45	41	50	57
24	9	20	32	31	59	7	22	44	10
31	8	51	44	32	22	27	48	53	26
32	54	34	45	38	26	12	60	10	11
52	8	38	25	35	41	17	3	44	19
40	53	16	57	47	44	36	29	21	42
36	47	58	45	48	27	56	18	11	26
2	49	16	39	45	38	36	13	25	48
15	13	16	45	19	34	10	5	17	12
55	56	2	34	3	24	29	45	33	14
55	46	33	52	21	19	34	5	20	10
49	43	40	53	46	31	1	6	27	60
51	56	57	22	18	44	12	60	49	19
21	41	42	46	34	6	31	3	40	56
36	14	42	58	20	2	46	41	27	37
48	20	53	33	17	15	49	59	8	54
40	58	12	48	28	33	3	30	55	26
4	31	60	49	34	39	35	56	50	10
29	50	60	44	11	39	59	9	23	3
14	40	51	20	2	50	26	49	18	36
2	31	20	58	54	42	19	34	22	30
58	37	9	48	41	6	60	16	23	27
17	49	46	16	35	6	37	19	56	57
41	24	23	12	60	46	51	28	11	31
12	25	50	59	52	21	38	32	6	22
56	4	23	14	13	20	50	27	42	18
28	57	8	5	40	52	6	35	58	36
38	3	47	57	25	19	59	12	31	52
16	39	4	54	6	19	36	27	28	20
47	17	38	53	19	45	43	7	9	22
42	39	40	1	8	43	46	58	50	47
14	31	46	30	35	59	40	4	26	12
21	33	44	24	29	8	12	16	57	13
16	53	34	54	35	14	6	29	24	36
46	24	33	12	53	29	15	13	50	36
43	39	46	34	29	49	22	13	15	47
43	51	22	37	2	59	26	28	40	18
38	20	19	37	25	6	13	52	57	34
20	2	34	3	15	11	25	41	33	17
