X1	X2	X3	X4	X5	X6	X7
-2.221439	-0.253618	0.264771	0.028061	-1.044391	-1.553677	0.947235
-1.988216	-0.261215	-0.014365	-0.040089	-0.837872	-1.188153	0.633796
-1.559009	-0.276160	-0.519384	-0.159096	-0.463266	-0.522765	0.065930
-1.001531	-0.298221	-1.153895	-0.298073	0.009733	0.323369	-0.650002
-0.401729	-0.327607	-1.796608	-0.419256	0.493185	1.199705	-1.381154
0.151506	-0.365313	-2.324044	-0.486270	0.897145	1.951849	-1.993950
0.581847	-0.413179	-2.633275	-0.472384	1.146097	2.449320	-2.379383
0.838263	-0.473465	-2.660310	-0.366936	1.192379	2.608244	-2.472742
0.902669	-0.547953	-2.390651	-0.178662	1.024194	2.404814	-2.263904
0.791186	-0.636672	-1.860208	0.064890	0.666767	1.877186	-1.796400
0.549006	-0.736563	-1.146757	0.321821	0.176688	1.115939	-1.155882
0.240082	-0.840480	-0.353987	0.543438	-0.369351	0.245336	-0.450839
-0.066186	-0.936923	0.408456	0.683514	-0.888906	-0.600608	0.210067
-0.308474	-1.010793	1.044813	0.707459	-1.308526	-1.302373	0.739088
-0.444701	-1.045274	1.489015	0.599623	-1.575955	-1.774854	1.084573
-0.458691	-1.024653	1.713630	0.367189	-1.667653	-1.979283	1.237288
-0.361252	-0.937606	1.730587	0.039931	-1.590408	-1.925480	1.227098
-0.185736	-0.780336	1.584134	-0.334344	-1.377102	-1.664568	1.111356
0.020740	-0.558771	1.338070	-0.697776	-1.077898	-1.274439	0.958109
0.208370	-0.289217	1.060362	-0.992519	-0.748807	-0.841399	0.828285
0.335689	0.002980	0.808576	-1.170951	-0.440251	-0.442138	0.761047
0.378204	0.286754	0.619189	-1.204108	-0.187768	-0.129686	0.765550
0.332964	0.530216	0.502793	-1.086784	-0.006762	0.073979	0.820723
0.218274	0.706333	0.445731	-0.838262	0.107975	0.177686	0.882782
0.068819	0.798232	0.417315	-0.498563	0.178222	0.213923	0.898296
-0.072638	0.803065	0.380461	-0.120912	0.234918	0.226930	0.819501
-0.165068	0.733396	0.303075	0.238155	0.309196	0.259118	0.618013
-0.178405	0.615612	0.167347	0.529103	0.423963	0.339085	0.293704
-0.100284	0.485389	-0.025031	0.718199	0.587821	0.473925	-0.123366
0.061099	0.380891	-0.252888	0.793090	0.792557	0.647342	-0.578294
0.278433	0.334959	-0.480484	0.764105	1.014653	0.823823	-1.002611
0.510728	0.367839	-0.665982	0.661077	1.220329	0.957524	-1.328770
0.711489	0.482092	-0.771257	0.526382	1.372960	1.003718	-1.504443
0.837905	0.660909	-0.770726	0.405578	1.441180	0.930045	-1.503355
0.859275	0.870517	-0.657029	0.337575	1.405920	0.724975	-1.330294
0.762990	1.066490	-0.442476	0.346357	1.265017	0.401706	-1.019314
0.557020	1.202872	-0.155974	0.435795	1.034366	-0.003324	-0.625816
0.268543	1.242397	0.163569	0.588780	0.745538	-0.436799	-0.214481
-0.060838	1.165635	0.475663	0.770717	0.440322	-0.838285	0.154010
-0.382338	0.976957	0.746404	0.936722	0.163343	-1.151221	0.434482
-0.648206	0.705764	0.954429	1.040989	-0.045833	-1.332936	0.604482
-0.819445	0.402267	1.093430	1.046586	-0.159591	-1.361630	0.665960
-0.871703	0.128288	1.170759	0.933435	-0.167015	-1.239277	0.641407
-0.798541	-0.055351	1.202829	0.703074	-0.075650	-0.990112	0.565877
-0.611658	-0.102421	1.208611	0.379097	0.089893	-0.655426	0.477168
-0.338359	0.007028	1.203185	0.003134	0.292139	-0.285982	0.406712
-0.016894	0.259556	1.193002	-0.372688	0.486923	0.066275	0.373424
0.309398	0.607760	1.174199	-0.695446	0.630490	0.355671	0.381756
0.598135	0.976908	1.134411	-0.921261	0.686413	0.548244	0.424099
0.813328	1.278032	1.057476	-1.023300	0.631158	0.624587	0.486408
0.929495	1.425260	0.929840	-0.996454	0.457758	0.580292	0.555140
0.934214	1.354146	0.746742	-0.857656	0.176939	0.424376	0.623255
0.828967	1.037249	0.516462	-0.641971	-0.184178	0.176686	0.693402
0.628497	0.493596	0.261239	-0.395240	-0.585549	-0.135065	0.777192
0.358847	-0.210420	0.014329	-0.164828	-0.979436	-0.478030	0.890696
0.054416	-0.969469	-0.186308	0.009592	-1.316565	-0.816575	1.047367
-0.245772	-1.656042	-0.306346	0.103363	-1.552529	-1.114424	1.250506
-0.502257	-2.142739	-0.323512	0.110822	-1.653610	-1.336955	1.487569
-0.679619	-2.326052	-0.233957	0.045253	-1.601346	-1.453974	1.728333
-0.750841	-2.147103	-0.054913	-0.065126	-1.395343	-1.443127	1.928021
-0.701210	-1.605161	0.177235	-0.184138	-1.053796	-1.293595	2.035100
-0.531175	-0.761023	0.413351	-0.276035	-0.611700	-1.009487	2.002349
-0.257665	0.270795	0.601119	-0.313455	-0.116831	-0.611940	1.798628
