X1	X2	X3	X4	X5	X6	X7
-0.261862	0.019483	0.759412	0.619955	0.901117	-0.941165	0.901986
-0.319667	0.076752	0.722846	0.582643	0.858902	-0.778976	0.767808
-0.416861	0.180179	0.652973	0.511131	0.775203	-0.489112	0.523955
-0.520450	0.309153	0.556309	0.411366	0.651214	-0.132910	0.214590
-0.590532	0.436605	0.442025	0.291857	0.488860	0.215352	-0.105492
-0.588486	0.532986	0.321467	0.163010	0.291061	0.484520	-0.381626
-0.486944	0.570949	0.206660	0.036100	0.062133	0.622575	-0.570036
-0.276185	0.529867	0.108669	-0.077980	-0.191620	0.607194	-0.645616
0.031682	0.399636	0.035618	-0.170275	-0.460971	0.450319	-0.606033
0.402982	0.183253	-0.009114	-0.235113	-0.732976	0.194406	-0.470472
0.787240	-0.102615	-0.028423	-0.271250	-0.991243	-0.098209	-0.274413
1.125460	-0.428913	-0.031520	-0.282177	-1.216255	-0.359624	-0.060982
1.360261	-0.757586	-0.032808	-0.275814	-1.387039	-0.532129	0.129027
1.446968	-1.046573	-0.049260	-0.262950	-1.483814	-0.580836	0.265366
1.361795	-1.255802	-0.096808	-0.255343	-1.490982	-0.501055	0.334291
1.107726	-1.353207	-0.186191	-0.262847	-1.400380	-0.317795	0.340039
0.715282	-1.319916	-0.319220	-0.291202	-1.214131	-0.079326	0.301881
0.237922	-1.153663	-0.486803	-0.340168	-0.945577	0.155266	0.247735
-0.255894	-0.869642	-0.668868	-0.402966	-0.619076	0.330147	0.206250
-0.694036	-0.498925	-0.836733	-0.467043	-0.267420	0.405864	0.198385
-1.012987	-0.084100	-0.958217	-0.516459	0.072289	0.367912	0.231486
-1.168412	0.326830	-1.003552	-0.535063	0.364207	0.229358	0.297214
-1.142409	0.687428	-0.952143	-0.510234	0.578997	0.026715	0.372881
-0.946571	0.959654	-0.797834	-0.436336	0.698606	-0.189620	0.427632
-0.619350	1.119218	-0.551809	-0.316723	0.719182	-0.367752	0.430182
-0.218466	1.158670	-0.241945	-0.164154	0.651347	-0.466854	0.357886
0.189154	1.087649	0.091130	0.000967	0.518065	-0.466291	0.203787
0.540077	0.930491	0.400954	0.154089	0.350268	-0.369815	-0.019151
0.784683	0.721278	0.643962	0.271385	0.180812	-0.203313	-0.278605
0.896030	0.497786	0.787852	0.334702	0.038968	-0.007861	-0.527903
0.873010	0.294998	0.817982	0.335912	-0.054887	0.171397	-0.714715
0.739069	0.139470	0.740304	0.279269	-0.092123	0.296071	-0.791851
0.535899	0.045665	0.579922	0.181303	-0.076458	0.343840	-0.727549
0.313972	0.014516	0.375692	0.067949	-0.021765	0.312828	-0.513902
