X1	X2	X3	X4	X5	X6	X7
-0.708121	0.459257	-0.317016	-0.284733	-1.505472	-1.473533	-1.513767
-0.499264	0.460942	-0.391964	-0.409568	-1.501081	-1.414136	-1.278003
-0.121193	0.463263	-0.512808	-0.624089	-1.475324	-1.293630	-0.839820
0.354071	0.464196	-0.629587	-0.866256	-1.399716	-1.110725	-0.261030
0.835532	0.460848	-0.685609	-1.061820	-1.243795	-0.867941	0.377170
1.229924	0.449643	-0.634087	-1.142022	-0.986219	-0.575380	0.985862
1.458838	0.426598	-0.452873	-1.060264	-0.624534	-0.253280	1.481010
1.473009	0.387675	-0.153416	-0.803907	-0.180811	0.067679	1.794935
1.261137	0.329244	0.218623	-0.398578	0.298540	0.348989	1.885037
0.851685	0.248670	0.591587	0.096129	0.749194	0.549755	1.738699
0.307391	0.144981	0.883252	0.598509	1.100505	0.634041	1.373695
-0.286335	0.019571	1.019923	1.021604	1.289859	0.578723	0.834511
-0.836971	-0.123177	0.954747	1.291213	1.276553	0.379953	0.185297
-1.261315	-0.275468	0.680713	1.361131	1.052175	0.056722	-0.499321
-1.499835	-0.426072	0.235086	1.222316	0.644755	-0.349788	-1.144000
-1.526376	-0.560840	-0.306115	0.904029	0.115709	-0.781116	-1.681801
-1.351326	-0.663855	-0.842768	0.466916	-0.450211	-1.170336	-2.061397
-1.018182	-0.719234	-1.271200	-0.010290	-0.959898	-1.452992	-2.251710
-0.594127	-0.713466	-1.506230	-0.447288	-1.328891	-1.578227	-2.243795
-0.156669	-0.637959	-1.499741	-0.778214	-1.496714	-1.517841	-2.049852
0.220922	-0.491459	-1.251372	-0.963649	-1.437508	-1.271423	-1.700138
0.482681	-0.281804	-0.809037	-0.996078	-1.163710	-0.866373	-1.238064
0.599041	-0.026579	-0.258812	-0.897891	-0.722128	-0.352861	-0.714575
0.570351	0.247687	0.293531	-0.712837	-0.183383	0.205412	-0.182192
0.424507	0.507987	0.745269	-0.493163	0.372799	0.742770	0.310491
0.209333	0.718732	1.018739	-0.285797	0.873320	1.203057	0.723400
-0.018571	0.846753	1.077668	-0.120947	1.264933	1.548709	1.028349
-0.206052	0.866624	0.934227	-0.005811	1.522251	1.765758	1.210893
-0.314209	0.765436	0.645106	0.075180	1.649114	1.863593	1.270624
-0.325762	0.546106	0.297814	0.153815	1.673169	1.869918	1.219868
-0.247605	0.228486	-0.009983	0.267070	1.635455	1.822020	1.081164
-0.108054	-0.152248	-0.193153	0.444406	1.577590	1.756387	0.883529
0.050183	-0.549838	-0.198764	0.696747	1.529699	1.699163	0.658354
0.179958	-0.913401	-0.018404	1.009996	1.502194	1.659479	0.435175
0.240257	-1.195085	0.309801	1.344861	1.483172	1.627241	0.238112
0.205250	-1.357695	0.709694	1.643319	1.442087	1.575932	0.083287
0.070083	-1.380901	1.084285	1.840346	1.338777	1.469616	-0.022250
-0.147986	-1.264863	1.337742	1.878336	1.135491	1.272859	-0.080078
-0.412831	-1.030447	1.397154	1.720878	0.808971	0.961031	-0.098591
-0.676740	-0.715847	1.229401	1.362737	0.359541	0.528812	-0.090312
-0.889861	-0.370126	0.849167	0.833570	-0.185132	-0.005152	-0.068731
-1.010076	-0.044763	0.316644	0.194482	-0.772716	-0.598558	-0.045495
-1.011169	0.215287	-0.274719	-0.472071	-1.334834	-1.190887	-0.028438
-0.887843	0.379246	-0.817603	-1.076931	-1.799923	-1.712923	-0.020794
-0.656576	0.435461	-1.212955	-1.540367	-2.107279	-2.098509	-0.021563
-0.352315	0.392578	-1.390337	-1.806291	-2.219206	-2.296103	-0.026982
-0.021754	0.276666	-1.321828	-1.851658	-2.128481	-2.277994	-0.032411
0.285389	0.124878	-1.026976	-1.689201	-1.859363	-2.045160	-0.034065
0.525363	-0.023124	-0.567655	-1.363086	-1.461940	-1.626989	-0.030238
0.667880	-0.134127	-0.034360	-0.938679	-1.001015	-1.076029	-0.021366
0.700870	-0.188851	0.472982	-0.488688	-0.542222	-0.458812	-0.009238
0.631683	-0.186231	0.865533	-0.078857	-0.138377	0.155288	0.004657
0.484687	-0.143464	1.082933	0.243921	0.180591	0.704930	0.020851
0.295994	-0.091711	1.104137	0.458607	0.412058	1.145450	0.043129
0.106460	-0.068174	0.949587	0.571001	0.578266	1.453680	0.078700
-0.045665	-0.106262	0.674740	0.608926	0.717838	1.628444	0.136892
-0.131064	-0.225931	0.356565	0.612931	0.873210	1.686915	0.226629
-0.133586	-0.426459	0.076284	0.624964	1.077093	1.658027	0.352946
-0.051766	-0.683375	-0.098054	0.677575	1.341200	1.574560	0.513690
0.102196	-0.950636	-0.125313	0.786041	1.650172	1.465688	0.697138
0.305805	-1.167881	0.001094	0.944944	1.962288	1.351480	0.881688
0.530839	-1.271564	0.253086	1.129717	2.216994	1.240310	1.037876
0.748439	-1.207870	0.574915	1.302529	2.347809	1.129443	1.132918
0.933530	-0.944800	0.895319	1.420892	2.297691	1.008189	1.137058
1.068132	-0.480829	1.142320	1.446972	2.033451	0.862661	1.030388
1.143000	0.151837	1.257352	1.355548	1.555785	0.680780	0.808800
1.157711	0.890352	1.206063	1.139013	0.902441	0.456365	0.487345
1.119413	1.650384	0.983913	0.808539	0.143677	0.191320	0.100104
1.040631	2.339709	0.615835	0.391585	-0.629466	-0.104341	-0.304058
0.936797	2.873745	0.150428	-0.073522	-1.321630	-0.414352	-0.669311
0.823607	3.189962	-0.349740	-0.544433	-1.850966	-0.719482	-0.942964
0.714849	3.258375	-0.819728	-0.981530	-2.164579	-1.001042	-1.085912
0.620646	3.085956	-1.203367	-1.353293	-2.248256	-1.243942	-1.081148
0.546103	2.714099	-1.462106	-1.639377	-2.128457	-1.438472	-0.938482
0.490607	2.209677	-1.580204	-1.831222	-1.865957	-1.580659	-0.694064
0.447565	1.651526	-1.565738	-1.930574	-1.542684	-1.671341	-0.404456
0.404704	1.115144	-1.447623	-1.946673	-1.244273	-1.714384	-0.136252
0.345196	0.658830	-1.269541	-1.893058	-1.042218	-1.714954	0.047019
0.249469	0.314073	-1.081839	-1.784774	-0.979186	-1.678129	0.097931
0.097993	0.082143	-0.932900	-1.636442	-1.060667	-1.608585	-0.004589
-0.125288	-0.062532	-0.861099	-1.461373	-1.254482	-1.511026	-0.249911
-0.429068	-0.163085	-0.888454	-1.271348	-1.498219	-1.391269	-0.596870
-0.811090	-0.267238	-1.016720	-1.076650	-1.712898	-1.257188	-0.981125
-1.255334	-0.413665	-1.226440	-0.885935	-1.819909	-1.119000	-1.327646
-1.731126	-0.620825	-1.479020	-0.705593	-1.757661	-0.988331	-1.565687
-2.194357	-0.880924	-1.721754	-0.538772	-1.494534	-0.876074	-1.643183
-2.591511	-1.160475	-1.895368	-0.384305	-1.035616	-0.789302	-1.537647
-2.866012	-1.407480	-1.943163	-0.236188	-0.422008	-0.728087	-1.260988
-2.966460	-1.563689	-1.820757	-0.084104	0.276844	-0.683192	-0.857345
-2.855324	-1.579220	-1.505014	0.084620	0.976002	-0.635677	-0.394180
-2.516884	-1.426257	-1.000579	0.281779	1.590292	-0.559052	0.051533
-1.962682	-1.108552	-0.342720	0.514236	2.048756	-0.424018	0.409142
-1.233272	-0.664376	0.404586	0.779961	2.305595	-0.205249	0.628795
-0.395442	-0.161947	1.155684	1.065343	2.345716	0.111158	0.691459
0.464979	0.312048	1.814830	1.344707	2.184251	0.521125	0.612403
1.254052	0.668639	2.290896	1.582714	1.860735	0.998871	0.437286
1.882845	0.834224	2.513021	1.739592	1.429659	1.497204	0.231757
2.280612	0.765947	2.444288	1.778455	0.949807	1.952681	0.066770
2.405847	0.461552	2.090821	1.673454	0.474572	2.295117	0.002858
2.253254	-0.038506	1.504087	1.416837	0.045276	2.460091	0.076620
1.855247	-0.657373	0.775313	1.023425	-0.311767	2.402216	0.292518
1.277542	-1.295323	0.022291	0.530991	-0.584343	2.106359	0.621587
0.609393	-1.847998	-0.629530	-0.003841	-0.770623	1.594451	1.007309
-0.049952	-2.225667	-1.068468	-0.513863	-0.874301	0.925773	1.377523
-0.606460	-2.369728	-1.216836	-0.932196	-0.900057	0.190153	1.659445
-0.985528	-2.263180	-1.045862	-1.203929	-0.850920	-0.505266	1.794904
-1.142973	-1.933029	-0.582218	-1.296026	-0.728079	-1.053661	1.752251
-1.070844	-1.444318	0.095396	-1.203400	-0.533009	-1.367316	1.532629
-0.797195	-0.887025	0.869566	-0.949801	-0.271058	-1.394191	1.169300
-0.380105	-0.358646	1.605087	-0.583119	0.044939	-1.128719	0.720331
0.103085	0.054046	2.173651	-0.165994	0.392456	-0.614628	0.256365
0.569246	0.290476	2.477713	0.236412	0.739612	0.061238	-0.153829
0.943162	0.326039	2.468753	0.568976	1.048474	0.783194	-0.456751
1.169361	0.174541	2.156359	0.796832	1.280866	1.426698	-0.623901
1.219872	-0.116800	1.606149	0.911080	1.405667	1.880367	-0.655696
1.097003	-0.478361	0.926820	0.928829	1.405659	2.065864	-0.579084
0.830777	-0.832622	0.248892	0.887522	1.282410	1.951942	-0.439600
0.471969	-1.109036	-0.300826	0.834873	1.057538	1.559817	-0.289902
0.082056	-1.256310	-0.623774	0.816567	0.769870	0.958813	-0.177397
-0.277893	-1.249866	-0.668550	0.864582	0.468574	0.253176	-0.133798
-0.557414	-1.093419	-0.440331	0.988606	0.203706	-0.437593	-0.168817
-0.724142	-0.814948	0.001006	1.172585	0.015936	-1.000935	-0.269309
-0.767724	-0.458467	0.553389	1.377131	-0.072233	-1.351798	-0.403665
-0.699534	-0.073727	1.093116	1.547349	-0.061726	-1.447593	-0.530471
-0.548755	0.293705	1.499216	1.624423	0.022656	-1.294904	-0.609163
-0.355750	0.609943	1.676670	1.558455	0.136926	-0.946588	-0.610182
-0.164163	0.856617	1.573891	1.319847	0.227032	-0.490274	-0.522463
-0.013143	1.030708	1.191242	0.906832	0.240479	-0.030495	-0.356550
0.069002	1.141053	0.579278	0.347565	0.138165	0.331904	-0.142763
0.068738	1.202928	-0.172520	-0.303562	-0.096053	0.518960	0.075049
-0.011462	1.232383	-0.953758	-0.974595	-0.450235	0.489929	0.248637
-0.154519	1.241833	-1.653970	-1.587836	-0.884776	0.247947	0.335442
-0.332320	1.237946	-2.181984	-2.072391	-1.338433	-0.161717	0.307443
-0.510457	1.222024	-2.480033	-2.375036	-1.738890	-0.661430	0.156955
-0.653574	1.192420	-2.530371	-2.467431	-2.015802	-1.156574	-0.101597
-0.730182	1.147878	-2.353602	-2.348632	-2.113701	-1.553499	-0.434150
-0.716624	1.090552	-2.000006	-2.042869	-2.002433	-1.776552	-0.792923
-0.599627	1.027516	-1.536378	-1.593519	-1.682970	-1.780899	-1.124603
-0.377547	0.970216	-1.031718	-1.054984	-1.187671	-1.559209	-1.378911
-0.060328	0.931872	-0.544841	-0.484208	-0.574973	-1.141136	-1.516170
0.331638	0.923535	-0.116554	0.066342	0.080222	-0.586319	-1.512592
0.769360	0.950000	0.232646	0.553264	0.698660	0.027397	-1.362665
1.217651	1.006945	0.499636	0.943973	1.209013	0.617989	-1.078777
1.637911	1.080222	0.691975	1.216192	1.558114	1.112732	-0.688375
1.991099	1.147948	0.819968	1.356094	1.717461	1.458865	-0.229703
2.240896	1.184985	0.889797	1.356348	1.685212	1.629655	0.253120
2.356836	1.168941	0.899731	1.215188	1.483784	1.625433	0.714975
2.317325	1.086122	0.840343	0.936922	1.153846	1.469901	1.114020
2.112226	0.935890	0.698536	0.533904	0.746300	1.203155	1.415215
1.744820	0.732117	0.463941	0.029057	0.313860	0.872932	1.593130
1.232663	0.501071	0.135865	-0.542149	-0.096210	0.526086	1.634130
0.607232	0.276070	-0.271555	-1.131578	-0.447192	0.201787	1.537819
-0.087878	0.089949	-0.727535	-1.681086	-0.715353	-0.072763	1.317770
-0.800210	-0.032825	-1.187017	-2.128318	-0.889888	-0.283576	1.000995
-1.472994	-0.082461	-1.596957	-2.415030	-0.970985	-0.428641	0.626080
-2.050447	-0.066835	-1.905205	-2.496605	-0.966970	-0.514860	0.239443
-2.483474	-0.010219	-2.069915	-2.350987	-0.891299	-0.554215	-0.109959
-2.734929	0.052221	-2.067428	-1.984901	-0.760100	-0.560023	-0.377237
-2.783963	0.083025	-1.896696	-1.435686	-0.590654	-0.544060	-0.528537
-2.628753	0.052209	-1.579295	-0.767919	-0.400509	-0.514851	-0.547123
-2.287118	-0.054209	-1.155202	-0.064832	-0.207211	-0.477180	-0.437260
-1.795149	-0.229135	-0.675119	0.584137	-0.027854	-0.432498	-0.224908
-1.203489	-0.444272	-0.191462	1.097651	0.121613	-0.379977	0.045532
-0.571969	-0.655331	0.250253	1.415850	0.227722	-0.317693	0.318125
0.037033	-0.811679	0.617526	1.510396	0.281251	-0.243820	0.535230
0.565727	-0.868409	0.893669	1.389048	0.279001	-0.157539	0.648234
0.967565	-0.798076	1.076830	1.093834	0.225150	-0.059695	0.627567
1.212691	-0.599306	1.176172	0.693127	0.131563	0.046701	0.469487
1.291377	-0.300035	1.206465	0.269034	0.016744	0.156294	0.198391
1.214828	0.045762	1.182846	-0.097449	-0.096539	0.261398	-0.136460
1.013297	0.367431	1.117211	-0.340720	-0.184810	0.352401	-0.469221
