"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178,0,0
"X2",0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0.0271,0.028,0,0,0.031,0
"X3",0,0,0.0172,0,0,0,0,0,0,0,0,0.0209,0,0.0206,0,0,0,0,0,0
"X4",0,0,0,0.0181,0,0,0,0,0,0,0.0224,0.02,0,0,0.0221,0,0,0,0,0
"X5",0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0.0196,0,0,0,0
"X6",0,0,0,0,0,0.0189,0,0,0,0,0.0244,0,0,0,0,0,0.0254,0,0.0205,0
"X7",0,0,0,0,0,0,0.0199,0,0,0,0,0,0.0173,0.0181,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.0206,0,0,0,0.0259,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0.0162,0,0,0,0,0.0183,0,0,0,0.0181,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0163,0,0,0,0,0,0.0177,0.0221,0,0,0
