"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182,0,0
"X2",0,0.0211,0,0,0,0,0,0,0,0,0,0,0,0,0.0284,0.0302,0,0,0.0348,0
"X3",0,0,0.0174,0,0,0,0,0,0,0,0,0.017,0,0.0187,0,0,0,0,0,0
"X4",0,0,0,0.0172,0,0,0,0,0,0,0.0206,0.0174,0,0,0.0194,0,0,0,0,0
"X5",0,0,0,0,0.0206,0,0,0,0,0,0,0,0,0,0,0.0199,0,0,0,0
"X6",0,0,0,0,0,0.0187,0,0,0,0,0.0245,0,0,0,0,0,0.0241,0,0.0216,0
"X7",0,0,0,0,0,0,0.0204,0,0,0,0,0,0.0214,0.0207,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.0202,0,0,0,0.0234,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0.0164,0,0,0,0,0.0186,0,0,0,0.0178,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0155,0,0,0,0,0,0.0167,0.0193,0,0,0
