"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","X1_r2","X2_r2","X3_r2","X4_r2","X5_r2","status"
"data1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data12",122661.8471,30,35,0,0.9043,0.011,0.4089,0.6059,-46392.3605,-46620.4553,23345.2276,0.9967,0.9896,0.9798,0.9592,0.9674,"last known convergence"
"data13",116263.0133,29,36,0,0.8954,0.0076,0.4458,0.6428,-67023.2708,-67257.8826,33664.9413,0.9973,0.9987,0.9829,0.9724,0.9769,"last known convergence"
"data14",121820.1361,30,35,0,0.9012,0.0089,0.4326,0.6217,-58000.0654,-58228.1602,29149.0801,0.9975,0.9923,0.9851,0.9678,0.9735,"last known convergence"
"data15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data16",102230.0876,28,37,0,0.8545,0.0083,0.4665,0.668,-63488.7925,-63729.9212,31901.9606,0.9962,0.9983,0.9977,0.9581,0.9658,"last known convergence"
"data17",112438.4505,29,36,0,0.8806,0.01,0.4387,0.6383,-56172.284,-56406.8957,28239.4479,0.9967,0.9985,0.9794,0.9605,0.9656,"last known convergence"
"data18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data19",123812.5536,30,35,0,0.9085,0.0084,0.4289,0.6192,-59160.9704,-59389.0651,29729.5326,0.9975,0.9921,0.9846,0.9706,0.9746,"last known convergence"
"data2",124078.2172,30,35,0,0.9095,0.0111,0.4,0.6,-43900.6724,-44128.7671,22099.3836,0.9964,0.9884,0.9773,0.9613,0.9669,"last known convergence"
"data20",122120.6057,30,35,0,0.9023,0.0082,0.4377,0.6251,-61436.4953,-61664.5901,30867.295,0.9977,0.9928,0.9859,0.9709,0.9747,"last known convergence"
"data21",121053.8328,30,35,0,0.8983,0.0089,0.436,0.624,-58728.7862,-58956.8809,29513.4405,0.9976,0.9926,0.9857,0.9666,0.9725,"last known convergence"
"data22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data24",122220.353,30,35,0,0.9026,0.012,0.4023,0.6015,-42317.5262,-42545.6209,21307.8105,0.9965,0.9884,0.9773,0.9544,0.9627,"last known convergence"
"data25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data28",102083.1469,28,37,0,0.8539,0.0079,0.4694,0.6698,-64912.3107,-65153.4394,32613.7197,0.9964,0.9983,0.9977,0.9593,0.9654,"last known convergence"
"data29",84144.9638,27,38,0,0.7894,0.0066,0.5481,0.7289,-83934.7932,-84182.439,42129.2195,0.9999,0.9983,0.9977,0.9597,0.9657,"last known convergence"
"data3",110318.2541,29,36,0,0.8722,0.0099,0.4505,0.6459,-59018.9442,-59253.5559,29662.778,0.997,0.9987,0.9819,0.9593,0.9664,"last known convergence"
"data30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data31",119168.5325,30,35,0,0.8913,0.0072,0.4624,0.6416,-71133.4871,-71361.5818,35715.7909,0.9982,0.9947,0.9899,0.9729,0.9775,"last known convergence"
"data32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data34",112373.9825,29,36,0,0.8803,0.0074,0.4675,0.6568,-72871.4177,-73106.0295,36589.0147,0.9978,0.999,0.9867,0.9697,0.9756,"last known convergence"
"data35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data36",124085.3163,30,35,0,0.9095,0.0084,0.4272,0.6181,-58627.4123,-58855.5071,29462.7535,0.9975,0.9919,0.9841,0.9709,0.9743,"last known convergence"
"data37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data38",114822.7159,29,36,0,0.8899,0.0087,0.4411,0.6398,-61727.0164,-61961.6281,31016.8141,0.997,0.9986,0.9812,0.9662,0.9718,"last known convergence"
"data39",122731.1621,30,35,0,0.9045,0.0107,0.4099,0.6066,-47071.766,-47299.8607,23684.9304,0.9967,0.9895,0.9795,0.9613,0.9684,"last known convergence"
"data4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data41",104065.2941,28,37,0,0.8621,0.0061,0.4835,0.6786,-77540.503,-77781.6317,38927.8159,0.9973,0.9988,0.9983,0.9702,0.9748,"last known convergence"
"data42",120865.7221,30,35,0,0.8976,0.0077,0.4488,0.6325,-65844.8131,-66072.9078,33071.4539,0.998,0.9938,0.9881,0.9714,0.9759,"last known convergence"
"data43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data46",122814.4593,30,35,0,0.9048,0.0094,0.4234,0.6156,-54463.3594,-54691.4542,27380.7271,0.9973,0.9915,0.9834,0.9657,0.972,"last known convergence"
"data47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data48",110882.1997,29,36,0,0.8744,0.0076,0.4733,0.6606,-73587.3749,-73821.9867,36946.9933,0.9979,0.9991,0.9875,0.9691,0.9743,"last known convergence"
"data49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data5",85402.3402,27,38,0,0.7953,0.0079,0.5255,0.7153,-72348.864,-72596.5097,36336.2548,0.9999,0.9978,0.9969,0.9519,0.9592,"last known convergence"
"data50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data53",111983.4906,29,36,0,0.8788,0.0084,0.4572,0.6502,-65931.0859,-66165.6977,33118.8488,0.9975,0.9988,0.9843,0.9671,0.9709,"last known convergence"
"data54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data55",110112.4452,29,36,0,0.8714,0.0064,0.4892,0.6708,-82205.3987,-82440.0104,41256.0052,0.9983,0.9993,0.9901,0.9735,0.9782,"last known convergence"
"data56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data59",123159.6232,30,35,0,0.9061,0.0094,0.4211,0.6141,-53784.4043,-54012.4991,27041.2495,0.9972,0.9911,0.9826,0.966,0.9712,"last known convergence"
"data6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data7",84805.4363,27,38,0,0.7925,0.0084,0.5227,0.7136,-69071.7711,-69319.4168,34697.7084,0.9999,0.9976,0.9968,0.9491,0.9569,"last known convergence"
"data8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
